model_key,sched_key,sched_name,family,K,abs_rel,rmse,rot_err_deg,trans_err_deg,recurrent_flops_gflops,recurrent_latency_ms,recurrent_latency_std_ms,peak_vram_mb,absrel_delta_vs_pretrained_u14_pct,lat_speedup_vs_pretrained_u14_pct,absrel_gain_vs_same_k_pct,absrel_gain_vs_ctrl2_pct,matches_or_beats_u14,trainable_params,train_time_sec,peak_train_vram_mb
treatment1_mild_ft,power_K12_g0.75,Power K=12 (gamma=0.75),power,12,0.31519121266901495,281.79843482971194,92.42810781785916,75.82094163370908,3469.6198560000003,185.338671875,1.5279898769636613,1029.2880859375,5417.331605628816,9.936409891036115,-25.92843455628128,-55.8426528151918,False,316032,373.4629825000011,4995.8076171875
treatment1_mild_ft,power_K12_g1.25,Power K=12 (gamma=1.25),power,12,0.2015042026837667,174.98942731221516,71.09890509284573,45.935694003158225,3469.6198560000003,186.3287353515625,2.4052199858128867,1029.2880859375,3427.2731645017507,9.455297826117896,19.49296877408515,-86.1430114042857,False,316032,373.4629825000011,4995.8076171875
treatment1_mild_ft,cosine_endpoints_K12,Cosine Endpoints K=12,cosine,12,0.2301987192283074,200.99457448323568,79.09934664529331,65.35693994959004,3469.6198560000003,186.33848876953124,3.806718681022284,1029.2880859375,3929.5624310673247,9.45055824409105,8.028640443974487,-71.3638929232752,False,316032,373.4629825000011,4995.8076171875
treatment1_mild_ft,random_K12_s42,Random Monotonic K=12 (s42),random,12,0.3382516040156285,307.6403180440267,96.22811099718894,79.84170263149522,3469.6198560000003,185.51159057617187,2.892994726147724,1029.2880859375,5820.997129605359,9.852381669257218,-35.14175924875528,-46.64310683911447,False,316032,373.4629825000011,4995.8076171875
treatment1_mild_ft,sampled_mild_K12,Sampled Mild K=12,sampled_train_dist,12,0.24881614868839583,216.72923113505044,80.95987808007814,52.22343449406094,3469.6198560000003,186.00911560058594,1.6018973957429035,1029.2880859375,4255.455183932794,9.610614047775597,0.5904135736306404,-74.83218099984455,False,316032,373.4629825000011,4995.8076171875
treatment1_mild_ft,sampled_moderate_K12,Sampled Moderate K=12,sampled_train_dist,12,0.24087670594453817,209.44361699422203,72.56670151835803,56.392203940925285,3469.6198560000003,185.58199005126954,1.7483533238076552,1029.2880859375,4116.4775201494895,9.818171704305277,3.7624613839644967,-80.01109417711719,False,316032,373.4629825000011,4995.8076171875
treatment2_mod_ft,uniform_K10,Uniform K=10,baseline_uniform,10,0.09297058414667844,80.69071915944417,69.57389126196435,44.746043271609445,2891.34988,147.74979553222656,3.791062148447194,1029.2880859375,1527.4233598158555,28.20237196653497,0.0,-39.97401580385568,False,316032,375.16821699999855,5448.70849609375
treatment2_mod_ft,uniform_K12,Uniform K=12,baseline_uniform,12,0.1864023638268312,164.26417490641276,92.67811815547716,77.58051091973007,3469.6198560000003,176.27650146484376,1.276507209778548,1029.2880859375,3162.9198149177932,14.340086647003975,0.0,-31.074355245878436,False,316032,375.16821699999855,5448.70849609375
treatment2_mod_ft,uniform_K14,Uniform K=14,baseline_uniform,14,0.285660824428002,265.74779688517253,92.16379839383639,64.99687601540481,4047.8898320000003,205.78645782470704,2.0719431127315735,1029.2880859375,4900.410645209391,0.0,0.0,-4.522164310601482,False,316032,375.16821699999855,5448.70849609375
treatment2_mod_ft,uniform_K16,Uniform K=16,baseline_uniform,16,0.36898260836799934,382.66731821695964,110.19697255434832,68.7541986659603,4626.159808,236.46817169189453,2.6724045142986235,1029.2880859375,6358.934530049646,-14.90949122284945,0.0,21.884741153562345,False,316032,375.16821699999855,5448.70849609375
treatment2_mod_ft,power_K10_g0.75,Power K=10 (gamma=0.75),power,10,0.11408749620119729,98.94915345509847,76.60281069114635,49.49608245681977,2891.34988,148.72588348388672,1.704548187919507,1029.2880859375,1897.0688372550637,27.728051176927128,-22.71354132959193,-28.086453562625696,False,316032,375.16821699999855,5448.70849609375
treatment2_mod_ft,power_K10_g1.25,Power K=10 (gamma=1.25),power,10,0.07946604893853268,68.71330210367839,52.71031946332166,48.72114749280529,2891.34988,150.28766784667968,1.7637703740035706,1029.2880859375,1291.0303516088907,26.96911670703926,14.525600040158764,-37.81538166864916,False,316032,375.16821699999855,5448.70849609375
treatment2_mod_ft,cosine_endpoints_K10,Cosine Endpoints K=10,cosine,10,0.08996380648265281,78.11534074147542,59.73303198655452,49.828149242825894,2891.34988,151.39233856201173,1.3901282511053938,1029.2880859375,1474.7905808232254,26.432312328845903,3.2341172120440542,-35.234296115806266,False,316032,375.16821699999855,5448.70849609375
treatment2_mod_ft,random_K10_s42,Random Monotonic K=10 (s42),random,10,0.11169870315740504,97.00573240915934,68.3084798871575,55.23915464211647,2891.34988,151.9890335083008,1.7109394172551295,1029.2880859375,1855.2537014579202,26.142354013514318,-20.14413395658513,-30.767903902609124,False,316032,375.16821699999855,5448.70849609375
treatment2_mod_ft,sampled_mild_K10,Sampled Mild K=10,sampled_train_dist,10,0.09223662707954645,80.10128904978436,70.9426323710039,43.62722956675033,2891.34988,152.87760467529296,1.5041517349174311,1029.2880859375,1514.575652262808,25.710561184975006,0.7894508503614796,-35.87319785827398,False,316032,375.16821699999855,5448.70849609375
treatment2_mod_ft,sampled_moderate_K10,Sampled Moderate K=10,sampled_train_dist,10,0.08978676982223989,78.07896054585774,56.2884950458163,46.62050269296893,2891.34988,154.98125305175782,2.2679811720667225,1029.2880859375,1471.6916049552754,24.68831297743902,3.4245394429441163,-33.58979035659452,False,316032,375.16821699999855,5448.70849609375
treatment2_mod_ft,power_K12_g0.75,Power K=12 (gamma=0.75),power,12,0.22490651893119015,198.48014055887856,99.87554207962829,79.6693674960779,3469.6198560000003,185.338671875,1.5279898769636613,1029.2880859375,3836.923985612739,9.936409891036115,-20.65647361646632,-11.202429309072043,False,316032,375.16821699999855,5448.70849609375
treatment2_mod_ft,power_K12_g1.25,Power K=12 (gamma=1.25),power,12,0.1600512600193421,141.4008883158366,72.08029649795253,56.466143826505366,3469.6198560000003,186.3287353515625,2.4052199858128867,1029.2880859375,2701.65131492018,9.455297826117896,14.136678991887361,-47.85013474783864,False,316032,375.16821699999855,5448.70849609375
treatment2_mod_ft,cosine_endpoints_K12,Cosine Endpoints K=12,cosine,12,0.17284935414791108,152.42928263346354,78.93361102363633,59.68012445189606,3469.6198560000003,186.33848876953124,3.806718681022284,1029.2880859375,2925.678275029362,9.45055824409105,7.270835734417477,-28.672037426425174,False,316032,375.16821699999855,5448.70849609375
treatment2_mod_ft,random_K12_s42,Random Monotonic K=12 (s42),random,12,0.24084320478141313,213.0537345886231,92.38030878800957,84.20579730324327,3469.6198560000003,185.51159057617187,2.892994726147724,1029.2880859375,4115.891091915752,9.852381669257218,-29.20608936330752,-4.413387522631434,False,316032,375.16821699999855,5448.70849609375
treatment2_mod_ft,sampled_mild_K12,Sampled Mild K=12,sampled_train_dist,12,0.18688472720483937,164.88686230977376,89.7631176986995,75.23538359666661,3469.6198560000003,186.00911560058594,1.6018973957429035,1029.2880859375,3171.3634472397293,9.610614047775597,-0.25877535461743617,-31.315690822389374,False,316032,375.16821699999855,5448.70849609375
treatment2_mod_ft,sampled_moderate_K12,Sampled Moderate K=12,sampled_train_dist,12,0.18122823660572368,159.41554654439292,93.49989418685104,78.42887134224365,3469.6198560000003,185.58199005126954,1.7483533238076552,1029.2880859375,3072.3482047297302,9.818171704305277,2.77578412359315,-35.4348193996694,False,316032,375.16821699999855,5448.70849609375
