scene,subset,step_i,cos_h,rel_drift_h,cos_global_in,rel_drift_global_in,cos_global_out,rel_drift_global_out,cos_residual,rel_drift_residual,residual_ratio,cos_k,rel_drift_k,cos_v,rel_drift_v
scan4,subset_middle,13,0.999183177947998,0.060788524180097704,0.9990823864936829,0.06611504814894953,0.999183177947998,0.060788524180097704,0.9935142397880554,0.11195793708247756,0.12986780009846555,0.9995937347412109,0.027271418272363776,0.996941328048706,0.0583929047212974
scan4,subset_middle,14,0.9992049932479858,0.06267380048761889,0.9991171360015869,0.06468784802165019,0.9992049932479858,0.06267380048761889,0.9947750568389893,0.10095107722225065,0.1250335980787483,0.9996392726898193,0.02575915967242509,0.9974226951599121,0.053201036702327724
scan4,subset_middle,15,0.9991944432258606,0.06516085083091608,0.9991475343704224,0.06586936146345947,0.9991944432258606,0.06516085083091608,0.9947150349617004,0.10526951961482191,0.12237327454559278,0.9996684789657593,0.02470167820234832,0.9977430105209351,0.04939488081607429
scan4,subset_middle,16,0.9992982745170593,0.066417385604829,0.9992095232009888,0.0684562608192491,0.9992982745170593,0.066417385604829,0.9957990050315857,0.09098708623173163,0.11668854508412928,0.9997019171714783,0.02354122321240631,0.9979828596115112,0.04659038033284091
scan4,subset_uniform,2,0.9324938654899597,0.38337344390210687,0.9234084486961365,0.43299581788386216,0.9324938654899597,0.38337344390210687,0.49197882413864136,1.153469575752886,0.3306050409247263,0.9403611421585083,0.3205117496947968,0.6940553784370422,0.7302162590987419
scan4,subset_uniform,3,0.9649535417556763,0.2622565458279306,0.9571126699447632,0.2946039084943822,0.9649535417556763,0.2622565458279306,0.7719366550445557,0.7133502826414063,0.31179059029363393,0.9792152047157288,0.18967068911805887,0.881544828414917,0.46154781051283955
scan4,subset_uniform,4,0.9837194681167603,0.17750853275191014,0.9763095378875732,0.2140040566812698,0.9837194681167603,0.17750853275191014,0.8798172473907471,0.5428179617845199,0.2683071999920557,0.9913831949234009,0.12233215596342385,0.9406690001487732,0.3141360078278843
scan4,subset_uniform,5,0.9919725656509399,0.12499336331366473,0.9883625507354736,0.1506684534092934,0.9919725656509399,0.12499336331366473,0.9360180497169495,0.39080547696743184,0.23367088090660956,0.9962723255157471,0.08003362656211621,0.967579185962677,0.21475499822989783
scan4,subset_uniform,6,0.995333731174469,0.09671531010784679,0.9936308264732361,0.1129688409733594,0.995333731174469,0.09671531010784679,0.9616875052452087,0.2896454757662886,0.2107076758635975,0.9979625344276428,0.0589460613833899,0.9794101119041443,0.15999632639556816
scan4,subset_uniform,7,0.9968432188034058,0.08173600823369803,0.9959322214126587,0.09332750133070447,0.9968432188034058,0.08173600823369803,0.9747651815414429,0.22796778013721006,0.19281829033609343,0.9985922574996948,0.048934311490155154,0.9855358004570007,0.12814364515021795
scan4,subset_uniform,8,0.9976871609687805,0.07165663882541262,0.9971179366111755,0.08216235439958806,0.9976871609687805,0.07165663882541262,0.9809914231300354,0.19550336823871758,0.1762570653924381,0.9989393353462219,0.04215456098871888,0.9893258810043335,0.10949826475290676
scan4,subset_uniform,9,0.998232364654541,0.0665070164134193,0.9978306293487549,0.07351960651583841,0.998232364654541,0.0665070164134193,0.9853164553642273,0.16602809511063596,0.16437387356790423,0.9991434812545776,0.038086502493765585,0.9918420910835266,0.09387146435002457
scan4,subset_uniform,10,0.9985703825950623,0.06366147657828715,0.9983082413673401,0.0696153328820007,0.9985703825950623,0.06366147657828715,0.9874688386917114,0.15428883864158752,0.15341242630729723,0.9993003010749817,0.03455308285693466,0.9937793016433716,0.08201272226886962
scan4,subset_uniform,11,0.9988306164741516,0.06174775559741605,0.9986128807067871,0.06663584386091485,0.9988306164741516,0.06174775559741605,0.9898563623428345,0.13915294820659832,0.14381826771952802,0.9993858337402344,0.03240031892048668,0.9950351119041443,0.07375574572625232
scan4,subset_uniform,12,0.9989935755729675,0.06252564517949366,0.998869001865387,0.06631757524796235,0.9989935755729675,0.06252564517949366,0.9911757707595825,0.12977277747062207,0.13544781852988155,0.9994850754737854,0.02998621726388086,0.9961996674537659,0.06541189902906172
scan4,subset_uniform,13,0.9991142153739929,0.061259227325684944,0.9990177750587463,0.06622688885715856,0.9991142153739929,0.061259227325684944,0.9918891787528992,0.12307471145615854,0.12781721020382764,0.9995406270027161,0.028476359564341767,0.9968345165252686,0.06023327475772519
scan4,subset_uniform,14,0.9991833567619324,0.06255094038700797,0.9990912079811096,0.06460751698072942,0.9991833567619324,0.06255094038700797,0.9934660792350769,0.11138297299071748,0.12269674764968591,0.9996103644371033,0.026532140508502323,0.9972995519638062,0.055061510166569294
scan4,subset_uniform,15,0.9992063641548157,0.06480087370601764,0.9991499781608582,0.06554236462555829,0.9992063641548157,0.06480087370601764,0.9945822358131409,0.10511211736209049,0.119520779190871,0.9996525645256042,0.025146948001857253,0.9976556897163391,0.05088030543993649
scan4,subset_uniform,16,0.9993172287940979,0.06592638049656234,0.9992240071296692,0.06795640815370485,0.9993172287940979,0.06592638049656234,0.9954448342323303,0.09464257364410054,0.11384385926020515,0.9996938109397888,0.02372758500852272,0.9978402853012085,0.048242727544362936
scan9,subset_middle,2,0.9591977596282959,0.3061480809501091,0.9480605721473694,0.36097707044848254,0.9591977596282959,0.3061480809501091,0.5246046185493469,1.2151482506924307,0.26461878876330447,0.9654321670532227,0.24633230416597823,0.7894365191459656,0.6051418380521632
scan9,subset_middle,3,0.9727252125740051,0.2339168525759084,0.9708905220031738,0.2475592687899413,0.9727252125740051,0.2339168525759084,0.7084227204322815,0.7809577053017915,0.2630275913049227,0.9838035702705383,0.1668175063388759,0.8819782137870789,0.4479300310319203
scan9,subset_middle,4,0.9784259796142578,0.20363332906176002,0.9785004258155823,0.20422165444867935,0.9784259796142578,0.20363332906176002,0.8097385764122009,0.5988131671279323,0.27401602846738216,0.9897536635398865,0.1304444293089925,0.9205804467201233,0.3606395868877007
scan9,subset_middle,5,0.987773060798645,0.15384460756308782,0.9833025336265564,0.1795476524920097,0.987773060798645,0.15384460756308782,0.8848852515220642,0.4972633623733989,0.24532131389514236,0.9933587312698364,0.1054388785223198,0.9470473527908325,0.27600006705478375
scan9,subset_middle,6,0.9931557178497314,0.11595470299872669,0.9904157519340515,0.13748854916702033,0.9931557178497314,0.11595470299872669,0.9230110049247742,0.4154934194358366,0.21431097337156316,0.9965875148773193,0.0757618928869267,0.9649483561515808,0.20962216492446167
scan9,subset_middle,7,0.9959613680839539,0.0913254112203979,0.9944833517074585,0.10630941678195671,0.9959613680839539,0.0913254112203979,0.9519040584564209,0.31607092409295123,0.19319464642279532,0.9981215000152588,0.05614176619176406,0.9770844578742981,0.15803870059716232
scan9,subset_middle,8,0.9972184896469116,0.0778455279938963,0.9964554309844971,0.08921322388473389,0.9972184896469116,0.0778455279938963,0.9666925668716431,0.25724365744698213,0.17596424557486365,0.9987273216247559,0.0461926236126884,0.9837068319320679,0.12791313401341595
scan9,subset_middle,9,0.9978547096252441,0.07205732145373972,0.9974042177200317,0.07862958065085272,0.9978547096252441,0.07205732145373972,0.9727434515953064,0.22917307458724875,0.1643665245153512,0.9990122318267822,0.040947851394391464,0.9869058728218079,0.11246830060389093
scan9,subset_middle,10,0.998262345790863,0.06901714119951766,0.9979444742202759,0.07426182540875394,0.998262345790863,0.06901714119951766,0.9810767769813538,0.18630283054117847,0.15525150006992394,0.9991689324378967,0.03782031457557959,0.9900777339935303,0.09896337680368837
scan9,subset_middle,11,0.9985785484313965,0.06652768594554498,0.9982784986495972,0.07146512462230112,0.9985785484313965,0.06652768594554498,0.9861793518066406,0.1603693093008396,0.14701422783897752,0.9992716312408447,0.03580749554106254,0.9920193552970886,0.08908989366191812
scan9,subset_middle,12,0.9988343119621277,0.0661076671722793,0.9985613226890564,0.07126707652777295,0.9988343119621277,0.0661076671722793,0.9887595176696777,0.14538445749042692,0.1386654819595057,0.9993621706962585,0.03370965011169529,0.9937084913253784,0.07953855882226961
scan9,subset_middle,13,0.9989727735519409,0.06415090604264072,0.9988020062446594,0.07014950792870178,0.9989727735519409,0.06415090604264072,0.9886882901191711,0.14758937749043166,0.13047885597950468,0.9994566440582275,0.031238764749785222,0.995028018951416,0.07076460929544869
scan9,subset_middle,14,0.9990357756614685,0.06525313681722032,0.9989041686058044,0.06785489365589306,0.9990357756614685,0.06525313681722032,0.990628182888031,0.13415250329169923,0.1252140143033667,0.9995372891426086,0.028999975043935436,0.9962054491043091,0.06319313507005055
scan9,subset_middle,15,0.9990740418434143,0.06696404750595591,0.9989789128303528,0.06826348591269941,0.9990740418434143,0.06696404750595591,0.9921407699584961,0.12530357650862894,0.12206821476444588,0.9995866417884827,0.02747091211826199,0.996839165687561,0.0580797529143685
scan9,subset_middle,16,0.9992194771766663,0.06774887384384574,0.9990917444229126,0.07017307493305708,0.9992194771766663,0.06774887384384574,0.9941893219947815,0.10651925244410372,0.11629434672989142,0.9996398091316223,0.02572708705169922,0.9972839951515198,0.0535246665745545
scan9,subset_uniform,2,0.957919180393219,0.31279569227727305,0.9443269968032837,0.37127530221660626,0.957919180393219,0.31279569227727305,0.5203588604927063,1.2529454589237123,0.2680898288452157,0.9622640013694763,0.2563196852822035,0.7586758732795715,0.6419635225606865
scan9,subset_uniform,3,0.9721929430961609,0.2384916167842205,0.9700709581375122,0.2523082933819661,0.9721929430961609,0.2384916167842205,0.6661019921302795,0.8512441898588037,0.25909195091024234,0.9832999110221863,0.17023601303808356,0.8680545687675476,0.4780799035588036
scan9,subset_uniform,4,0.972902774810791,0.22898721137787476,0.9765765070915222,0.21438629088650218,0.972902774810791,0.22898721137787476,0.7776492834091187,0.6358559883866065,0.29136445193870025,0.988095223903656,0.14259124878963744,0.9026726484298706,0.40386843951892776
scan9,subset_uniform,5,0.9850966334342957,0.17039841095363148,0.9781098961830139,0.20634043715869543,0.9850966334342957,0.17039841095363148,0.8216506242752075,0.6490723972433864,0.24859271071153927,0.9911994934082031,0.12400882542621129,0.9295179843902588,0.32985500788829114
scan9,subset_uniform,6,0.9924826622009277,0.12184786401936368,0.9894490242004395,0.14465535647655506,0.9924826622009277,0.12184786401936368,0.9089294672012329,0.4467767863523622,0.22057058267149857,0.9962328672409058,0.08053933222562072,0.9603726267814636,0.2265103757108336
scan9,subset_uniform,7,0.9954667687416077,0.09695727399327933,0.9936961531639099,0.11376834938144052,0.9954667687416077,0.09695727399327933,0.9447141885757446,0.3404312176948769,0.1982509035462028,0.9977032542228699,0.06203123612473025,0.9732553958892822,0.17761856370080512
scan9,subset_uniform,8,0.9967354536056519,0.08405007941584003,0.9959846138954163,0.09494618915572861,0.9967354536056519,0.08405007941584003,0.9566223621368408,0.29440033479452715,0.18129474203256604,0.9984135627746582,0.051533897230007356,0.9810044765472412,0.14413534467509612
scan9,subset_uniform,9,0.9974904656410217,0.07729538051622312,0.9969753623008728,0.08426634331890563,0.9974904656410217,0.07729538051622312,0.969255268573761,0.23913311854753072,0.17042560155988754,0.9987695217132568,0.04572288687082062,0.9853607416152954,0.12592581218370752
scan9,subset_uniform,10,0.9980477094650269,0.07197844429413697,0.9975959658622742,0.07929089934812912,0.9980477094650269,0.07197844429413697,0.9780590534210205,0.2030138499449959,0.15888010289996543,0.9989843368530273,0.04164589889648442,0.9892926812171936,0.10868429430839091
scan9,subset_uniform,11,0.9984568357467651,0.0682240442793822,0.9980926513671875,0.07451293076821842,0.9984568357467651,0.0682240442793822,0.9829856753349304,0.1801279408500093,0.14820696212220913,0.9991763830184937,0.03778842726184711,0.9918485283851624,0.09440693031048122
scan9,subset_uniform,12,0.9987313747406006,0.0671345343506652,0.9984966516494751,0.07238167384145998,0.9987313747406006,0.0671345343506652,0.9861975312232971,0.16391248863174507,0.13804603229386875,0.9993137121200562,0.03473809347884506,0.9938532114028931,0.0828733013956799
scan9,subset_uniform,13,0.9989134073257446,0.06446434810797787,0.9987527132034302,0.07058053280899974,0.9989134073257446,0.06446434810797787,0.9879859685897827,0.15317331476703308,0.1288854144637284,0.9994149208068848,0.03218878650231831,0.9949728846549988,0.07489250125651598
scan9,subset_uniform,14,0.9990369081497192,0.064659724885693,0.9988943338394165,0.06751589068371774,0.9990369081497192,0.064659724885693,0.9912327527999878,0.12950238666374547,0.12290865297975834,0.999505877494812,0.029702699235610107,0.9959630966186523,0.06686520358633748
scan9,subset_uniform,15,0.9991206526756287,0.06588845694877105,0.9990025758743286,0.06747503753326738,0.9991206526756287,0.06588845694877105,0.9930366277694702,0.11709918908495123,0.11933665643202479,0.9995790719985962,0.02753065269628983,0.996589720249176,0.06044085164904739
scan9,subset_uniform,16,0.9992682337760925,0.06661418556371032,0.9991443753242493,0.0690167515704443,0.9992682337760925,0.06661418556371032,0.9947183728218079,0.10150744498121456,0.11360724529236893,0.9996512532234192,0.025162166350443955,0.997209906578064,0.05432887755972035
scan24,subset_middle,2,0.9593232870101929,0.30444830620567626,0.9477540850639343,0.3607584171227235,0.9593232870101929,0.30444830620567626,0.5504394173622131,1.1750676108639067,0.26910319441157876,0.9644614458084106,0.2495925045012792,0.7864785194396973,0.6015986287174627
scan24,subset_middle,3,0.975689709186554,0.22086975434795098,0.9716588258743286,0.2442642678397534,0.975689709186554,0.22086975434795098,0.7788387537002563,0.6953782977738137,0.25658730011860986,0.9837841391563416,0.16466944367284322,0.8986936211585999,0.4124497109686729
scan24,subset_middle,4,0.9810641407966614,0.18834089332266224,0.980217695236206,0.19482753729555313,0.9810641407966614,0.18834089332266224,0.8540803790092468,0.5263430040358281,0.262315579658549,0.9903402924537659,0.12502880813249442,0.9353727102279663,0.3227029757090349
scan24,subset_middle,5,0.9885178804397583,0.1475473595117937,0.9846943616867065,0.16967874649404266,0.9885178804397583,0.1475473595117937,0.9034458994865417,0.44055857417710304,0.24491874206647435,0.9939621090888977,0.09944647838544543,0.9530537724494934,0.25711561650395914
scan24,subset_middle,6,0.9935253262519836,0.11206646793473506,0.9911122918128967,0.13127889843535412,0.9935253262519836,0.11206646793473506,0.9404410123825073,0.3568720470210549,0.21763886349935369,0.9968156218528748,0.07204914165082611,0.970801591873169,0.18920073601132134
scan24,subset_middle,7,0.9960376024246216,0.08932861604949408,0.994554340839386,0.10486799241105563,0.9960376024246216,0.08932861604949408,0.9588464498519897,0.2867490499134743,0.19668521121631347,0.998161792755127,0.054791687135642385,0.9796985387802124,0.14765988179836248
scan24,subset_middle,8,0.9973778128623962,0.07486958388071045,0.9965213537216187,0.08729747083953891,0.9973778128623962,0.07486958388071045,0.9717051386833191,0.23568621712250643,0.17806806172252543,0.9987823367118835,0.044304587620484726,0.9853441119194031,0.11877765822768131
scan24,subset_middle,9,0.9980716705322266,0.06767294941476286,0.9975541830062866,0.07568178516958385,0.9980716705322266,0.06767294941476286,0.9776867032051086,0.2046045052348923,0.16438678178231214,0.9991180300712585,0.037966900323317156,0.9892381429672241,0.09956558167858193
scan24,subset_middle,10,0.9985035061836243,0.06340239258599308,0.9981563091278076,0.06990923150326771,0.9985035061836243,0.06340239258599308,0.983302116394043,0.17172153574510904,0.15352964550326634,0.9993042945861816,0.033965155710256364,0.9918716549873352,0.08648047398395461
scan24,subset_middle,11,0.9987607002258301,0.06164247772640244,0.9985213279724121,0.06617632424187263,0.9987607002258301,0.06164247772640244,0.9870681166648865,0.14939997327547055,0.1448467817281817,0.9994171261787415,0.031301083401349836,0.9935887455940247,0.07680426658206282
scan24,subset_middle,12,0.9989390969276428,0.062331716106363864,0.9987627267837524,0.06612559016612789,0.9989390969276428,0.062331716106363864,0.9898005723953247,0.13223457128855792,0.13745258245116806,0.9994916319847107,0.029447059632898422,0.9950128793716431,0.06857041840206415
scan24,subset_middle,13,0.9990409016609192,0.061913519427942265,0.9989264607429504,0.06617974984589427,0.9990409016609192,0.061913519427942265,0.9911649227142334,0.12317129875518316,0.13074893692661702,0.9995499849319458,0.027885820515446906,0.9960188865661621,0.061352374621420486
scan24,subset_middle,14,0.9990748167037964,0.06433663371588376,0.9989599585533142,0.06586217870210735,0.9990748167037964,0.06433663371588376,0.9930197596549988,0.11168557280042907,0.1261629567492063,0.9995952844619751,0.026619144690832538,0.9966821670532227,0.05619140943508189
scan24,subset_middle,15,0.9990918636322021,0.06707179958948135,0.9990090727806091,0.06755732746972629,0.9990918636322021,0.06707179958948135,0.9939274787902832,0.10798488248601132,0.12369162329685833,0.9996256232261658,0.025796502793257854,0.9972003698348999,0.05182117738031165
scan24,subset_middle,16,0.9992139935493469,0.06863624027230304,0.9990944862365723,0.07026561345861625,0.9992139935493469,0.06863624027230304,0.9950843453407288,0.09576602411862221,0.11825479276428659,0.9996589422225952,0.024792897752415503,0.9976192712783813,0.048553244878962426
scan24,subset_uniform,2,0.9540275931358337,0.32276502769853577,0.9451408982276917,0.3689642327721566,0.9540275931358337,0.32276502769853577,0.5283404588699341,1.1678645064603976,0.2823856452393814,0.960802435874939,0.2604806265649544,0.7534473538398743,0.6505952535027698
scan24,subset_uniform,3,0.9700711369514465,0.2446072548665449,0.9686918258666992,0.2567736633162148,0.9700711369514465,0.2446072548665449,0.7316399812698364,0.7471917017450966,0.2818733317645103,0.9810166954994202,0.17965688178486847,0.8795450925827026,0.4509304206940715
