sequence_id,scene,subset,seq_view_idx,dtu_frame_id,K,depth_abs_rel,depth_rmse_mm,depth_mae_mm,depth_delta1,pose_rot_error_deg,pose_trans_error_deg,geom_l2_error_mm,hidden_state_delta,depth_map_delta,runtime_sec,peak_vram_mb
scan29_subset_middle,scan29,subset_middle,4,3,12,0.014965,12.6244,10.5264,1.0,0.0127,0.0442,710.582,0.075476,0.002669,0.4749,2261.54
scan29_subset_middle,scan29,subset_middle,5,4,12,0.017933,18.2571,12.2999,0.99801,0.0095,0.8716,721.0319,0.077534,0.002255,0.4749,2261.54
scan29_subset_middle,scan29,subset_middle,0,24,14,0.014566,24.7472,11.9939,0.999291,0.0,0.0,699.9653,0.066848,0.006908,0.5425,2297.54
scan29_subset_middle,scan29,subset_middle,1,0,14,0.007369,7.0434,5.3638,1.0,0.0203,2.0052,705.9299,0.070039,0.007106,0.5425,2297.54
scan29_subset_middle,scan29,subset_middle,2,1,14,0.009703,13.9798,7.3686,1.0,0.0105,0.878,737.3475,0.06912,0.006097,0.5425,2297.54
scan29_subset_middle,scan29,subset_middle,3,2,14,0.01052,11.1155,7.703,1.0,0.0051,0.1998,718.3059,0.069954,0.001505,0.5425,2297.54
scan29_subset_middle,scan29,subset_middle,4,3,14,0.014627,12.3892,10.4494,1.0,0.0085,0.056,710.5722,0.069723,0.003504,0.5425,2297.54
scan29_subset_middle,scan29,subset_middle,5,4,14,0.017953,18.0573,12.5026,0.998035,0.0095,0.7338,721.0207,0.070783,0.001952,0.5425,2297.54
scan29_subset_middle,scan29,subset_middle,0,24,16,0.014621,24.8154,12.0596,0.999283,0.0,0.0,699.9617,0.063382,0.002478,0.5799,2333.54
scan29_subset_middle,scan29,subset_middle,1,0,16,0.007062,6.9116,5.1464,1.0,0.0216,1.8554,705.9261,0.065234,0.001578,0.5799,2333.54
scan29_subset_middle,scan29,subset_middle,2,1,16,0.009884,14.088,7.5036,1.0,0.0118,0.7634,737.3435,0.065209,0.00136,0.5799,2333.54
scan29_subset_middle,scan29,subset_middle,3,2,16,0.011038,11.46,8.0894,1.0,0.0061,0.4116,718.3027,0.065769,0.001738,0.5799,2333.54
scan29_subset_middle,scan29,subset_middle,4,3,16,0.014564,12.4077,10.5209,1.0,0.0063,0.0442,710.5692,0.065749,0.001115,0.5799,2333.54
scan29_subset_middle,scan29,subset_middle,5,4,16,0.018323,18.1592,12.8965,0.998035,0.0091,0.5757,721.0176,0.066313,0.001946,0.5799,2333.54
scan29_subset_uniform,scan29,subset_uniform,0,0,8,0.008435,7.606,6.0204,1.0,0.0,0.0,706.012,0.111133,0.0,0.4237,2186.56
scan29_subset_uniform,scan29,subset_uniform,1,8,8,0.008118,8.9306,6.1451,1.0,0.0072,2.5936,708.8342,0.115376,0.0,0.4237,2186.56
scan29_subset_uniform,scan29,subset_uniform,2,16,8,0.009097,11.5129,7.1202,0.999816,0.0094,2.0312,687.8535,0.117747,0.0,0.4237,2186.56
scan29_subset_uniform,scan29,subset_uniform,3,24,8,0.011367,21.3084,9.4888,0.999452,0.0127,2.4295,700.0859,0.120036,0.0,0.4237,2186.56
scan29_subset_uniform,scan29,subset_uniform,4,32,8,0.01848,49.6504,15.815,0.991028,0.0122,1.1848,703.0385,0.128315,0.0,0.4237,2186.56
scan29_subset_uniform,scan29,subset_uniform,5,40,8,0.00753,11.7671,6.2056,0.999852,0.0187,2.1583,665.0247,0.127695,0.0,0.4237,2186.56
scan29_subset_uniform,scan29,subset_uniform,0,0,10,0.00567,5.5308,4.0893,1.0,0.0005,0.0,706.0049,0.084568,0.004844,0.4612,2223.8
scan29_subset_uniform,scan29,subset_uniform,1,8,10,0.006364,7.4957,4.7979,1.0,0.0034,1.8,708.8282,0.088569,0.003588,0.4612,2223.8
scan29_subset_uniform,scan29,subset_uniform,2,16,10,0.007414,10.4018,5.8401,0.999843,0.001,1.2786,687.8441,0.090952,0.00392,0.4612,2223.8
scan29_subset_uniform,scan29,subset_uniform,3,24,10,0.009854,19.4426,8.1917,0.999435,0.0081,1.181,700.0786,0.090665,0.004109,0.4612,2223.8
scan29_subset_uniform,scan29,subset_uniform,4,32,10,0.01797,49.6962,15.3465,0.991224,0.0154,0.1702,703.0293,0.093634,0.005719,0.4612,2223.8
scan29_subset_uniform,scan29,subset_uniform,5,40,10,0.007113,10.3998,5.8286,0.999963,0.0065,1.2776,665.0145,0.096611,0.007133,0.4612,2223.8
scan29_subset_uniform,scan29,subset_uniform,0,0,12,0.004972,5.1701,3.5795,1.0,0.0,0.0,706.0017,0.074411,0.002254,0.5166,2259.17
scan29_subset_uniform,scan29,subset_uniform,1,8,12,0.006533,7.3761,4.9302,1.0,0.005,1.7567,708.8246,0.077289,0.003478,0.5166,2259.17
scan29_subset_uniform,scan29,subset_uniform,2,16,12,0.006995,9.9518,5.5199,0.999853,0.0068,0.9421,687.8399,0.078573,0.002014,0.5166,2259.17
scan29_subset_uniform,scan29,subset_uniform,3,24,12,0.009572,18.6312,7.9125,0.999477,0.0055,0.7389,700.0753,0.078018,0.001997,0.5166,2259.17
scan29_subset_uniform,scan29,subset_uniform,4,32,12,0.017577,48.498,14.9332,0.991515,0.0124,0.0949,703.0261,0.080154,0.003526,0.5166,2259.17
scan29_subset_uniform,scan29,subset_uniform,5,40,12,0.006965,10.2627,5.751,0.999982,0.0158,1.1015,665.0075,0.081605,0.003678,0.5166,2259.17
scan29_subset_uniform,scan29,subset_uniform,0,0,14,0.005347,5.6026,3.8541,1.0,0.0,0.0,705.9963,0.066572,0.00419,0.5315,2296.81
scan29_subset_uniform,scan29,subset_uniform,1,8,14,0.007806,8.2397,5.9163,1.0,0.0086,2.1653,708.8185,0.070235,0.001833,0.5315,2296.81
scan29_subset_uniform,scan29,subset_uniform,2,16,14,0.008346,10.9422,6.6156,0.999843,0.0121,0.7149,687.8334,0.07113,0.002567,0.5315,2296.81
scan29_subset_uniform,scan29,subset_uniform,3,24,14,0.010702,19.3317,8.8685,0.999544,0.01,0.5744,700.0686,0.070722,0.002682,0.5315,2296.81
scan29_subset_uniform,scan29,subset_uniform,4,32,14,0.018755,49.2483,15.9632,0.991446,0.0169,0.4588,703.0197,0.072153,0.002804,0.5315,2296.81
scan29_subset_uniform,scan29,subset_uniform,5,40,14,0.008293,11.1993,6.8195,0.999982,0.0218,1.0166,665.0029,0.073133,0.006143,0.5315,2296.81
scan29_subset_uniform,scan29,subset_uniform,0,0,16,0.005482,5.8991,3.9462,1.0,0.0,0.0,705.9922,0.062459,0.002245,0.565,2332.98
scan29_subset_uniform,scan29,subset_uniform,1,8,16,0.008364,8.725,6.3632,1.0,0.01,2.5711,708.8148,0.065899,0.001006,0.565,2332.98
scan29_subset_uniform,scan29,subset_uniform,2,16,16,0.008976,11.4872,7.137,0.999825,0.0147,0.87,687.8289,0.066372,0.001045,0.565,2332.98
scan29_subset_uniform,scan29,subset_uniform,3,24,16,0.011243,19.6929,9.3406,0.99957,0.0119,0.8108,700.0638,0.066029,0.001411,0.565,2332.98
scan29_subset_uniform,scan29,subset_uniform,4,32,16,0.019338,49.4847,16.4832,0.991344,0.0178,0.5798,703.0153,0.067037,0.002699,0.565,2332.98
scan29_subset_uniform,scan29,subset_uniform,5,40,16,0.009033,11.838,7.449,0.999991,0.0246,1.0761,664.9984,0.068059,0.003582,0.565,2332.98
scan33_subset_middle,scan33,subset_middle,0,24,8,0.005419,7.2812,3.3554,0.999793,0.0,0.0,607.3339,0.098294,0.0,0.4165,2190.92
scan33_subset_middle,scan33,subset_middle,1,0,8,0.077099,152.1673,64.3656,0.841453,0.017,0.5838,614.5986,0.110619,0.0,0.4165,2190.92
scan33_subset_middle,scan33,subset_middle,2,1,8,0.041343,100.0491,33.6325,0.917903,0.0103,0.8374,602.2875,0.106182,0.0,0.4165,2190.92
scan33_subset_middle,scan33,subset_middle,3,2,8,0.028307,78.089,22.3389,0.948394,0.0066,0.9321,596.665,0.106015,0.0,0.4165,2190.92
scan33_subset_middle,scan33,subset_middle,4,3,8,0.055518,116.4191,44.6612,0.882919,0.0049,0.7692,612.5367,0.108596,0.0,0.4165,2190.92
scan33_subset_middle,scan33,subset_middle,5,4,8,0.076512,132.3851,60.0774,0.818106,0.0053,0.8458,618.6826,0.111363,0.0,0.4165,2190.92
scan33_subset_middle,scan33,subset_middle,0,24,10,0.005074,7.2395,3.1544,0.999793,0.0,0.0,607.3233,0.082383,0.010362,0.4433,2223.27
scan33_subset_middle,scan33,subset_middle,1,0,10,0.07598,151.4061,63.5923,0.841453,0.0148,0.2027,614.5883,0.08886,0.006122,0.4433,2223.27
scan33_subset_middle,scan33,subset_middle,2,1,10,0.040509,99.8712,33.096,0.917903,0.0103,0.3128,602.2775,0.086394,0.004166,0.4433,2223.27
scan33_subset_middle,scan33,subset_middle,3,2,10,0.028172,77.8921,22.2718,0.948369,0.0061,0.2185,596.6557,0.086139,0.003054,0.4433,2223.27
scan33_subset_middle,scan33,subset_middle,4,3,10,0.054996,116.1039,44.3208,0.882383,0.0013,0.302,612.5277,0.087883,0.00371,0.4433,2223.27
scan33_subset_middle,scan33,subset_middle,5,4,10,0.076558,132.5369,60.161,0.818329,0.0032,0.2784,618.674,0.089912,0.004743,0.4433,2223.27
scan33_subset_middle,scan33,subset_middle,0,24,12,0.004619,7.0817,2.8721,0.999793,0.0,0.0,607.3185,0.074883,0.005549,0.5151,2263.57
scan33_subset_middle,scan33,subset_middle,1,0,12,0.074761,151.1396,62.8048,0.841453,0.0118,0.0862,614.5823,0.078558,0.003702,0.5151,2263.57
scan33_subset_middle,scan33,subset_middle,2,1,12,0.039042,99.5755,32.1423,0.917903,0.0091,0.0442,602.2722,0.077866,0.003496,0.5151,2263.57
scan33_subset_middle,scan33,subset_middle,3,2,12,0.026616,77.535,21.2581,0.948344,0.0046,0.1327,596.6506,0.077677,0.003308,0.5151,2263.57
scan33_subset_middle,scan33,subset_middle,4,3,12,0.053067,115.4847,43.0165,0.882383,0.0016,0.0928,612.5233,0.078924,0.003451,0.5151,2263.57
scan33_subset_middle,scan33,subset_middle,5,4,12,0.075025,131.8698,59.1002,0.818879,0.0054,0.1454,618.6695,0.079839,0.004125,0.5151,2263.57
scan33_subset_middle,scan33,subset_middle,0,24,14,0.004584,7.035,2.8502,0.999793,0.0,0.0,607.3147,0.069838,0.004409,0.5336,2298.59
scan33_subset_middle,scan33,subset_middle,1,0,14,0.074029,150.6811,62.2922,0.841453,0.0091,0.1791,614.5775,0.072811,0.00312,0.5336,2298.59
scan33_subset_middle,scan33,subset_middle,2,1,14,0.038042,99.2494,31.4916,0.917903,0.0056,0.3045,602.2678,0.072558,0.003353,0.5336,2298.59
scan33_subset_middle,scan33,subset_middle,3,2,14,0.025759,77.3019,20.6991,0.948369,0.0032,0.1758,596.6462,0.072715,0.003266,0.5336,2298.59
scan33_subset_middle,scan33,subset_middle,4,3,14,0.052072,115.0043,42.3315,0.882514,0.0077,0.1297,612.5187,0.073207,0.003054,0.5336,2298.59
scan33_subset_middle,scan33,subset_middle,5,4,14,0.074064,131.385,58.4122,0.818894,0.0108,0.1545,618.6643,0.073415,0.003708,0.5336,2298.59
scan33_subset_middle,scan33,subset_middle,0,24,16,0.004718,7.0613,2.9322,0.999793,0.0,0.0,607.312,0.066244,0.003545,0.604,2332.16
scan33_subset_middle,scan33,subset_middle,1,0,16,0.074056,150.5008,62.2792,0.841453,0.0079,0.3986,614.5747,0.068462,0.003173,0.604,2332.16
scan33_subset_middle,scan33,subset_middle,2,1,16,0.037918,99.1328,31.4062,0.917903,0.0039,0.5536,602.2653,0.068575,0.003032,0.604,2332.16
scan33_subset_middle,scan33,subset_middle,3,2,16,0.025638,77.2338,20.6189,0.948344,0.004,0.3961,596.6438,0.068686,0.002141,0.604,2332.16
scan33_subset_middle,scan33,subset_middle,4,3,16,0.051794,114.7128,42.1347,0.882657,0.0092,0.2994,612.5164,0.068834,0.001741,0.604,2332.16
scan33_subset_middle,scan33,subset_middle,5,4,16,0.073696,131.0615,58.1474,0.818954,0.0119,0.3712,618.662,0.068763,0.002821,0.604,2332.16
scan33_subset_uniform,scan33,subset_uniform,0,0,8,0.072311,143.7759,60.5775,0.841453,0.0,0.0,614.7003,0.101914,0.0,0.4222,2186.68
scan33_subset_uniform,scan33,subset_uniform,1,8,8,0.014853,56.1438,11.8029,0.97803,0.0015,1.2733,602.6638,0.108954,0.0,0.4222,2186.68
scan33_subset_uniform,scan33,subset_uniform,2,16,8,0.005554,13.7691,3.574,0.999147,0.0111,1.4248,613.6565,0.114546,0.0,0.4222,2186.68
scan33_subset_uniform,scan33,subset_uniform,3,24,8,0.00442,6.6989,2.7324,0.999793,0.0143,0.9545,607.3522,0.109753,0.0,0.4222,2186.68
scan33_subset_uniform,scan33,subset_uniform,4,32,8,0.004339,4.1818,2.6492,1.0,0.0157,1.362,606.9307,0.113355,0.0,0.4222,2186.68
scan33_subset_uniform,scan33,subset_uniform,5,40,8,0.005084,4.9099,3.1003,1.0,0.0254,1.1757,622.3578,0.118617,0.0,0.4222,2186.68
scan33_subset_uniform,scan33,subset_uniform,0,0,10,0.071528,144.0413,60.129,0.841453,0.0,0.0,614.6957,0.084748,0.004653,0.4725,2219.75
scan33_subset_uniform,scan33,subset_uniform,1,8,10,0.013849,55.8677,11.1805,0.978041,0.0015,1.1472,602.6599,0.088387,0.004807,0.4725,2219.75
scan33_subset_uniform,scan33,subset_uniform,2,16,10,0.004877,13.5653,3.1599,0.999147,0.0027,1.1338,613.652,0.091404,0.009611,0.4725,2219.75
scan33_subset_uniform,scan33,subset_uniform,3,24,10,0.004018,6.5624,2.4944,0.999793,0.0068,0.7911,607.3482,0.09118,0.009668,0.4725,2219.75
scan33_subset_uniform,scan33,subset_uniform,4,32,10,0.004163,4.0185,2.5471,1.0,0.0051,1.0074,606.926,0.093726,0.009893,0.4725,2219.75
scan33_subset_uniform,scan33,subset_uniform,5,40,10,0.004336,4.4152,2.6376,1.0,0.0228,0.7972,622.3517,0.094644,0.011046,0.4725,2219.75
scan33_subset_uniform,scan33,subset_uniform,0,0,12,0.071435,143.8062,60.0452,0.841453,0.0,0.0,614.6985,0.074766,0.003055,0.5001,2258.59
scan33_subset_uniform,scan33,subset_uniform,1,8,12,0.013871,55.8931,11.2025,0.978041,0.0047,0.9066,602.6633,0.077245,0.00534,0.5001,2258.59
scan33_subset_uniform,scan33,subset_uniform,2,16,12,0.004852,13.5943,3.1528,0.999147,0.0056,1.1297,613.6544,0.079275,0.00513,0.5001,2258.59
scan33_subset_uniform,scan33,subset_uniform,3,24,12,0.003952,6.5291,2.45,0.999793,0.0076,0.716,607.3511,0.079652,0.009048,0.5001,2258.59
scan33_subset_uniform,scan33,subset_uniform,4,32,12,0.004004,3.8744,2.4457,1.0,0.0056,0.8276,606.9285,0.081161,0.009772,0.5001,2258.59
scan33_subset_uniform,scan33,subset_uniform,5,40,12,0.004051,4.2485,2.4617,1.0,0.0199,0.8318,622.3528,0.080824,0.006234,0.5001,2258.59
scan33_subset_uniform,scan33,subset_uniform,0,0,14,0.070981,143.2117,59.6943,0.841453,0.0,0.0,614.6971,0.06874,0.003311,0.5289,2296.29
scan33_subset_uniform,scan33,subset_uniform,1,8,14,0.013628,55.871,11.0535,0.978053,0.0058,0.8016,602.663,0.070865,0.002832,0.5289,2296.29
scan33_subset_uniform,scan33,subset_uniform,2,16,14,0.004839,13.6228,3.1487,0.999147,0.0071,1.0801,613.6539,0.072329,0.003872,0.5289,2296.29
scan33_subset_uniform,scan33,subset_uniform,3,24,14,0.004016,6.5332,2.4842,0.999793,0.0082,0.6187,607.3511,0.072699,0.007141,0.5289,2296.29
scan33_subset_uniform,scan33,subset_uniform,4,32,14,0.003973,3.8373,2.4251,1.0,0.0067,0.8596,606.9281,0.074062,0.005817,0.5289,2296.29
scan33_subset_uniform,scan33,subset_uniform,5,40,14,0.003958,4.2044,2.4057,1.0,0.0199,0.8374,622.3522,0.072952,0.005888,0.5289,2296.29
scan33_subset_uniform,scan33,subset_uniform,0,0,16,0.070805,142.9136,59.5463,0.841453,0.0,0.0,614.6985,0.064787,0.003489,0.5726,2331.89
scan33_subset_uniform,scan33,subset_uniform,1,8,16,0.013523,55.8291,10.992,0.978053,0.0058,0.8481,602.6651,0.066642,0.002514,0.5726,2331.89
scan33_subset_uniform,scan33,subset_uniform,2,16,16,0.004854,13.6337,3.1651,0.999147,0.0062,1.1588,613.6564,0.067602,0.004169,0.5726,2331.89
scan33_subset_uniform,scan33,subset_uniform,3,24,16,0.004108,6.5538,2.54,0.999793,0.0074,0.6004,607.3534,0.068023,0.005015,0.5726,2331.89
scan33_subset_uniform,scan33,subset_uniform,4,32,16,0.004039,3.7965,2.465,1.0,0.0069,0.9411,606.9301,0.06905,0.00471,0.5726,2331.89
scan33_subset_uniform,scan33,subset_uniform,5,40,16,0.004048,4.2259,2.4604,1.0,0.0232,0.8548,622.3524,0.068063,0.00595,0.5726,2331.89
scan48_subset_middle,scan48,subset_middle,0,24,8,0.004204,4.7551,2.8062,0.999931,0.0,0.0,679.8586,0.108878,0.0,0.415,2190.42
scan48_subset_middle,scan48,subset_middle,1,0,8,0.005779,8.2415,3.7814,0.999977,0.0216,0.514,647.9855,0.120214,0.0,0.415,2190.42
scan48_subset_middle,scan48,subset_middle,2,1,8,0.005647,6.1384,3.7498,1.0,0.0263,0.9976,657.3955,0.115997,0.0,0.415,2190.42
scan48_subset_middle,scan48,subset_middle,3,2,8,0.005482,4.4791,3.6103,1.0,0.0187,1.2466,665.6934,0.119485,0.0,0.415,2190.42
scan48_subset_middle,scan48,subset_middle,4,3,8,0.007783,10.7943,5.127,0.999023,0.0191,0.7391,662.1591,0.120865,0.0,0.415,2190.42
scan48_subset_middle,scan48,subset_middle,5,4,8,0.008915,10.6173,5.683,0.998953,0.0306,1.1489,653.8958,0.132455,0.0,0.415,2190.42
scan48_subset_middle,scan48,subset_middle,0,24,10,0.005627,5.5657,3.7586,0.999931,0.0,0.0,679.8387,0.09128,0.019751,0.4597,2221.15
scan48_subset_middle,scan48,subset_middle,1,0,10,0.0057,7.461,3.7292,0.999988,0.0308,0.2948,647.9661,0.097216,0.009713,0.4597,2221.15
scan48_subset_middle,scan48,subset_middle,2,1,10,0.005732,5.8082,3.8181,1.0,0.0299,1.1378,657.3762,0.095416,0.0086,0.4597,2221.15
scan48_subset_middle,scan48,subset_middle,3,2,10,0.005745,4.866,3.7821,1.0,0.0299,1.2834,665.6729,0.096917,0.009594,0.4597,2221.15
scan48_subset_middle,scan48,subset_middle,4,3,10,0.006674,9.6201,4.3965,0.999287,0.0323,0.1968,662.1415,0.09878,0.007246,0.4597,2221.15
scan48_subset_middle,scan48,subset_middle,5,4,10,0.00687,9.4339,4.3744,0.999155,0.0496,0.1413,653.8745,0.103319,0.00965,0.4597,2221.15
scan48_subset_middle,scan48,subset_middle,0,24,12,0.005215,5.3091,3.4845,0.999931,0.0,0.0,679.8306,0.080697,0.013193,0.5435,2262.38
scan48_subset_middle,scan48,subset_middle,1,0,12,0.005598,7.1099,3.6772,1.0,0.0243,0.5005,647.9575,0.084634,0.004048,0.5435,2262.38
scan48_subset_middle,scan48,subset_middle,2,1,12,0.005659,5.8203,3.7915,1.0,0.0247,0.9247,657.3683,0.083326,0.003222,0.5435,2262.38
scan48_subset_middle,scan48,subset_middle,3,2,12,0.005488,4.7375,3.6263,1.0,0.0282,1.1462,665.6646,0.083709,0.002441,0.5435,2262.38
scan48_subset_middle,scan48,subset_middle,4,3,12,0.00655,9.2331,4.3307,0.999331,0.0315,0.4173,662.1348,0.08538,0.002142,0.5435,2262.38
scan48_subset_middle,scan48,subset_middle,5,4,12,0.006451,9.2704,4.1337,0.999192,0.0453,0.3472,653.8663,0.085199,0.004147,0.5435,2262.38
scan48_subset_middle,scan48,subset_middle,0,24,14,0.004817,5.0738,3.223,0.999931,0.0,0.0,679.8249,0.072132,0.010408,0.53,2296.09
scan48_subset_middle,scan48,subset_middle,1,0,14,0.004968,6.8767,3.2641,0.999977,0.0228,0.5385,647.9507,0.074656,0.005635,0.53,2296.09
scan48_subset_middle,scan48,subset_middle,2,1,14,0.005277,5.6786,3.5314,1.0,0.0238,0.8504,657.3626,0.074144,0.004252,0.53,2296.09
scan48_subset_middle,scan48,subset_middle,3,2,14,0.004999,4.4444,3.303,1.0,0.0262,1.2743,665.6589,0.074314,0.004929,0.53,2296.09
scan48_subset_middle,scan48,subset_middle,4,3,14,0.006182,9.324,4.0961,0.999177,0.0276,0.3821,662.129,0.075033,0.004876,0.53,2296.09
scan48_subset_middle,scan48,subset_middle,5,4,14,0.006017,9.2313,3.8602,0.998915,0.0391,0.2487,653.8604,0.075112,0.00589,0.53,2296.09
scan48_subset_middle,scan48,subset_middle,0,24,16,0.004983,5.1864,3.3375,0.999931,0.0,0.0,679.8217,0.067705,0.005863,0.6095,2330.47
scan48_subset_middle,scan48,subset_middle,1,0,16,0.005054,6.8127,3.3199,0.999977,0.0243,0.6813,647.947,0.069337,0.001715,0.6095,2330.47
scan48_subset_middle,scan48,subset_middle,2,1,16,0.005413,5.7576,3.6217,1.0,0.0238,0.9016,657.3596,0.069325,0.001334,0.6095,2330.47
scan48_subset_middle,scan48,subset_middle,3,2,16,0.004947,4.4125,3.2706,1.0,0.0262,1.2169,665.6555,0.069097,0.001744,0.6095,2330.47
scan48_subset_middle,scan48,subset_middle,4,3,16,0.00616,9.2777,4.0915,0.999199,0.0279,0.4196,662.1262,0.069284,0.001845,0.6095,2330.47
scan48_subset_middle,scan48,subset_middle,5,4,16,0.006053,9.2789,3.8892,0.998928,0.0391,0.3472,653.8574,0.069601,0.002428,0.6095,2330.47
scan48_subset_uniform,scan48,subset_uniform,0,0,8,0.006271,10.4941,4.1222,0.999556,0.0,0.0,648.0127,0.106378,0.0,0.4318,2188.23
scan48_subset_uniform,scan48,subset_uniform,1,8,8,0.005155,5.3224,3.4894,0.999827,0.0064,1.347,673.5907,0.111461,0.0,0.4318,2188.23
scan48_subset_uniform,scan48,subset_uniform,2,16,8,0.004457,5.9168,3.033,0.999723,0.0137,1.491,679.1174,0.116783,0.0,0.4318,2188.23
scan48_subset_uniform,scan48,subset_uniform,3,24,8,0.00436,4.9308,2.9283,0.999931,0.0046,0.3426,679.817,0.115059,0.0,0.4318,2188.23
scan48_subset_uniform,scan48,subset_uniform,4,32,8,0.005046,4.4531,3.3333,1.0,0.016,0.2374,679.9896,0.115306,0.0,0.4318,2188.23
scan48_subset_uniform,scan48,subset_uniform,5,40,8,0.007016,22.1676,4.741,0.995523,0.0203,1.4639,682.9828,0.122393,0.0,0.4318,2188.23
scan48_subset_uniform,scan48,subset_uniform,0,0,10,0.004988,9.2132,3.2692,0.99945,0.0,0.0,648.003,0.087057,0.006139,0.4812,2224.01
scan48_subset_uniform,scan48,subset_uniform,1,8,10,0.00449,5.0466,3.0218,0.999817,0.0116,0.7955,673.5826,0.091069,0.004506,0.4812,2224.01
scan48_subset_uniform,scan48,subset_uniform,2,16,10,0.004052,5.6742,2.7333,0.999723,0.0162,1.0037,679.1099,0.093922,0.00982,0.4812,2224.01
scan48_subset_uniform,scan48,subset_uniform,3,24,10,0.0043,4.82,2.8963,0.999931,0.0131,0.251,679.8065,0.094066,0.013283,0.4812,2224.01
scan48_subset_uniform,scan48,subset_uniform,4,32,10,0.005264,4.5338,3.5011,1.0,0.0145,0.3733,679.9775,0.094296,0.015138,0.4812,2224.01
scan48_subset_uniform,scan48,subset_uniform,5,40,10,0.005933,21.9177,4.1434,0.995523,0.0193,0.958,682.974,0.097734,0.016845,0.4812,2224.01
scan48_subset_uniform,scan48,subset_uniform,0,0,12,0.004694,7.7498,3.0878,0.999848,0.0,0.0,648.0015,0.076557,0.002489,0.4825,2260.51
scan48_subset_uniform,scan48,subset_uniform,1,8,12,0.00406,4.7853,2.7347,0.999857,0.0128,0.6249,673.5805,0.079818,0.002112,0.4825,2260.51
scan48_subset_uniform,scan48,subset_uniform,2,16,12,0.003658,5.4675,2.4678,0.999723,0.0157,1.1163,679.1075,0.081325,0.0046,0.4825,2260.51
scan48_subset_uniform,scan48,subset_uniform,3,24,12,0.003814,4.5972,2.5685,0.999931,0.0177,0.4793,679.8034,0.082059,0.00969,0.4825,2260.51
scan48_subset_uniform,scan48,subset_uniform,4,32,12,0.004461,4.1192,2.9682,1.0,0.0161,0.1968,679.9741,0.082867,0.009677,0.4825,2260.51
scan48_subset_uniform,scan48,subset_uniform,5,40,12,0.006164,21.9269,4.2774,0.995523,0.022,0.7861,682.9706,0.084065,0.006988,0.4825,2260.51
scan48_subset_uniform,scan48,subset_uniform,0,0,14,0.004651,7.6843,3.0609,0.999871,0.0,0.0,647.9956,0.070266,0.004516,0.5401,2295.06
scan48_subset_uniform,scan48,subset_uniform,1,8,14,0.00385,4.9142,2.5993,0.999796,0.0099,0.8353,673.5754,0.072507,0.00389,0.5401,2295.06
scan48_subset_uniform,scan48,subset_uniform,2,16,14,0.003481,5.4174,2.3581,0.999723,0.013,1.2172,679.102,0.073217,0.006005,0.5401,2295.06
scan48_subset_uniform,scan48,subset_uniform,3,24,14,0.003573,4.5054,2.4092,0.999931,0.0164,0.5074,679.798,0.073864,0.008287,0.5401,2295.06
scan48_subset_uniform,scan48,subset_uniform,4,32,14,0.004226,4.0401,2.812,1.0,0.0145,0.0928,679.9694,0.074272,0.00892,0.5401,2295.06
scan48_subset_uniform,scan48,subset_uniform,5,40,14,0.006747,22.0214,4.6235,0.995523,0.0193,0.7155,682.9634,0.074395,0.011894,0.5401,2295.06
scan48_subset_uniform,scan48,subset_uniform,0,0,16,0.004692,8.1957,3.0886,0.999825,0.0,0.0,647.9914,0.066731,0.002707,0.573,2330.5
scan48_subset_uniform,scan48,subset_uniform,1,8,16,0.00391,5.2126,2.6469,0.999715,0.0087,0.9321,673.5717,0.068455,0.003814,0.573,2330.5
scan48_subset_uniform,scan48,subset_uniform,2,16,16,0.003499,5.444,2.3736,0.999723,0.0124,1.2059,679.0982,0.068818,0.004763,0.573,2330.5
scan48_subset_uniform,scan48,subset_uniform,3,24,16,0.003605,4.5528,2.4327,0.999931,0.0146,0.4862,679.7943,0.06947,0.007195,0.573,2330.5
scan48_subset_uniform,scan48,subset_uniform,4,32,16,0.004142,4.0343,2.7582,1.0,0.0124,0.0343,679.9657,0.069473,0.00906,0.573,2330.5
scan48_subset_uniform,scan48,subset_uniform,5,40,16,0.006795,22.0169,4.643,0.995523,0.0205,0.7478,682.96,0.069086,0.011017,0.573,2330.5
scan62_subset_middle,scan62,subset_middle,0,24,8,0.005729,6.9323,3.988,0.99999,0.0,0.0,660.9958,0.103195,0.0,0.4065,2188.05
scan62_subset_middle,scan62,subset_middle,1,0,8,0.005188,5.9503,3.4067,1.0,0.0223,0.5637,638.2302,0.11163,0.0,0.4065,2188.05
scan62_subset_middle,scan62,subset_middle,2,1,8,0.005548,6.8243,3.7279,1.0,0.0237,0.8968,644.2565,0.109106,0.0,0.4065,2188.05
scan62_subset_middle,scan62,subset_middle,3,2,8,0.005641,7.3119,3.7801,1.0,0.0102,1.0197,646.1171,0.112434,0.0,0.4065,2188.05
scan62_subset_middle,scan62,subset_middle,4,3,8,0.006839,10.249,4.4807,0.998325,0.0143,1.1547,643.3713,0.116769,0.0,0.4065,2188.05
scan62_subset_middle,scan62,subset_middle,5,4,8,0.010007,16.5177,6.3476,0.994207,0.0127,0.7325,641.9036,0.120066,0.0,0.4065,2188.05
scan62_subset_middle,scan62,subset_middle,0,24,10,0.00462,6.3379,3.2263,1.0,0.0,0.0,660.9882,0.084637,0.005599,0.4567,2227.01
scan62_subset_middle,scan62,subset_middle,1,0,10,0.004447,5.8465,2.9474,1.0,0.0253,1.1455,638.2207,0.09152,0.008492,0.4567,2227.01
