sequence_id,scene,subset,seq_view_idx,dtu_frame_id,K,depth_abs_rel,depth_rmse_mm,depth_mae_mm,depth_delta1,pose_rot_error_deg,pose_trans_error_deg,geom_l2_error_mm,hidden_state_delta,depth_map_delta,runtime_sec,peak_vram_mb
scan10_subset_uniform,scan10,subset_uniform,2,16,8,0.008487,7.8226,5.8577,1.0,0.0341,1.3296,655.1971,0.15814,0.0,0.4236,2189.24
scan10_subset_uniform,scan10,subset_uniform,3,24,8,0.005988,5.7274,4.1979,1.0,0.04,1.9819,655.6378,0.139202,0.0,0.4236,2189.24
scan10_subset_uniform,scan10,subset_uniform,4,32,8,0.006187,5.7016,4.2838,1.0,0.0472,2.2439,659.7372,0.144871,0.0,0.4236,2189.24
scan10_subset_uniform,scan10,subset_uniform,5,40,8,0.009757,9.0057,6.2423,1.0,0.055,1.5927,681.3187,0.172053,0.0,0.4236,2189.24
scan10_subset_uniform,scan10,subset_uniform,0,0,10,0.003472,3.6152,2.2269,1.0,0.0,0.0,627.2907,0.104675,0.040889,0.4611,2222.27
scan10_subset_uniform,scan10,subset_uniform,1,8,10,0.003253,2.9225,2.2045,1.0,0.0086,2.1492,642.1234,0.111211,0.032428,0.4611,2222.27
scan10_subset_uniform,scan10,subset_uniform,2,16,10,0.003794,3.6715,2.6342,1.0,0.0064,1.391,655.1375,0.121282,0.02974,0.4611,2222.27
scan10_subset_uniform,scan10,subset_uniform,3,24,10,0.003426,3.5079,2.4433,1.0,0.0046,1.5902,655.5765,0.115345,0.025156,0.4611,2222.27
scan10_subset_uniform,scan10,subset_uniform,4,32,10,0.003605,3.6081,2.5198,1.0,0.0196,0.7078,659.6769,0.118271,0.027188,0.4611,2222.27
scan10_subset_uniform,scan10,subset_uniform,5,40,10,0.006961,9.1981,4.6814,1.0,0.0147,0.6567,681.2587,0.129814,0.023247,0.4611,2222.27
scan10_subset_uniform,scan10,subset_uniform,0,0,12,0.003586,3.4138,2.3039,1.0,0.0,0.0,627.2746,0.084106,0.009027,0.5104,2259.1
scan10_subset_uniform,scan10,subset_uniform,1,8,12,0.003294,2.9004,2.2236,1.0,0.0049,1.8883,642.1073,0.089092,0.012396,0.5104,2259.1
scan10_subset_uniform,scan10,subset_uniform,2,16,12,0.003561,3.4503,2.468,1.0,0.0046,0.9704,655.1232,0.093348,0.015649,0.5104,2259.1
scan10_subset_uniform,scan10,subset_uniform,3,24,12,0.00336,3.3925,2.3891,1.0,0.0073,1.7652,655.5618,0.09065,0.010756,0.5104,2259.1
scan10_subset_uniform,scan10,subset_uniform,4,32,12,0.003592,3.6652,2.5206,1.0,0.015,0.9147,659.6631,0.092066,0.010627,0.5104,2259.1
scan10_subset_uniform,scan10,subset_uniform,5,40,12,0.006375,8.9191,4.2894,1.0,0.0092,0.6749,681.2402,0.096732,0.027482,0.5104,2259.1
scan10_subset_uniform,scan10,subset_uniform,0,0,14,0.003393,3.4744,2.1848,1.0,0.0,0.0,627.2616,0.073841,0.011034,0.5269,2297.17
scan10_subset_uniform,scan10,subset_uniform,1,8,14,0.003286,2.8735,2.2135,1.0,0.0053,1.6994,642.0939,0.076998,0.011872,0.5269,2297.17
scan10_subset_uniform,scan10,subset_uniform,2,16,14,0.003435,3.2989,2.3735,1.0,0.0051,0.8931,655.1096,0.079157,0.013429,0.5269,2297.17
scan10_subset_uniform,scan10,subset_uniform,3,24,14,0.003257,3.2379,2.3107,1.0,0.0057,1.586,655.5488,0.078603,0.012646,0.5269,2297.17
scan10_subset_uniform,scan10,subset_uniform,4,32,14,0.003573,3.694,2.5098,1.0,0.0104,0.6824,659.6497,0.079322,0.011891,0.5269,2297.17
scan10_subset_uniform,scan10,subset_uniform,5,40,14,0.005996,8.3814,3.9926,1.0,0.0081,0.4247,681.2276,0.079953,0.015173,0.5269,2297.17
scan10_subset_uniform,scan10,subset_uniform,0,0,16,0.003096,3.2247,1.9931,1.0,0.0,0.0,627.2552,0.066223,0.005226,0.5721,2331.44
scan10_subset_uniform,scan10,subset_uniform,1,8,16,0.00318,2.8066,2.1496,1.0,0.0055,1.4958,642.0869,0.069833,0.007686,0.5721,2331.44
scan10_subset_uniform,scan10,subset_uniform,2,16,16,0.003265,3.1438,2.2567,1.0,0.0053,0.8242,655.1019,0.071087,0.007771,0.5721,2331.44
scan10_subset_uniform,scan10,subset_uniform,3,24,16,0.003221,3.1541,2.2805,1.0,0.0054,1.4622,655.5411,0.071153,0.007652,0.5721,2331.44
scan10_subset_uniform,scan10,subset_uniform,4,32,16,0.003641,3.7111,2.5595,1.0,0.0097,0.6343,659.642,0.071522,0.00657,0.5721,2331.44
scan10_subset_uniform,scan10,subset_uniform,5,40,16,0.005856,8.3899,3.9031,1.0,0.006,0.4011,681.2198,0.071937,0.012453,0.5721,2331.44
scan11_subset_middle,scan11,subset_middle,0,24,8,0.008832,12.4759,5.7812,1.0,0.0,0.0,649.9988,0.113079,0.0,0.399,2187.01
scan11_subset_middle,scan11,subset_middle,1,0,8,0.010752,12.5428,6.8061,1.0,0.0312,0.3836,624.3203,0.124987,0.0,0.399,2187.01
scan11_subset_middle,scan11,subset_middle,2,1,8,0.00909,11.133,5.8264,0.999992,0.0322,1.203,630.01,0.121257,0.0,0.399,2187.01
scan11_subset_middle,scan11,subset_middle,3,2,8,0.008605,11.1322,5.4454,1.0,0.023,1.0803,633.123,0.121772,0.0,0.399,2187.01
scan11_subset_middle,scan11,subset_middle,4,3,8,0.00883,11.5464,5.459,1.0,0.0204,0.7883,631.5806,0.12768,0.0,0.399,2187.01
scan11_subset_middle,scan11,subset_middle,5,4,8,0.008716,13.4813,5.283,0.998825,0.023,1.2061,620.788,0.139701,0.0,0.399,2187.01
scan11_subset_middle,scan11,subset_middle,0,24,10,0.006556,11.8488,4.338,0.999992,0.0005,0.0,649.9899,0.086579,0.007032,0.4674,2224.17
scan11_subset_middle,scan11,subset_middle,1,0,10,0.008422,11.3178,5.3401,1.0,0.0185,0.1887,624.3098,0.094684,0.007822,0.4674,2224.17
scan11_subset_middle,scan11,subset_middle,2,1,10,0.007353,10.4538,4.7101,0.999992,0.0202,0.8763,630.0005,0.093102,0.008788,0.4674,2224.17
scan11_subset_middle,scan11,subset_middle,3,2,10,0.007608,10.6629,4.8059,1.0,0.0116,0.9132,633.1128,0.094066,0.007923,0.4674,2224.17
scan11_subset_middle,scan11,subset_middle,4,3,10,0.007595,11.0537,4.6945,1.0,0.0073,0.6775,631.5715,0.097352,0.006002,0.4674,2224.17
scan11_subset_middle,scan11,subset_middle,5,4,10,0.007558,13.5502,4.5934,0.998588,0.0012,0.1153,620.7781,0.107771,0.004039,0.4674,2224.17
scan11_subset_middle,scan11,subset_middle,0,24,12,0.006047,11.6525,3.9984,0.999992,0.0,0.0,649.9857,0.075446,0.003906,0.5178,2264.07
scan11_subset_middle,scan11,subset_middle,1,0,12,0.007769,10.9951,4.9364,1.0,0.015,0.3517,624.3063,0.081021,0.002673,0.5178,2264.07
scan11_subset_middle,scan11,subset_middle,2,1,12,0.006776,10.2073,4.3464,1.0,0.0171,0.8212,629.9969,0.080376,0.002774,0.5178,2264.07
scan11_subset_middle,scan11,subset_middle,3,2,12,0.007218,10.4891,4.5668,1.0,0.0094,0.8442,633.1087,0.0807,0.00222,0.5178,2264.07
scan11_subset_middle,scan11,subset_middle,4,3,12,0.007365,10.9124,4.552,1.0,0.0055,0.629,631.5683,0.082435,0.003074,0.5178,2264.07
scan11_subset_middle,scan11,subset_middle,5,4,12,0.007276,13.4039,4.4218,0.998655,0.0047,0.0791,620.7744,0.085772,0.002886,0.5178,2264.07
scan11_subset_middle,scan11,subset_middle,0,24,14,0.005804,11.5302,3.8323,0.999992,0.0,0.0,649.9819,0.069659,0.003661,0.5515,2297.48
scan11_subset_middle,scan11,subset_middle,1,0,14,0.007471,10.8683,4.7461,1.0,0.012,0.5143,624.3021,0.073932,0.002013,0.5515,2297.48
scan11_subset_middle,scan11,subset_middle,2,1,14,0.006654,10.2071,4.2695,1.0,0.0146,0.6268,629.9932,0.073852,0.004742,0.5515,2297.48
scan11_subset_middle,scan11,subset_middle,3,2,14,0.007191,10.4585,4.5521,1.0,0.0085,0.7515,633.1052,0.073638,0.004062,0.5515,2297.48
scan11_subset_middle,scan11,subset_middle,4,3,14,0.007358,10.8185,4.549,1.0,0.0058,0.6673,631.5645,0.075027,0.002553,0.5515,2297.48
scan11_subset_middle,scan11,subset_middle,5,4,14,0.00732,13.3269,4.4539,0.998749,0.0075,0.0626,620.7709,0.076746,0.003838,0.5515,2297.48
scan11_subset_middle,scan11,subset_middle,0,24,16,0.005808,11.4827,3.8321,0.999992,0.0,0.0,649.9813,0.065372,0.002235,0.5783,2331.25
scan11_subset_middle,scan11,subset_middle,1,0,16,0.007516,10.8888,4.7771,1.0,0.0114,0.5082,624.3011,0.068535,0.001513,0.5783,2331.25
scan11_subset_middle,scan11,subset_middle,2,1,16,0.00677,10.2868,4.345,1.0,0.0139,0.4528,629.9922,0.068611,0.002978,0.5783,2331.25
scan11_subset_middle,scan11,subset_middle,3,2,16,0.007201,10.4748,4.5623,1.0,0.0083,0.6221,633.1042,0.068386,0.002002,0.5783,2331.25
scan11_subset_middle,scan11,subset_middle,4,3,16,0.007467,10.8092,4.6166,1.0,0.0054,0.5948,631.564,0.069382,0.001748,0.5783,2331.25
scan11_subset_middle,scan11,subset_middle,5,4,16,0.007516,13.3377,4.5761,0.998806,0.0069,0.0816,620.7703,0.070235,0.002152,0.5783,2331.25
scan11_subset_uniform,scan11,subset_uniform,0,0,8,0.006934,11.4202,4.402,1.0,0.0,0.0,624.3672,0.102832,0.0,0.4086,2188.67
scan11_subset_uniform,scan11,subset_uniform,1,8,8,0.006387,10.2299,4.0925,1.0,0.0105,1.1901,639.9656,0.109547,0.0,0.4086,2188.67
scan11_subset_uniform,scan11,subset_uniform,2,16,8,0.005995,10.8113,3.8721,1.0,0.0091,1.0462,643.0712,0.112815,0.0,0.4086,2188.67
scan11_subset_uniform,scan11,subset_uniform,3,24,8,0.005592,11.8151,3.7242,0.999975,0.0158,0.8992,649.9671,0.112409,0.0,0.4086,2188.67
scan11_subset_uniform,scan11,subset_uniform,4,32,8,0.004997,6.7614,3.1637,1.0,0.0173,0.984,654.1191,0.114548,0.0,0.4086,2188.67
scan11_subset_uniform,scan11,subset_uniform,5,40,8,0.007052,11.9947,4.3062,0.999457,0.0104,0.6052,661.8424,0.11986,0.0,0.4086,2188.67
scan11_subset_uniform,scan11,subset_uniform,0,0,10,0.006817,11.1076,4.3291,1.0,0.0,0.0,624.3569,0.084041,0.006468,0.4878,2223.77
scan11_subset_uniform,scan11,subset_uniform,1,8,10,0.00605,10.0137,3.8873,1.0,0.0047,0.9776,639.9568,0.089161,0.006178,0.4878,2223.77
scan11_subset_uniform,scan11,subset_uniform,2,16,10,0.006056,10.6801,3.899,1.0,0.0046,1.0684,643.0627,0.090264,0.004924,0.4878,2223.77
scan11_subset_uniform,scan11,subset_uniform,3,24,10,0.005195,11.639,3.4735,0.999992,0.009,0.5539,649.9587,0.091499,0.008099,0.4878,2223.77
scan11_subset_uniform,scan11,subset_uniform,4,32,10,0.004887,6.6204,3.0904,1.0,0.0172,0.7187,654.11,0.092394,0.009076,0.4878,2223.77
scan11_subset_uniform,scan11,subset_uniform,5,40,10,0.006815,12.0509,4.1756,0.999082,0.0124,0.5162,661.8335,0.093735,0.014952,0.4878,2223.77
scan11_subset_uniform,scan11,subset_uniform,0,0,12,0.006626,11.0329,4.2072,1.0,0.0,0.0,624.3547,0.07397,0.002436,0.5087,2258.54
scan11_subset_uniform,scan11,subset_uniform,1,8,12,0.005839,9.9669,3.7561,1.0,0.0044,0.9485,639.9551,0.07691,0.001988,0.5087,2258.54
scan11_subset_uniform,scan11,subset_uniform,2,16,12,0.00588,10.6963,3.7922,1.0,0.0045,1.0296,643.0607,0.077611,0.004124,0.5087,2258.54
scan11_subset_uniform,scan11,subset_uniform,3,24,12,0.005056,11.6177,3.3873,0.999992,0.0061,0.5981,649.9565,0.078241,0.005896,0.5087,2258.54
scan11_subset_uniform,scan11,subset_uniform,4,32,12,0.004619,6.4918,2.9255,1.0,0.0138,0.7735,654.1066,0.079771,0.008428,0.5087,2258.54
scan11_subset_uniform,scan11,subset_uniform,5,40,12,0.006234,11.9089,3.8327,0.999057,0.0074,0.6367,661.8308,0.079743,0.015116,0.5087,2258.54
scan11_subset_uniform,scan11,subset_uniform,0,0,14,0.006548,10.9581,4.1573,1.0,0.0,0.0,624.3503,0.068482,0.003123,0.5436,2295.67
scan11_subset_uniform,scan11,subset_uniform,1,8,14,0.005813,9.9685,3.7412,1.0,0.0047,0.9952,639.9516,0.070598,0.002707,0.5436,2295.67
scan11_subset_uniform,scan11,subset_uniform,2,16,14,0.005837,10.7014,3.7654,1.0,0.0033,1.0387,643.0565,0.07134,0.002959,0.5436,2295.67
scan11_subset_uniform,scan11,subset_uniform,3,24,14,0.00499,11.5498,3.3439,1.0,0.0035,0.6234,649.9525,0.071273,0.00428,0.5436,2295.67
scan11_subset_uniform,scan11,subset_uniform,4,32,14,0.004384,6.4176,2.7765,1.0,0.012,0.7723,654.1023,0.07285,0.005838,0.5436,2295.67
scan11_subset_uniform,scan11,subset_uniform,5,40,14,0.005927,11.8252,3.6586,0.99916,0.0084,0.7141,661.8248,0.072516,0.012467,0.5436,2295.67
scan11_subset_uniform,scan11,subset_uniform,0,0,16,0.006597,10.9378,4.189,1.0,0.0,0.0,624.3466,0.064643,0.002345,0.5888,2335.17
scan11_subset_uniform,scan11,subset_uniform,1,8,16,0.005872,9.9574,3.7812,1.0,0.0046,1.0251,639.9483,0.066232,0.001466,0.5888,2335.17
scan11_subset_uniform,scan11,subset_uniform,2,16,16,0.005879,10.6925,3.7931,1.0,0.0029,1.0918,643.0536,0.066809,0.002726,0.5888,2335.17
scan11_subset_uniform,scan11,subset_uniform,3,24,16,0.004999,11.4952,3.3449,1.0,0.0025,0.574,649.9496,0.066838,0.00348,0.5888,2335.17
scan11_subset_uniform,scan11,subset_uniform,4,32,16,0.004356,6.4629,2.7603,1.0,0.0116,0.6413,654.0992,0.068152,0.004921,0.5888,2335.17
scan11_subset_uniform,scan11,subset_uniform,5,40,16,0.005797,11.8208,3.5866,0.999147,0.008,0.7311,661.8217,0.067722,0.008699,0.5888,2335.17
scan12_subset_middle,scan12,subset_middle,0,24,8,0.01468,48.1639,12.0852,0.970997,0.0,0.0,664.8274,0.154979,0.0,0.4195,2187.26
scan12_subset_middle,scan12,subset_middle,1,0,8,0.006709,8.4297,4.3887,1.0,0.0349,3.0288,645.2142,0.163853,0.0,0.4195,2187.26
scan12_subset_middle,scan12,subset_middle,2,1,8,0.00644,6.9655,4.2158,1.0,0.0369,4.455,645.6593,0.162691,0.0,0.4195,2187.26
scan12_subset_middle,scan12,subset_middle,3,2,8,0.007676,7.6704,5.0288,1.0,0.0202,3.8997,648.2664,0.160361,0.0,0.4195,2187.26
scan12_subset_middle,scan12,subset_middle,4,3,8,0.006355,6.6817,4.1162,1.0,0.0224,0.9529,648.027,0.161325,0.0,0.4195,2187.26
scan12_subset_middle,scan12,subset_middle,5,4,8,0.006415,10.0806,4.0723,0.998583,0.0328,0.7094,639.7151,0.167785,0.0,0.4195,2187.26
scan12_subset_middle,scan12,subset_middle,0,24,10,0.013883,48.0927,11.5872,0.970997,0.0,0.0,664.8442,0.109049,0.024803,0.4897,2223.51
scan12_subset_middle,scan12,subset_middle,1,0,10,0.006152,6.6581,3.9914,1.0,0.0272,0.8398,645.2371,0.111797,0.010949,0.4897,2223.51
scan12_subset_middle,scan12,subset_middle,2,1,10,0.006227,5.946,4.0421,1.0,0.0311,2.5181,645.6781,0.110445,0.010625,0.4897,2223.51
scan12_subset_middle,scan12,subset_middle,3,2,10,0.006964,6.5576,4.547,1.0,0.0145,1.5311,648.2867,0.109458,0.011061,0.4897,2223.51
scan12_subset_middle,scan12,subset_middle,4,3,10,0.006531,6.1122,4.2095,1.0,0.0086,0.3065,648.0475,0.110708,0.00841,0.4897,2223.51
scan12_subset_middle,scan12,subset_middle,5,4,10,0.006415,8.4673,4.0684,0.999297,0.0161,0.8278,639.7411,0.114828,0.009403,0.4897,2223.51
scan12_subset_middle,scan12,subset_middle,0,24,12,0.01283,48.3568,10.9242,0.970997,0.0,0.0,664.8558,0.084582,0.013031,0.4907,2259.76
scan12_subset_middle,scan12,subset_middle,1,0,12,0.00526,5.9218,3.4173,1.0,0.0267,0.6564,645.2527,0.089354,0.007114,0.4907,2259.76
scan12_subset_middle,scan12,subset_middle,2,1,12,0.005631,5.4026,3.6529,1.0,0.0296,1.9951,645.6943,0.088321,0.007877,0.4907,2259.76
scan12_subset_middle,scan12,subset_middle,3,2,12,0.005992,5.9515,3.925,1.0,0.0163,1.0924,648.302,0.087833,0.007044,0.4907,2259.76
scan12_subset_middle,scan12,subset_middle,4,3,12,0.00565,5.4852,3.6539,1.0,0.0103,0.3472,648.0627,0.089166,0.011561,0.4907,2259.76
scan12_subset_middle,scan12,subset_middle,5,4,12,0.005616,7.9139,3.5825,0.999485,0.0099,0.5737,639.7581,0.09105,0.007457,0.4907,2259.76
scan12_subset_middle,scan12,subset_middle,0,24,14,0.012511,48.5452,10.7361,0.970997,0.0,0.0,664.8704,0.07316,0.01197,0.5536,2296.13
scan12_subset_middle,scan12,subset_middle,1,0,14,0.004937,5.5029,3.2056,1.0,0.0208,1.1122,645.2657,0.077076,0.002985,0.5536,2296.13
scan12_subset_middle,scan12,subset_middle,2,1,14,0.005243,5.0316,3.4002,1.0,0.0262,1.94,645.7083,0.076324,0.004334,0.5536,2296.13
scan12_subset_middle,scan12,subset_middle,3,2,14,0.005952,5.8821,3.8969,1.0,0.0144,1.1002,648.316,0.076491,0.005079,0.5536,2296.13
scan12_subset_middle,scan12,subset_middle,4,3,14,0.005706,5.4901,3.6855,1.0,0.0039,0.3494,648.0767,0.077307,0.00663,0.5536,2296.13
scan12_subset_middle,scan12,subset_middle,5,4,14,0.005755,7.7245,3.6726,0.999695,0.0074,0.7585,639.7714,0.078245,0.003399,0.5536,2296.13
scan12_subset_middle,scan12,subset_middle,0,24,16,0.012427,48.6202,10.6848,0.970997,0.0,0.0,664.8828,0.067781,0.009231,0.5742,2333.75
scan12_subset_middle,scan12,subset_middle,1,0,16,0.004975,5.5125,3.2282,1.0,0.0163,1.5108,645.2774,0.071191,0.005445,0.5742,2333.75
scan12_subset_middle,scan12,subset_middle,2,1,16,0.005114,4.8969,3.3136,1.0,0.0236,1.9825,645.7211,0.070602,0.006299,0.5742,2333.75
scan12_subset_middle,scan12,subset_middle,3,2,16,0.005982,5.883,3.9134,1.0,0.014,1.2022,648.3294,0.070732,0.006592,0.5742,2333.75
scan12_subset_middle,scan12,subset_middle,4,3,16,0.006031,5.6862,3.8856,1.0,0.0046,0.4088,648.0905,0.071114,0.007181,0.5742,2333.75
scan12_subset_middle,scan12,subset_middle,5,4,16,0.005782,8.653,3.6913,0.999121,0.0068,0.9249,639.7833,0.071322,0.005059,0.5742,2333.75
scan12_subset_uniform,scan12,subset_uniform,0,0,8,0.008112,8.1087,5.2643,1.0,0.0,0.0,645.3302,0.115984,0.0,0.4179,2189.62
scan12_subset_uniform,scan12,subset_uniform,1,8,8,0.007902,15.5301,5.3661,0.994121,0.0469,4.3984,653.0546,0.132317,0.0,0.4179,2189.62
scan12_subset_uniform,scan12,subset_uniform,2,16,8,0.008577,13.2596,5.6245,0.996556,0.0399,1.3151,658.0755,0.134805,0.0,0.4179,2189.62
scan12_subset_uniform,scan12,subset_uniform,3,24,8,0.015773,47.597,12.7541,0.970997,0.0469,2.4719,664.8711,0.136797,0.0,0.4179,2189.62
scan12_subset_uniform,scan12,subset_uniform,4,32,8,0.01692,55.1946,13.9044,0.980744,0.0484,1.6431,666.924,0.155214,0.0,0.4179,2189.62
scan12_subset_uniform,scan12,subset_uniform,5,40,8,0.054151,123.7888,43.6389,0.909095,0.0418,1.8394,686.2909,0.178199,0.0,0.4179,2189.62
scan12_subset_uniform,scan12,subset_uniform,0,0,10,0.005806,6.0886,3.754,1.0,0.0,0.0,645.3199,0.092646,0.009575,0.4638,2223.54
scan12_subset_uniform,scan12,subset_uniform,1,8,10,0.006768,15.1049,4.6442,0.994121,0.0323,1.9297,653.044,0.09696,0.012741,0.4638,2223.54
scan12_subset_uniform,scan12,subset_uniform,2,16,10,0.006485,12.69,4.2736,0.996556,0.0358,0.5078,658.0649,0.102727,0.016411,0.4638,2223.54
scan12_subset_uniform,scan12,subset_uniform,3,24,10,0.013581,47.9042,11.3908,0.970997,0.0335,1.7596,664.8618,0.105753,0.030792,0.4638,2223.54
scan12_subset_uniform,scan12,subset_uniform,4,32,10,0.01368,56.1906,11.8931,0.980765,0.0468,1.4945,666.9149,0.108928,0.038224,0.4638,2223.54
scan12_subset_uniform,scan12,subset_uniform,5,40,10,0.051501,122.2671,41.9975,0.909095,0.0299,0.8577,686.2798,0.118037,0.016114,0.4638,2223.54
scan12_subset_uniform,scan12,subset_uniform,0,0,12,0.005203,5.1117,3.347,1.0,0.0005,0.0,645.3179,0.080196,0.006689,0.4738,2262.01
scan12_subset_uniform,scan12,subset_uniform,1,8,12,0.005936,15.0589,4.1106,0.994121,0.0218,1.0393,653.0449,0.082869,0.008337,0.4738,2262.01
scan12_subset_uniform,scan12,subset_uniform,2,16,12,0.005281,12.3938,3.5042,0.996556,0.0233,0.4463,658.0646,0.086161,0.016661,0.4738,2262.01
scan12_subset_uniform,scan12,subset_uniform,3,24,12,0.012756,48.2835,10.8851,0.970997,0.0221,1.3167,664.8621,0.089593,0.017228,0.4738,2262.01
scan12_subset_uniform,scan12,subset_uniform,4,32,12,0.012057,56.8318,10.8957,0.980765,0.0435,1.0803,666.916,0.089081,0.014136,0.4738,2262.01
scan12_subset_uniform,scan12,subset_uniform,5,40,12,0.048161,120.7251,39.8928,0.909095,0.021,0.4635,686.2778,0.09217,0.010256,0.4738,2262.01
scan12_subset_uniform,scan12,subset_uniform,0,0,14,0.004675,4.7228,3.0111,1.0,0.0,0.0,645.3211,0.073047,0.004072,0.5561,2295.55
scan12_subset_uniform,scan12,subset_uniform,1,8,14,0.005559,15.091,3.8705,0.994121,0.0138,0.8513,653.05,0.074784,0.004021,0.5561,2295.55
scan12_subset_uniform,scan12,subset_uniform,2,16,14,0.00482,12.2611,3.2083,0.996556,0.0141,0.3805,658.0684,0.076911,0.006418,0.5561,2295.55
scan12_subset_uniform,scan12,subset_uniform,3,24,14,0.012379,48.4373,10.6456,0.970997,0.0133,1.0164,664.8657,0.078625,0.019937,0.5561,2295.55
scan12_subset_uniform,scan12,subset_uniform,4,32,14,0.011477,57.143,10.5405,0.980765,0.0325,0.6793,666.9199,0.078325,0.018184,0.5561,2295.55
scan12_subset_uniform,scan12,subset_uniform,5,40,14,0.047017,120.1897,39.158,0.909095,0.0175,0.35,686.2797,0.079088,0.010391,0.5561,2295.55
scan12_subset_uniform,scan12,subset_uniform,0,0,16,0.004606,4.6463,2.9667,1.0,0.0,0.0,645.3258,0.067459,0.004539,0.5814,2333.01
scan12_subset_uniform,scan12,subset_uniform,1,8,16,0.0055,15.1004,3.8323,0.994121,0.0103,0.7943,653.0555,0.068589,0.004311,0.5814,2333.01
scan12_subset_uniform,scan12,subset_uniform,2,16,16,0.004735,12.223,3.1543,0.996556,0.0107,0.502,658.0732,0.070378,0.006383,0.5814,2333.01
scan12_subset_uniform,scan12,subset_uniform,3,24,16,0.012192,48.5725,10.532,0.970997,0.0134,1.0721,664.8711,0.070992,0.011397,0.5814,2333.01
scan12_subset_uniform,scan12,subset_uniform,4,32,16,0.0111,57.3759,10.3155,0.980765,0.0284,0.7061,666.925,0.070639,0.01369,0.5814,2333.01
scan12_subset_uniform,scan12,subset_uniform,5,40,16,0.046668,120.0337,38.94,0.909095,0.0165,0.3961,686.2809,0.071233,0.017023,0.5814,2333.01
scan15_subset_middle,scan15,subset_middle,0,24,8,0.015821,14.8835,10.6517,1.0,0.0,0.0,662.7939,0.110189,0.0,0.4214,2186.51
scan15_subset_middle,scan15,subset_middle,1,0,8,0.012872,13.0974,8.708,0.999972,0.0343,2.5585,644.5193,0.118852,0.0,0.4214,2186.51
scan15_subset_middle,scan15,subset_middle,2,1,8,0.01476,13.5471,9.9752,0.999992,0.0348,1.6028,652.0374,0.119604,0.0,0.4214,2186.51
scan15_subset_middle,scan15,subset_middle,3,2,8,0.015369,14.815,10.3354,1.0,0.0334,1.4223,645.9202,0.116299,0.0,0.4214,2186.51
scan15_subset_middle,scan15,subset_middle,4,3,8,0.018094,18.1039,11.9859,0.99937,0.0263,2.4572,650.0063,0.11681,0.0,0.4214,2186.51
scan15_subset_middle,scan15,subset_middle,5,4,8,0.02202,21.6968,14.3294,1.0,0.0178,2.1912,635.2938,0.124593,0.0,0.4214,2186.51
scan15_subset_middle,scan15,subset_middle,0,24,10,0.012189,12.4334,8.2108,1.0,0.0,0.0,662.7717,0.091334,0.031422,0.4648,2224.68
scan15_subset_middle,scan15,subset_middle,1,0,10,0.008176,8.7551,5.342,0.999963,0.0409,2.9132,644.4984,0.097585,0.0145,0.4648,2224.68
scan15_subset_middle,scan15,subset_middle,2,1,10,0.009445,9.3456,6.2656,0.999968,0.0408,2.1509,652.0176,0.097081,0.01774,0.4648,2224.68
scan15_subset_middle,scan15,subset_middle,3,2,10,0.009749,10.275,6.4672,1.0,0.0382,1.3013,645.8989,0.095437,0.012301,0.4648,2224.68
scan15_subset_middle,scan15,subset_middle,4,3,10,0.012031,13.4076,7.8616,0.999548,0.0362,1.8849,649.9816,0.095849,0.010254,0.4648,2224.68
scan15_subset_middle,scan15,subset_middle,5,4,10,0.014782,15.4186,9.4452,1.0,0.0274,1.7645,635.2666,0.099605,0.013406,0.4648,2224.68
scan15_subset_middle,scan15,subset_middle,0,24,12,0.010668,11.7436,7.1983,1.0,0.0,0.0,662.7791,0.077786,0.016431,0.4955,2259.71
scan15_subset_middle,scan15,subset_middle,1,0,12,0.007367,8.2226,4.7951,0.999926,0.0371,2.6089,644.5032,0.082018,0.007153,0.4955,2259.71
scan15_subset_middle,scan15,subset_middle,2,1,12,0.008609,8.9026,5.7044,0.999951,0.0374,1.6173,652.022,0.081574,0.008442,0.4955,2259.71
scan15_subset_middle,scan15,subset_middle,3,2,12,0.008965,9.7689,5.9488,1.0,0.034,0.8247,645.9049,0.081213,0.009088,0.4955,2259.71
scan15_subset_middle,scan15,subset_middle,4,3,12,0.010771,12.5929,7.0311,0.999559,0.0308,1.5382,649.9869,0.081806,0.008467,0.4955,2259.71
scan15_subset_middle,scan15,subset_middle,5,4,12,0.013076,14.1094,8.3109,1.0,0.0238,1.5636,635.2702,0.08367,0.008185,0.4955,2259.71
scan15_subset_middle,scan15,subset_middle,0,24,14,0.010373,11.7061,6.9976,1.0,0.0,0.0,662.7845,0.069628,0.009451,0.5274,2292.18
scan15_subset_middle,scan15,subset_middle,1,0,14,0.007281,8.3059,4.7456,0.999842,0.033,2.6991,644.5066,0.073283,0.002963,0.5274,2292.18
scan15_subset_middle,scan15,subset_middle,2,1,14,0.008692,9.0261,5.7694,0.999935,0.0336,1.544,652.0265,0.072638,0.004763,0.5274,2292.18
scan15_subset_middle,scan15,subset_middle,3,2,14,0.00908,9.8914,6.0234,1.0,0.0296,0.6221,645.9106,0.072721,0.006248,0.5274,2292.18
scan15_subset_middle,scan15,subset_middle,4,3,14,0.010936,12.8704,7.141,0.999328,0.0269,1.4543,649.9918,0.073004,0.004852,0.5274,2292.18
scan15_subset_middle,scan15,subset_middle,5,4,14,0.012832,13.8369,8.1448,0.999955,0.021,1.7041,635.2743,0.074371,0.002369,0.5274,2292.18
