scene,subset,tolerance,view_idx,frame_id,oracle_k_star,was_early_frozen,is_active_later,freeze_abs_rel,decode_oracle_abs_rel,fixed16_abs_rel,delta_freeze_vs_decode,delta_freeze_vs_k16,freeze_rmse,freeze_mae,freeze_delta1,freeze_geom_l2,freeze_rot_err_deg
scan12,subset_middle,2pct,3,2,15,True,False,0.006071047857403755,0.006071047857403755,0.005981894209980965,0.0,8.915364742279053e-05,6.078349590301514,3.9766509532928467,0.9999999403953552,648.33056640625,0.0
scan12,subset_middle,2pct,4,3,15,True,False,0.005984263028949499,0.005984263028949499,0.006030912045389414,0.0,-4.66490164399147e-05,5.755941390991211,3.857464075088501,1.0,648.09130859375,0.0
scan12,subset_middle,2pct,5,4,15,True,False,0.005896877031773329,0.005896877031773329,0.005781597923487425,0.0,0.00011527910828590393,8.945051193237305,3.7620134353637695,0.9990159869194031,639.7843017578125,0.0
scan12,subset_uniform,5pct,0,0,15,True,True,0.004683671053498983,0.004668722860515118,0.004606348928064108,1.4948192983865738e-05,7.732212543487549e-05,4.67542028427124,3.013261556625366,1.0,645.3290405273438,0.0
scan12,subset_uniform,5pct,1,8,14,True,True,0.0056954422034323215,0.0056954422034323215,0.0054995291866362095,0.0,0.00019591301679611206,15.017168045043945,3.9538421630859375,0.9941207766532898,653.062255859375,0.0
scan12,subset_uniform,5pct,2,16,15,True,True,0.004702030681073666,0.0047134580090641975,0.004734836984425783,-1.1427327990531921e-05,-3.280630335211754e-05,12.236085891723633,3.132181406021118,0.996555745601654,658.0759887695312,0.0
scan12,subset_uniform,5pct,3,24,13,True,False,0.012801292352378368,0.012801292352378368,0.012192447669804096,0.0,0.0006088446825742722,48.336326599121094,10.90854549407959,0.9709965586662292,664.8807373046875,0.0
scan12,subset_uniform,5pct,4,32,14,True,True,0.011468532495200634,0.011468532495200634,0.011099510826170444,0.0,0.0003690216690301895,57.249061584472656,10.539134979248047,0.9807651042938232,666.9302368164062,0.0
scan12,subset_uniform,5pct,5,40,13,True,False,0.04886123165488243,0.04886123165488243,0.046667613089084625,0.0,0.002193618565797806,121.13909149169922,40.372196197509766,0.9090945720672607,686.2952270507812,0.0
scan12,subset_uniform,2pct,0,0,15,True,False,0.004668722860515118,0.004668722860515118,0.004606348928064108,0.0,6.237393245100975e-05,4.68847131729126,3.004932403564453,1.0,645.3299560546875,0.0
scan12,subset_uniform,2pct,1,8,15,True,False,0.005526926834136248,0.005526926834136248,0.0054995291866362095,0.0,2.7397647500038147e-05,15.080940246582031,3.847994804382324,0.9941207766532898,653.0591430664062,0.0
scan12,subset_uniform,2pct,2,16,15,True,False,0.0047134580090641975,0.0047134580090641975,0.004734836984425783,0.0,-2.1378975361585617e-05,12.243755340576172,3.139890193939209,0.996555745601654,658.076904296875,0.0
scan12,subset_uniform,2pct,3,24,15,True,False,0.012241272255778313,0.012241272255778313,0.012192447669804096,0.0,4.882458597421646e-05,48.57533645629883,10.561446189880371,0.9709965586662292,664.8743286132812,0.0
scan12,subset_uniform,2pct,4,32,15,True,False,0.011191071942448616,0.011191071942448616,0.011099510826170444,0.0,9.156111627817154e-05,57.34326934814453,10.36940860748291,0.9807651042938232,666.9281005859375,0.0
scan12,subset_uniform,2pct,5,40,15,True,False,0.04689663276076317,0.04689663276076317,0.046667613089084625,0.0,0.0002290196716785431,120.2135238647461,39.09530258178711,0.9090945720672607,686.2861938476562,0.0
scan15,subset_middle,5pct,0,24,15,True,False,0.010944186709821224,0.010944186709821224,0.010590092279016972,0.0,0.0003540944308042526,12.135387420654297,7.389460563659668,0.9999999403953552,662.795654296875,0.0
scan15,subset_middle,5pct,1,0,15,True,False,0.00795404426753521,0.00795404426753521,0.007616203743964434,0.0,0.000337840523570776,8.924882888793945,5.237332344055176,0.9998418688774109,644.5158081054688,0.0
scan15,subset_middle,5pct,2,1,15,True,False,0.009421959519386292,0.009421959519386292,0.008999649435281754,0.0,0.00042231008410453796,9.59060287475586,6.292944431304932,0.9999353289604187,652.03662109375,0.0
scan15,subset_middle,5pct,3,2,15,True,False,0.009873319417238235,0.009873319417238235,0.009506492875516415,0.0,0.00036682654172182083,10.549171447753906,6.590404510498047,0.9999999403953552,645.9215087890625,0.0
scan15,subset_middle,5pct,4,3,15,True,False,0.011659650132060051,0.011659650132060051,0.011225986294448376,0.0,0.00043366383761167526,13.470873832702637,7.645001411437988,0.9992437958717346,650.0023803710938,0.0
scan15,subset_middle,5pct,5,4,15,True,False,0.013311433605849743,0.013311433605849743,0.01268815528601408,0.0,0.0006232783198356628,14.040169715881348,8.519562721252441,0.9998944401741028,635.2838745117188,0.0
scan15,subset_middle,2pct,0,24,16,False,False,0.010590092279016972,0.010590092279016972,0.010590092279016972,0.0,0.0,11.963955879211426,7.149331092834473,0.9999999403953552,662.7894287109375,0.0
scan15,subset_middle,2pct,1,0,16,False,False,0.007616203743964434,0.007616203743964434,0.007616203743964434,0.0,0.0,8.649591445922852,4.982945919036865,0.9998418688774109,644.5103149414062,0.0
scan15,subset_middle,2pct,2,1,16,False,False,0.008999649435281754,0.008999649435281754,0.008999649435281754,0.0,0.0,9.32254409790039,5.995231628417969,0.999927282333374,652.0314331054688,0.0
scan15,subset_middle,2pct,3,2,16,False,False,0.009506492875516415,0.009506492875516415,0.009506492875516415,0.0,0.0,10.254992485046387,6.321958065032959,0.9999999403953552,645.9161376953125,0.0
scan15,subset_middle,2pct,4,3,16,False,False,0.011225986294448376,0.011225986294448376,0.011225986294448376,0.0,0.0,13.187981605529785,7.339008808135986,0.9992542862892151,649.9973754882812,0.0
scan15,subset_middle,2pct,5,4,16,False,False,0.01268815528601408,0.01268815528601408,0.01268815528601408,0.0,0.0,13.466111183166504,8.071154594421387,0.9998643398284912,635.279296875,0.0
scan15,subset_uniform,5pct,0,0,15,True,False,0.007615750655531883,0.007615750655531883,0.00725763151422143,0.0,0.0003581191413104534,8.743087768554688,4.962082862854004,0.9999162554740906,644.5742797851562,0.0
scan15,subset_uniform,5pct,1,8,16,False,True,0.0089966906234622,0.0089966906234622,0.0089966906234622,0.0,0.0,9.995071411132812,5.9609222412109375,1.0,651.4903564453125,0.0
scan15,subset_uniform,5pct,2,16,16,False,True,0.009982212446630001,0.009982212446630001,0.009982212446630001,0.0,0.0,12.293042182922363,6.623233795166016,0.9999287128448486,654.45361328125,0.0
scan15,subset_uniform,5pct,3,24,16,False,True,0.009118740446865559,0.009118740446865559,0.009118740446865559,0.0,0.0,11.478842735290527,6.119638442993164,0.9999999403953552,662.827392578125,0.0
scan15,subset_uniform,5pct,4,32,16,False,True,0.00846855528652668,0.00846855528652668,0.00846855528652668,0.0,0.0,11.868313789367676,5.657534122467041,0.9999790191650391,660.8863525390625,0.0
scan15,subset_uniform,5pct,5,40,16,False,True,0.010578017681837082,0.010578017681837082,0.010578017681837082,0.0,0.0,15.254783630371094,6.843565464019775,0.9979768395423889,664.7022094726562,0.0
scan15,subset_uniform,2pct,0,0,16,False,False,0.00725763151422143,0.00725763151422143,0.00725763151422143,0.0,0.0,8.534934997558594,4.706145763397217,0.9999162554740906,644.5672607421875,0.0
scan15,subset_uniform,2pct,1,8,16,False,False,0.0089966906234622,0.0089966906234622,0.0089966906234622,0.0,0.0,9.995071411132812,5.9609222412109375,1.0,651.4903564453125,0.0
scan15,subset_uniform,2pct,2,16,16,False,False,0.009982212446630001,0.009982212446630001,0.009982212446630001,0.0,0.0,12.293042182922363,6.623233795166016,0.9999287128448486,654.45361328125,0.0
scan15,subset_uniform,2pct,3,24,16,False,False,0.009118740446865559,0.009118740446865559,0.009118740446865559,0.0,0.0,11.478842735290527,6.119638442993164,0.9999999403953552,662.827392578125,0.0
scan15,subset_uniform,2pct,4,32,16,False,False,0.00846855528652668,0.00846855528652668,0.00846855528652668,0.0,0.0,11.868313789367676,5.657534122467041,0.9999790191650391,660.8863525390625,0.0
scan15,subset_uniform,2pct,5,40,16,False,False,0.010578017681837082,0.010578017681837082,0.010578017681837082,0.0,0.0,15.254783630371094,6.843565464019775,0.9979768395423889,664.7022094726562,0.0
scan23,subset_middle,5pct,0,24,15,True,False,0.007193966303020716,0.007193966303020716,0.006856135092675686,0.0,0.00033783121034502983,8.471785545349121,5.118049144744873,1.0,677.701171875,0.0
scan23,subset_middle,5pct,1,0,16,False,True,0.008910669945180416,0.008910669945180416,0.008910669945180416,0.0,0.0,10.509223937988281,5.978943347930908,1.0,689.0574951171875,0.0
scan23,subset_middle,5pct,2,1,16,False,True,0.007579379249364138,0.007579379249364138,0.007579379249364138,0.0,0.0,8.850183486938477,5.256807804107666,1.0,684.5535278320312,0.0
scan23,subset_middle,5pct,3,2,16,False,True,0.007196406368166208,0.007196406368166208,0.007196406368166208,0.0,0.0,8.011093139648438,5.066381454467773,1.0,677.85400390625,0.0
scan23,subset_middle,5pct,4,3,15,True,False,0.007134614046663046,0.007134614046663046,0.006839199457317591,0.0,0.00029541458934545517,7.977427005767822,5.033648490905762,1.0,669.62548828125,0.0
scan23,subset_middle,5pct,5,4,15,True,False,0.007716280873864889,0.007716280873864889,0.007461511995643377,0.0,0.00025476887822151184,9.756468772888184,5.498805522918701,0.9999036192893982,670.6346435546875,0.0
scan23,subset_middle,2pct,0,24,16,False,False,0.006856135092675686,0.006856135092675686,0.006856135092675686,0.0,0.0,8.292993545532227,4.878609657287598,1.0,677.6936645507812,0.0
scan23,subset_middle,2pct,1,0,16,False,False,0.008910669945180416,0.008910669945180416,0.008910669945180416,0.0,0.0,10.509223937988281,5.978943347930908,1.0,689.0574951171875,0.0
scan23,subset_middle,2pct,2,1,16,False,False,0.007579379249364138,0.007579379249364138,0.007579379249364138,0.0,0.0,8.850183486938477,5.256807804107666,1.0,684.5535278320312,0.0
scan23,subset_middle,2pct,3,2,16,False,False,0.007196406368166208,0.007196406368166208,0.007196406368166208,0.0,0.0,8.011093139648438,5.066381454467773,1.0,677.85400390625,0.0
scan23,subset_middle,2pct,4,3,16,False,False,0.006839199457317591,0.006839199457317591,0.006839199457317591,0.0,0.0,7.744962692260742,4.82790994644165,1.0,669.6201171875,0.0
scan23,subset_middle,2pct,5,4,16,False,False,0.007461511995643377,0.007461511995643377,0.007461511995643377,0.0,0.0,9.561625480651855,5.318628311157227,0.9999156594276428,670.6295776367188,0.0
scan23,subset_uniform,5pct,0,0,15,True,True,0.009370697662234306,0.009370697662234306,0.009008300490677357,0.0,0.0003623971715569496,11.495373725891113,6.338850975036621,1.0,689.1619873046875,0.0
scan23,subset_uniform,5pct,1,8,15,True,True,0.005832822062075138,0.005832822062075138,0.005757079925388098,0.0,7.574213668704033e-05,7.830995559692383,4.155150890350342,0.9998668432235718,676.9470825195312,0.0
scan23,subset_uniform,5pct,2,16,14,True,False,0.005964639130979776,0.005964639130979776,0.005787381436675787,0.0,0.0001772576943039894,10.014846801757812,4.281735897064209,0.9993183612823486,664.68505859375,0.0
scan23,subset_uniform,5pct,3,24,14,True,False,0.005537598393857479,0.005537598393857479,0.005543164908885956,0.0,-5.566515028476715e-06,7.543817520141602,3.9720897674560547,0.9998540878295898,677.8182373046875,0.0
scan23,subset_uniform,5pct,4,32,14,True,False,0.005461976397782564,0.005461976397782564,0.005437466315925121,0.0,2.4510081857442856e-05,9.264731407165527,3.902198553085327,0.9996076822280884,679.6357421875,0.0
scan23,subset_uniform,5pct,5,40,15,True,True,0.0059059420600533485,0.0059059420600533485,0.00569620355963707,0.0,0.00020973850041627884,7.963015079498291,4.205920219421387,1.0,647.5781860351562,0.0
scan23,subset_uniform,2pct,0,0,16,False,True,0.008961212821304798,0.009008300490677357,0.009008300490677357,-4.7087669372558594e-05,-4.7087669372558594e-05,11.250393867492676,6.073918342590332,1.0,689.1553955078125,0.0
scan23,subset_uniform,2pct,1,8,15,True,True,0.005832822062075138,0.005832822062075138,0.005757079925388098,0.0,7.574213668704033e-05,7.830995559692383,4.155150890350342,0.9998668432235718,676.9470825195312,0.0
scan23,subset_uniform,2pct,2,16,15,True,True,0.00576989958062768,0.00576989958062768,0.005787381436675787,0.0,-1.7481856048107147e-05,9.875795364379883,4.1430745124816895,0.9993183612823486,664.6798095703125,0.0
scan23,subset_uniform,2pct,3,24,14,True,False,0.005537598393857479,0.005537598393857479,0.005543164908885956,0.0,-5.566515028476715e-06,7.543817520141602,3.9720897674560547,0.9998540878295898,677.8182373046875,0.0
scan23,subset_uniform,2pct,4,32,14,True,False,0.005461976397782564,0.005461976397782564,0.005437466315925121,0.0,2.4510081857442856e-05,9.264731407165527,3.902198553085327,0.9996076822280884,679.6357421875,0.0
scan23,subset_uniform,2pct,5,40,16,False,True,0.0057128299959003925,0.00569620355963707,0.00569620355963707,1.662643626332283e-05,1.662643626332283e-05,7.860289096832275,4.07023286819458,1.0,647.5740356445312,0.0
scan24,subset_middle,5pct,0,24,9,True,False,0.00406059343367815,0.00406059343367815,0.004045342560857534,0.0,1.5250872820615768e-05,4.9735331535339355,2.7580149173736572,0.9999999403953552,649.0916748046875,0.0
scan24,subset_middle,5pct,1,0,9,True,False,0.006278191227465868,0.006278191227465868,0.006050230469554663,0.0,0.0002279607579112053,8.130546569824219,4.011780738830566,0.9994181394577026,631.1290283203125,0.0
scan24,subset_middle,5pct,2,1,10,True,True,0.005317322444170713,0.005317322444170713,0.005256598349660635,0.0,6.072409451007843e-05,7.983623027801514,3.500638723373413,0.9996708631515503,639.6514282226562,0.0
scan24,subset_middle,5pct,3,2,10,True,True,0.005197690334171057,0.005197690334171057,0.005348315928131342,0.0,-0.0001506255939602852,7.0875630378723145,3.3851780891418457,1.0,641.5214233398438,0.0
scan24,subset_middle,5pct,4,3,11,True,True,0.005719875451177359,0.005755787715315819,0.005589742213487625,-3.591226413846016e-05,0.0001301332376897335,7.363718509674072,3.617123603820801,0.9999105930328369,646.3246459960938,0.0
scan24,subset_middle,5pct,5,4,13,True,True,0.006509654689580202,0.006447333376854658,0.00631324015557766,6.232131272554398e-05,0.0001964145340025425,10.738037109375,3.8681132793426514,0.9986727237701416,629.3860473632812,0.0
scan24,subset_middle,2pct,0,24,9,True,False,0.00406059343367815,0.00406059343367815,0.004045342560857534,0.0,1.5250872820615768e-05,4.9735331535339355,2.7580149173736572,0.9999999403953552,649.0916748046875,0.0
scan24,subset_middle,2pct,1,0,10,True,True,0.005512766074389219,0.005512766074389219,0.006050230469554663,0.0,-0.0005374643951654434,7.795232772827148,3.5296614170074463,0.9994372129440308,631.1207885742188,0.0
scan24,subset_middle,2pct,2,1,10,True,True,0.005317322444170713,0.005317322444170713,0.005256598349660635,0.0,6.072409451007843e-05,7.983623027801514,3.500638723373413,0.9996708631515503,639.6514282226562,0.0
scan24,subset_middle,2pct,3,2,10,True,True,0.005197690334171057,0.005197690334171057,0.005348315928131342,0.0,-0.0001506255939602852,7.0875630378723145,3.3851780891418457,1.0,641.5214233398438,0.0
scan24,subset_middle,2pct,4,3,12,True,True,0.0052880034781992435,0.005491300486028194,0.005589742213487625,-0.00020329700782895088,-0.0003017387352883816,7.222349166870117,3.3575685024261475,0.9998770952224731,646.3185424804688,0.0
scan24,subset_middle,2pct,5,4,14,True,True,0.006277849432080984,0.0063219256699085236,0.00631324015557766,-4.4076237827539444e-05,-3.539072349667549e-05,10.642349243164062,3.7433106899261475,0.9986855983734131,629.380859375,0.0
scan24,subset_uniform,5pct,0,0,9,True,True,0.009086749516427517,0.009086749516427517,0.00922782439738512,0.0,-0.00014107488095760345,10.525579452514648,5.711615562438965,0.9993323087692261,631.1919555664062,0.0
scan24,subset_uniform,5pct,1,8,9,True,True,0.006127307191491127,0.006127307191491127,0.006157055031508207,0.0,-2.9747840017080307e-05,6.908596515655518,4.087385177612305,0.9999999403953552,645.0591430664062,0.0
scan24,subset_uniform,5pct,2,16,8,True,False,0.005990529432892799,0.005990529432892799,0.005858118645846844,0.0,0.00013241078704595566,6.435597896575928,4.003222942352295,0.9999999403953552,644.9669189453125,0.0
scan24,subset_uniform,5pct,3,24,9,True,True,0.004751799628138542,0.004751799628138542,0.005154709797352552,0.0,-0.00040291016921401024,5.4586920738220215,3.2191905975341797,0.9999999403953552,649.1209106445312,0.0
scan24,subset_uniform,5pct,4,32,8,True,False,0.004964245483279228,0.004964245483279228,0.0047574774362146854,0.0,0.00020676804706454277,5.673875331878662,3.360492706298828,1.0,649.5623168945312,0.0
scan24,subset_uniform,5pct,5,40,8,True,False,0.005334989167749882,0.005334989167749882,0.005506996996700764,0.0,-0.00017200782895088196,7.716662883758545,3.4621975421905518,0.9995405673980713,647.0298461914062,0.12508152425289154
scan24,subset_uniform,2pct,0,0,9,True,True,0.009086749516427517,0.009086749516427517,0.00922782439738512,0.0,-0.00014107488095760345,10.525579452514648,5.711615562438965,0.9993323087692261,631.1919555664062,0.0
scan24,subset_uniform,2pct,1,8,9,True,True,0.006127307191491127,0.006127307191491127,0.006157055031508207,0.0,-2.9747840017080307e-05,6.908596515655518,4.087385177612305,0.9999999403953552,645.0591430664062,0.0
scan24,subset_uniform,2pct,2,16,9,True,True,0.005547733511775732,0.005547733511775732,0.005858118645846844,0.0,-0.0003103851340711117,6.190328598022461,3.698136329650879,0.9999999403953552,644.9617919921875,0.0
scan24,subset_uniform,2pct,3,24,9,True,True,0.004751799628138542,0.004751799628138542,0.005154709797352552,0.0,-0.00040291016921401024,5.4586920738220215,3.2191905975341797,0.9999999403953552,649.1209106445312,0.0
scan24,subset_uniform,2pct,4,32,9,True,True,0.004518631845712662,0.004518631845712662,0.0047574774362146854,0.0,-0.0002388455905020237,5.4517035484313965,3.0581486225128174,1.0,649.5559692382812,0.0
scan24,subset_uniform,2pct,5,40,8,True,False,0.005334989167749882,0.005334989167749882,0.005506996996700764,0.0,-0.00017200782895088196,7.716662883758545,3.4621975421905518,0.9995405673980713,647.0298461914062,0.12508152425289154
scan29,subset_middle,5pct,0,24,15,True,False,0.014984485693275928,0.014984485693275928,0.014621429145336151,0.0,0.0003630565479397774,25.014535903930664,12.348891258239746,0.9992997050285339,699.9730834960938,0.0
scan29,subset_middle,5pct,1,0,16,False,True,0.007061735726892948,0.007061735726892948,0.007061735726892948,0.0,0.0,6.911570072174072,5.146402359008789,1.0,705.9260864257812,0.0
scan29,subset_middle,5pct,2,1,15,True,False,0.010159114375710487,0.010159114375710487,0.009883887134492397,0.0,0.00027522724121809006,14.231307029724121,7.708665370941162,1.0,737.353271484375,0.0
scan29,subset_middle,5pct,3,2,15,True,False,0.01144341193139553,0.01144341193139553,0.011037911288440228,0.0,0.0004055006429553032,11.728201866149902,8.372712135314941,1.0,718.3123168945312,0.0
scan29,subset_middle,5pct,4,3,16,False,True,0.014564231038093567,0.014564231038093567,0.014564231038093567,0.0,0.0,12.407702445983887,10.52090072631836,1.0,710.5691528320312,0.0
scan29,subset_middle,5pct,5,4,15,True,False,0.01904039829969406,0.01904039829969406,0.01832333207130432,0.0,0.00071706622838974,18.555049896240234,13.327674865722656,0.9980605244636536,721.0252075195312,0.0
scan29,subset_middle,2pct,0,24,16,False,False,0.014621429145336151,0.014621429145336151,0.014621429145336151,0.0,0.0,24.815399169921875,12.05955982208252,0.9992828369140625,699.9617309570312,0.0
scan29,subset_middle,2pct,1,0,16,False,False,0.007061735726892948,0.007061735726892948,0.007061735726892948,0.0,0.0,6.911570072174072,5.146402359008789,1.0,705.9260864257812,0.0
scan29,subset_middle,2pct,2,1,16,False,False,0.009883887134492397,0.009883887134492397,0.009883887134492397,0.0,0.0,14.088004112243652,7.503633499145508,1.0,737.343505859375,0.0
scan29,subset_middle,2pct,3,2,16,False,False,0.011037911288440228,0.011037911288440228,0.011037911288440228,0.0,0.0,11.459966659545898,8.089388847351074,1.0,718.302734375,0.0
scan29,subset_middle,2pct,4,3,16,False,False,0.014564231038093567,0.014564231038093567,0.014564231038093567,0.0,0.0,12.407702445983887,10.52090072631836,1.0,710.5691528320312,0.0
scan29,subset_middle,2pct,5,4,16,False,False,0.01832333207130432,0.01832333207130432,0.01832333207130432,0.0,0.0,18.15923500061035,12.89645767211914,0.9980350136756897,721.017578125,0.0
scan29,subset_uniform,5pct,0,0,15,True,False,0.0056049516424536705,0.0056049516424536705,0.005482018459588289,0.0,0.00012293318286538124,5.898453712463379,4.045276165008545,1.0,706.0008544921875,0.0
scan29,subset_uniform,5pct,1,8,16,False,True,0.008363786153495312,0.008363786153495312,0.008363786153495312,0.0,0.0,8.725040435791016,6.363243579864502,1.0,708.8148193359375,0.0
scan29,subset_uniform,5pct,2,16,16,False,True,0.00897594541311264,0.00897594541311264,0.00897594541311264,0.0,0.0,11.487184524536133,7.136963367462158,0.9998249411582947,687.8289184570312,0.0
scan29,subset_uniform,5pct,3,24,15,True,False,0.011756098829209805,0.011756098829209805,0.01124317105859518,0.0,0.000512927770614624,20.112823486328125,9.753884315490723,0.9995697140693665,700.0718383789062,0.0
scan29,subset_uniform,5pct,4,32,15,True,False,0.019949542358517647,0.019949542358517647,0.019337782636284828,0.0,0.0006117597222328186,50.6845588684082,17.017087936401367,0.9912073612213135,703.0225219726562,0.0
scan29,subset_uniform,5pct,5,40,15,True,False,0.009195034392178059,0.009195034392178059,0.009032649919390678,0.0,0.00016238447278738022,11.849666595458984,7.551251411437988,0.9999907612800598,665.0028076171875,0.0
scan29,subset_uniform,2pct,0,0,16,False,True,0.005482018459588289,0.005482018459588289,0.005482018459588289,0.0,0.0,5.8990960121154785,3.9461593627929688,1.0,705.9921875,0.0
scan29,subset_uniform,2pct,1,8,16,False,True,0.008363786153495312,0.008363786153495312,0.008363786153495312,0.0,0.0,8.725040435791016,6.363243579864502,1.0,708.8148193359375,0.0
scan29,subset_uniform,2pct,2,16,16,False,True,0.00897594541311264,0.00897594541311264,0.00897594541311264,0.0,0.0,11.487184524536133,7.136963367462158,0.9998249411582947,687.8289184570312,0.0
scan29,subset_uniform,2pct,3,24,16,False,True,0.01124317105859518,0.01124317105859518,0.01124317105859518,0.0,0.0,19.692893981933594,9.340590476989746,0.9995697140693665,700.0638427734375,0.0
scan29,subset_uniform,2pct,4,32,16,False,True,0.019337782636284828,0.019337782636284828,0.019337782636284828,0.0,0.0,49.484676361083984,16.48320770263672,0.9913439750671387,703.0153198242188,0.0
scan29,subset_uniform,2pct,5,40,15,True,False,0.009195034392178059,0.009195034392178059,0.009032649919390678,0.0,0.00016238447278738022,11.849666595458984,7.551251411437988,0.9999907612800598,665.0028076171875,0.0
scan33,subset_middle,5pct,0,24,14,True,True,0.00468353321775794,0.004650043789297342,0.004717972129583359,3.348942846059799e-05,-3.443891182541847e-05,7.147125720977783,2.9132304191589355,0.999792754650116,607.321533203125,0.0
scan33,subset_middle,5pct,1,0,11,True,False,0.07767396420240402,0.07767396420240402,0.07405580580234528,0.0,0.0036181584000587463,152.04629516601562,64.72586822509766,0.8414528369903564,614.6006469726562,0.0
scan33,subset_middle,5pct,2,1,13,True,True,0.03967772051692009,0.03961622342467308,0.037918202579021454,6.149709224700928e-05,0.0017595179378986359,99.73165893554688,32.579681396484375,0.917902946472168,602.280517578125,0.0
scan33,subset_middle,5pct,3,2,14,True,True,0.026182206347584724,0.02616714872419834,0.02563762664794922,1.5057623386383057e-05,0.0005445796996355057,77.47393035888672,20.98795509338379,0.9482548832893372,596.6536865234375,0.0
scan33,subset_middle,5pct,4,3,13,True,True,0.05334078148007393,0.05332843214273453,0.05179448053240776,1.2349337339401245e-05,0.0015463009476661682,115.5097885131836,43.20643997192383,0.882487416267395,612.530517578125,0.0
scan33,subset_middle,5pct,5,4,12,True,True,0.07644292712211609,0.07644292712211609,0.07369570434093475,0.0,0.0027472227811813354,132.1939239501953,60.069915771484375,0.8175557851791382,618.6797485351562,0.0
scan33,subset_middle,2pct,0,24,14,True,True,0.004650043789297342,0.004650043789297342,0.004717972129583359,0.0,-6.792834028601646e-05,7.127041339874268,2.892862319946289,0.999792754650116,607.3215942382812,0.0
scan33,subset_middle,2pct,1,0,13,True,False,0.07535060495138168,0.07535060495138168,0.07405580580234528,0.0,0.0012947991490364075,151.5413360595703,63.2081413269043,0.8414528369903564,614.5903930664062,0.0
scan33,subset_middle,2pct,2,1,14,True,True,0.03866572305560112,0.03866572305560112,0.037918202579021454,0.0,0.0007475204765796661,99.5067138671875,31.916303634643555,0.917902946472168,602.275146484375,0.0
scan33,subset_middle,2pct,3,2,15,True,True,0.02572491206228733,0.025702688843011856,0.02563762664794922,2.222321927547455e-05,8.728541433811188e-05,77.35948944091797,20.68572425842285,0.9482802152633667,596.6486206054688,0.0
scan33,subset_middle,2pct,4,3,14,True,True,0.05251976475119591,0.05251976475119591,0.05179448053240776,0.0,0.000725284218788147,115.25605010986328,42.647525787353516,0.8825527429580688,612.5253295898438,0.0
scan33,subset_middle,2pct,5,4,14,True,True,0.07471074163913727,0.07471074163913727,0.07369570434093475,0.0,0.0010150372982025146,131.61282348632812,58.863006591796875,0.8188497424125671,618.6703491210938,0.0
scan33,subset_uniform,5pct,0,0,12,True,False,0.07314898073673248,0.07314898073673248,0.07080504298210144,0.0,0.0023439377546310425,144.20286560058594,61.157073974609375,0.8414528369903564,614.7152099609375,0.0
scan33,subset_uniform,5pct,1,8,14,True,True,0.013947037048637867,0.014069274999201298,0.013523148372769356,-0.00012223795056343079,0.0004238886758685112,55.973594665527344,11.263547897338867,0.9780411124229431,602.6713256835938,0.0
scan33,subset_uniform,5pct,2,16,14,True,True,0.004882398992776871,0.00495769502595067,0.004854337777942419,-7.529603317379951e-05,2.8061214834451675e-05,13.656535148620605,3.174192190170288,0.9991470575332642,613.6625366210938,0.0
scan33,subset_uniform,5pct,3,24,13,True,True,0.004294366110116243,0.004294366110116243,0.004107574000954628,0.0,0.00018679210916161537,6.718430995941162,2.6620216369628906,0.999792754650116,607.3627319335938,0.0
scan33,subset_uniform,5pct,4,32,12,True,False,0.004177846014499664,0.004177846014499664,0.004038942977786064,0.0,0.00013890303671360016,4.089833736419678,2.5576083660125732,1.0,606.9424438476562,0.0
scan33,subset_uniform,5pct,5,40,13,True,True,0.004029362462460995,0.004029362462460995,0.004048328381031752,0.0,-1.8965918570756912e-05,4.226133346557617,2.4433205127716064,1.0,622.3611450195312,0.0
scan33,subset_uniform,2pct,0,0,14,True,True,0.07150483131408691,0.07150483131408691,0.07080504298210144,0.0,0.0006997883319854736,143.5604248046875,60.05281448364258,0.8414528369903564,614.7070922851562,0.0
scan33,subset_uniform,2pct,1,8,15,True,True,0.01367346104234457,0.013671002350747585,0.013523148372769356,2.4586915969848633e-06,0.00015031266957521439,55.89472961425781,11.09046459197998,0.9780526757240295,602.6692504882812,0.0
scan33,subset_uniform,2pct,2,16,15,True,True,0.004821624606847763,0.004814599175006151,0.004854337777942419,7.025431841611862e-06,-3.271317109465599e-05,13.629596710205078,3.1405868530273438,0.9991470575332642,613.6602783203125,0.0
scan33,subset_uniform,2pct,3,24,14,True,True,0.00403085071593523,0.00403085071593523,0.004107574000954628,0.0,-7.672328501939774e-05,6.601478576660156,2.4988083839416504,0.999792754650116,607.3599853515625,0.0
scan33,subset_uniform,2pct,4,32,13,True,False,0.003949030768126249,0.003949030768126249,0.004038942977786064,0.0,-8.991220965981483e-05,3.8965156078338623,2.416374683380127,1.0,606.93994140625,0.0
scan33,subset_uniform,2pct,5,40,13,True,False,0.004029362462460995,0.004029362462460995,0.004048328381031752,0.0,-1.8965918570756912e-05,4.226133346557617,2.4433205127716064,1.0,622.3611450195312,0.0
scan48,subset_middle,5pct,0,24,8,True,False,0.00509748887270689,0.00509748887270689,0.004983480088412762,0.0,0.00011400878429412842,5.312051296234131,3.4133923053741455,0.9999310374259949,679.8674926757812,0.0
scan48,subset_middle,5pct,1,0,11,True,True,0.00500577362254262,0.0049659209325909615,0.005053607281297445,3.985268995165825e-05,-4.783365875482559e-05,7.110617637634277,3.2598133087158203,0.999976634979248,647.9730834960938,0.0
