seq_id,scan,subset,sched_key,sched_name,family,K,abs_rel,rmse,rot_err_deg,trans_err_deg,recurrent_flops_gflops
scan1_subset_uniform,scan1,subset_uniform,power_K12_g0.75,Power K=12 (gamma=0.75),power,12,0.0034296892505759993,6.0020988782246905,0.0,14.672666278376285,3469.6198560000003
scan1_subset_uniform,scan1,subset_uniform,power_K12_g1.25,Power K=12 (gamma=1.25),power,12,0.003171348595060408,5.902689774831136,0.0,17.269282637660456,3469.6198560000003
scan1_subset_uniform,scan1,subset_uniform,power_K12_g1.5,Power K=12 (gamma=1.5),power,12,0.003090134783027073,5.8661108414332075,0.0,5.098445576635774,3469.6198560000003
scan1_subset_uniform,scan1,subset_uniform,power_K12_g2.0,Power K=12 (gamma=2.0),power,12,0.0031284138094633818,5.888938466707866,0.0,26.481989137275434,3469.6198560000003
scan1_subset_uniform,scan1,subset_uniform,cosine_late_K12,Cosine Late-Dense K=12,cosine,12,0.0030878272373229265,5.8824663162231445,0.0,26.265560363862814,3469.6198560000003
scan1_subset_uniform,scan1,subset_uniform,cosine_early_K12,Cosine Early-Dense K=12,cosine,12,0.003771879283400873,6.157002806663513,0.0,11.189756639411135,3469.6198560000003
scan1_subset_uniform,scan1,subset_uniform,cosine_endpoints_K12,Cosine Endpoints-Dense K=12,cosine,12,0.0034053270937874913,6.002665281295776,0.0,18.12550028212225,3469.6198560000003
scan1_subset_uniform,scan1,subset_uniform,cosine_middle_K12,Cosine Middle-Dense K=12,cosine,12,0.0031675900875901184,5.873284498850505,0.0,16.233800168407626,3469.6198560000003
scan1_subset_uniform,scan1,subset_uniform,piecewise_early_K12,Piecewise Early-Dense K=12,piecewise,12,0.0030963796113307276,5.890840848286946,0.0,9.27574085693505,3469.6198560000003
scan1_subset_uniform,scan1,subset_uniform,piecewise_late_K12,Piecewise Late-Dense K=12,piecewise,12,0.0036010369270419082,6.087404529253642,0.0,11.981718781221403,3469.6198560000003
scan1_subset_uniform,scan1,subset_uniform,piecewise_middle_K12,Piecewise Middle-Dense K=12,piecewise,12,0.0031752431532368064,5.885289629300435,0.0,16.478792828503146,3469.6198560000003
scan1_subset_uniform,scan1,subset_uniform,piecewise_endpoints_K12,Piecewise Endpoints-Dense K=12,piecewise,12,0.003227366406160096,5.909947474797566,0.0,14.20055690615797,3469.6198560000003
scan1_subset_uniform,scan1,subset_uniform,random_K12_s42,Random Monotonic K=12 (seed=42),random,12,0.0036829632396499314,6.095138311386108,0.0,9.395957220034397,3469.6198560000003
scan1_subset_uniform,scan1,subset_uniform,random_K12_s123,Random Monotonic K=12 (seed=123),random,12,0.003273992372366289,5.953417857487996,0.0,17.902348290262708,3469.6198560000003
scan1_subset_uniform,scan1,subset_uniform,random_K12_s999,Random Monotonic K=12 (seed=999),random,12,0.0034144646876181164,5.9866132736206055,0.0,12.032668097087438,3469.6198560000003
scan4_subset_middle,scan4,subset_middle,uniform_K8,Uniform K=8,baseline,8,0.009567421240111193,20.72359053293864,0.0,12.995948992363083,2313.079904
scan4_subset_middle,scan4,subset_middle,uniform_K10,Uniform K=10,baseline,10,0.0078425956889987,19.79574743906657,0.0,7.475366526708529,2891.34988
scan4_subset_middle,scan4,subset_middle,uniform_K12,Uniform K=12,baseline,12,0.007921855198219419,19.58689832687378,0.0,14.313993506093283,3469.6198560000003
scan4_subset_middle,scan4,subset_middle,uniform_K13,Uniform K=13,baseline,13,0.007977511500939727,19.547425746917725,0.0,29.45826907656154,3758.754844
scan4_subset_middle,scan4,subset_middle,uniform_K14,Uniform K=14,baseline,14,0.00788796041160822,19.525880972544353,0.0,13.13303225860046,4047.8898320000003
scan4_subset_middle,scan4,subset_middle,uniform_K16,Uniform K=16,baseline,16,0.007677942824860414,19.52498769760132,0.0,17.029278221240965,4626.159808
scan4_subset_middle,scan4,subset_middle,power_K8_g0.5,Power K=8 (gamma=0.5),power,8,0.009333872391531864,20.444572766621906,0.0,6.861459305710851,2313.079904
scan4_subset_middle,scan4,subset_middle,power_K8_g0.75,Power K=8 (gamma=0.75),power,8,0.009149256628006697,20.500480492909748,0.0,16.41517278246175,2313.079904
scan4_subset_middle,scan4,subset_middle,power_K8_g1.25,Power K=8 (gamma=1.25),power,8,0.010348348800713817,21.031845092773438,0.0,20.636586780357174,2313.079904
scan4_subset_middle,scan4,subset_middle,power_K8_g1.5,Power K=8 (gamma=1.5),power,8,0.011178666725754738,21.364298343658447,0.0,22.52277784847156,2313.079904
scan4_subset_middle,scan4,subset_middle,power_K8_g2.0,Power K=8 (gamma=2.0),power,8,0.012859515224893888,22.138625780741375,0.0,27.670401996644088,2313.079904
scan4_subset_middle,scan4,subset_middle,cosine_late_K8,Cosine Late-Dense K=8,cosine,8,0.012204629834741354,21.80677302678426,0.0,9.35253391886007,2313.079904
scan4_subset_middle,scan4,subset_middle,cosine_early_K8,Cosine Early-Dense K=8,cosine,8,0.00898219745916625,20.285894870758057,0.0,23.92650452401863,2313.079904
scan4_subset_middle,scan4,subset_middle,cosine_endpoints_K8,Cosine Endpoints-Dense K=8,cosine,8,0.00965291440176467,20.707053820292156,0.0,21.649084026653423,2313.079904
scan4_subset_middle,scan4,subset_middle,cosine_middle_K8,Cosine Middle-Dense K=8,cosine,8,0.010390203601370255,21.135147094726562,0.0,23.82451807810965,2313.079904
scan4_subset_middle,scan4,subset_middle,piecewise_early_K8,Piecewise Early-Dense K=8,piecewise,8,0.014369099245717129,22.967167536417644,0.0,23.180401606317144,2313.079904
scan4_subset_middle,scan4,subset_middle,piecewise_late_K8,Piecewise Late-Dense K=8,piecewise,8,0.008994252110520998,20.288875738779705,0.0,4.0257629000618165,2313.079904
scan4_subset_middle,scan4,subset_middle,piecewise_middle_K8,Piecewise Middle-Dense K=8,piecewise,8,0.010486542790507277,21.114963213602703,0.0,8.849200025579396,2313.079904
