scene,subset,view_idx,frame_id,tolerance,k_star,is_active_at_end,fixed16_abs_rel,fixed16_rmse,fixed16_rot_err,fixed16_trans_err,regime_b_abs_rel,regime_b_rmse,regime_b_rot_err,regime_b_trans_err,regime_b_active_deg_pct,regime_c_abs_rel,regime_c_rmse,regime_c_rot_err,regime_c_trans_err,regime_c_active_deg_pct,regime_d_abs_rel,regime_d_rmse,regime_d_rot_err,regime_d_trans_err,diff_b_vs_c_abs_rel,diff_c_vs_d_max_depth,fixed15_abs_rel,fixed14_abs_rel,fixed12_abs_rel,fixed8_abs_rel
scan4,subset_uniform,4,32,5pct,13,0,0.007096343208104372,11.42091178894043,0.0,2.671883558727305,0.007424985058605671,11.773713111877441,0.0,4.029294223477895,4.631143687159519,0.007424985058605671,11.773713111877441,0.0,4.029294223477895,4.631143687159519,0.007424985058605671,11.773713111877441,0.0,4.029294223477895,0.0,0.0,0.007095456589013338,0.007168442476540804,0.007993398234248161,0.014883588068187237
scan4,subset_uniform,5,40,5pct,14,0,0.006051379255950451,9.129871368408203,0.0,0.0,0.00621146522462368,9.191072463989258,0.0,0.0,2.6454459702854227,0.006328826304525137,9.24996566772461,0.0,0.0,4.584856391241161,0.006328826304525137,9.24996566772461,0.0,0.0,0.00011736107990145683,0.0,0.006074040196835995,0.00621146522462368,0.007192905060946941,0.01652052439749241
scan9,subset_middle,0,24,2pct,16,1,0.0064375391229987144,9.535917282104492,0.0,78.7583034325809,0.0064375391229987144,9.535917282104492,0.0,78.7583034325809,0.0,0.0064375391229987144,9.535917282104492,0.0,78.7583034325809,0.0,0.0064375391229987144,9.535917282104492,0.0,78.7583034325809,0.0,0.0,0.006934802979230881,0.007866485975682735,0.011583002284169197,0.01982167921960354
scan9,subset_middle,1,0,2pct,16,1,0.008517464622855186,10.505579948425293,0.0,2.166092042431994,0.008517464622855186,10.505579948425293,0.0,2.166092042431994,0.0,0.008517464622855186,10.505579948425293,0.0,2.166092042431994,0.0,0.008517464622855186,10.505579948425293,0.0,2.166092042431994,0.0,0.0,0.009009110741317272,0.009940508753061295,0.014619422145187855,0.03483177721500397
scan9,subset_middle,2,1,2pct,16,1,0.008016612380743027,11.038130760192871,0.0,3.4522999060759045,0.008016612380743027,11.038130760192871,0.0,3.4522999060759045,0.0,0.008016612380743027,11.038130760192871,0.0,3.4522999060759045,0.0,0.008016612380743027,11.038130760192871,0.0,3.4522999060759045,0.0,0.0,0.008497386239469051,0.00943614263087511,0.014222392812371254,0.03172272443771362
scan9,subset_middle,3,2,2pct,16,1,0.007165900897234678,9.90674114227295,0.0,2.584219788277484,0.007165900897234678,9.90674114227295,0.0,2.584219788277484,0.0,0.007165900897234678,9.90674114227295,0.0,2.584219788277484,0.0,0.007165900897234678,9.90674114227295,0.0,2.584219788277484,0.0,0.0,0.007643125485628843,0.00856319721788168,0.01319933868944645,0.028840454295277596
scan9,subset_middle,4,3,2pct,16,1,0.007297448348253965,9.050064086914062,0.0,0.0,0.007297448348253965,9.050064086914062,0.0,0.0,0.0,0.007297448348253965,9.050064086914062,0.0,0.0,0.0,0.007297448348253965,9.050064086914062,0.0,0.0,0.0,0.0,0.0077136363834142685,0.008529240265488625,0.012589464895427227,0.02892518974840641
scan9,subset_middle,5,4,2pct,16,1,0.009042100980877876,12.825010299682617,0.0,0.0,0.009042100980877876,12.825010299682617,0.0,0.0,0.0,0.009042100980877876,12.825010299682617,0.0,0.0,0.0,0.009042100980877876,12.825010299682617,0.0,0.0,0.0,0.0,0.009393270127475262,0.010099195875227451,0.013605526648461819,0.03172904625535011
scan9,subset_middle,0,24,5pct,16,1,0.0064375391229987144,9.535917282104492,0.0,78.7583034325809,0.0064375391229987144,9.535917282104492,0.0,78.7583034325809,0.0,0.006558505352586508,9.579984664916992,0.0,82.12452118388667,1.8790756417406476,0.006558505352586508,9.579984664916992,0.0,82.12452118388667,0.00012096622958779335,0.0,0.006934802979230881,0.007866485975682735,0.011583002284169197,0.01982167921960354
scan9,subset_middle,1,0,5pct,16,1,0.008517464622855186,10.505579948425293,0.0,2.166092042431994,0.008517464622855186,10.505579948425293,0.0,2.166092042431994,0.0,0.00867619551718235,10.578041076660156,0.0,0.2748253344580246,1.8635932329115403,0.00867619551718235,10.578041076660156,0.0,0.2748253344580246,0.0001587308943271637,0.0,0.009009110741317272,0.009940508753061295,0.014619422145187855,0.03483177721500397
scan9,subset_middle,2,1,5pct,16,1,0.008016612380743027,11.038130760192871,0.0,3.4522999060759045,0.008016612380743027,11.038130760192871,0.0,3.4522999060759045,0.0,0.008159460499882698,11.0908784866333,0.0,3.4522999060759045,1.7819012864188317,0.008159460499882698,11.0908784866333,0.0,3.4522999060759045,0.00014284811913967133,0.0,0.008497386239469051,0.00943614263087511,0.014222392812371254,0.03172272443771362
scan9,subset_middle,3,2,5pct,16,1,0.007165900897234678,9.90674114227295,0.0,2.584219788277484,0.007165900897234678,9.90674114227295,0.0,2.584219788277484,0.0,0.007325372658669949,9.976921081542969,0.0,2.0769768567835447,2.2254251589888785,0.007325372658669949,9.976921081542969,0.0,2.0769768567835447,0.0001594717614352703,0.0,0.007643125485628843,0.00856319721788168,0.01319933868944645,0.028840454295277596
scan9,subset_middle,4,3,5pct,16,1,0.007297448348253965,9.050064086914062,0.0,0.0,0.007297448348253965,9.050064086914062,0.0,0.0,0.0,0.007438282016664743,9.138313293457031,0.0,0.0,1.929902915235773,0.007438282016664743,9.138313293457031,0.0,0.0,0.00014083366841077805,0.0,0.0077136363834142685,0.008529240265488625,0.012589464895427227,0.02892518974840641
scan9,subset_middle,5,4,5pct,15,0,0.009042100980877876,12.825010299682617,0.0,0.0,0.009393270127475262,13.229363441467285,0.0,3.5205322152238625,3.8837118424139874,0.009393270127475262,13.229363441467285,0.0,3.5205322152238625,3.8837118424139874,0.009393270127475262,13.229363441467285,0.0,3.5205322152238625,0.0,0.0,0.009393270127475262,0.010099195875227451,0.013605526648461819,0.03172904625535011
scan9,subset_uniform,0,0,2pct,16,1,0.00868688989430666,10.74161148071289,0.0,13.150564482639288,0.00868688989430666,10.74161148071289,0.0,13.150564482639288,0.0,0.008855493739247322,10.803679466247559,0.0,17.691342544755464,1.940899988281933,0.008855493739247322,10.803679466247559,0.0,17.691342544755464,0.00016860384494066238,0.0,0.00889956671744585,0.009412539191544056,0.012205168604850769,0.03305483236908913
scan9,subset_uniform,1,8,2pct,16,1,0.006972805131226778,10.359121322631836,0.0,0.0,0.006972805131226778,10.359121322631836,0.0,0.0,0.0,0.006993931718170643,10.41568660736084,0.0,0.0,0.3029854778136882,0.006993931718170643,10.41568660736084,0.0,0.0,2.1126586943864822e-05,0.0,0.007160136476159096,0.007622078992426395,0.010424135252833366,0.024066079407930374
