arm,stage,rank,mode,train_time_s,gate_drift,frame_qkv_norm,frame_proj_norm,global_qkv_norm,global_proj_norm,total_lora_norm
B1_Uniform_FT,B1,4,uniform,493.4491722583771,0.589741587638855,0.1200147420167923,0.07874562591314316,0.13355731964111328,0.0769822895526886,0.21063770421342515
B1_Mild_Rand_FT,B1,4,mild,475.2515661716461,0.5261974930763245,0.11646690219640732,0.0747542530298233,0.1296820342540741,0.07367849349975586,0.2034666755661545
B2_Uniform_FT,B2,8,uniform,469.76248264312744,0.5373247265815735,0.11966503411531448,0.07625682651996613,0.13459381461143494,0.07318396866321564,0.20882100512561333
B2_Mild_Rand_FT,B2,8,mild,471.4045491218567,0.4743781089782715,0.11487475037574768,0.0730941966176033,0.1295364946126938,0.07099268585443497,0.2008945861252466
