step_idx,t_now,t_next,t_mid,delta_t,frame_residual_norm,global_residual_norm,hidden_change_norm,seq_id,sched_key,K
5,0.5102040816326531,0.7346938775510203,0.6224489795918366,0.22448979591836726,2.8949809074401855,3.265413284301758,2.213400363922119,scan1_subset_middle,power_K8_g2.0,8
6,0.7346938775510203,1.0,0.8673469387755102,0.26530612244897966,2.8788795471191406,3.258734703063965,2.3667330741882324,scan1_subset_middle,power_K8_g2.0,8
7,1.0,1.0,1.0,0.0,2.7872865200042725,3.186758279800415,2.371211051940918,scan1_subset_middle,power_K8_g2.0,8
0,0.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,17.947265625,5.439525127410889,19.92901611328125,scan1_subset_middle,power_K10_g0.5,10
1,0.3333333333333333,0.4714045207910317,0.4023689270621825,0.13807118745769836,4.779428958892822,4.7764763832092285,5.64150333404541,scan1_subset_middle,power_K10_g0.5,10
2,0.4714045207910317,0.5773502691896257,0.5243773949903288,0.10594574839859405,4.2257890701293945,4.273914337158203,4.183149337768555,scan1_subset_middle,power_K10_g0.5,10
3,0.5773502691896257,0.6666666666666666,0.6220084679281461,0.0893163974770409,3.383726119995117,3.7151288986206055,3.1473259925842285,scan1_subset_middle,power_K10_g0.5,10
4,0.6666666666666666,0.7453559924999299,0.7060113295832983,0.07868932583326327,2.9505844116210938,3.325490713119507,2.4841971397399902,scan1_subset_middle,power_K10_g0.5,10
5,0.7453559924999299,0.816496580927726,0.780926286713828,0.07114058842779614,2.7667739391326904,3.0908663272857666,2.1259546279907227,scan1_subset_middle,power_K10_g0.5,10
6,0.816496580927726,0.8819171036881969,0.8492068423079615,0.06542052276047083,2.669145345687866,2.9699511528015137,1.9249166250228882,scan1_subset_middle,power_K10_g0.5,10
7,0.8819171036881969,0.9428090415820634,0.9123630726351302,0.06089193789386649,2.6070969104766846,2.9265055656433105,1.8572726249694824,scan1_subset_middle,power_K10_g0.5,10
8,0.9428090415820634,1.0,0.9714045207910317,0.057190958417936644,2.6375787258148193,2.936251401901245,1.877486228942871,scan1_subset_middle,power_K10_g0.5,10
9,1.0,1.0,1.0,0.0,2.6648120880126953,2.9364919662475586,1.9250322580337524,scan1_subset_middle,power_K10_g0.5,10
0,0.0,0.012345679012345678,0.006172839506172839,0.012345679012345678,20.395662307739258,5.141041278839111,21.445743560791016,scan1_subset_middle,power_K10_g2.0,10
1,0.012345679012345678,0.04938271604938271,0.030864197530864196,0.037037037037037035,4.420319080352783,3.9848413467407227,4.873018264770508,scan1_subset_middle,power_K10_g2.0,10
2,0.04938271604938271,0.1111111111111111,0.08024691358024691,0.06172839506172839,3.87758469581604,3.9698877334594727,3.667510509490967,scan1_subset_middle,power_K10_g2.0,10
3,0.1111111111111111,0.19753086419753085,0.15432098765432098,0.08641975308641975,3.4022984504699707,3.6049535274505615,2.5778415203094482,scan1_subset_middle,power_K10_g2.0,10
4,0.19753086419753085,0.308641975308642,0.25308641975308643,0.11111111111111116,3.052844285964966,3.313215970993042,1.911577582359314,scan1_subset_middle,power_K10_g2.0,10
5,0.308641975308642,0.4444444444444444,0.3765432098765432,0.1358024691358024,2.8570547103881836,3.1563591957092285,1.7090336084365845,scan1_subset_middle,power_K10_g2.0,10
6,0.4444444444444444,0.6049382716049383,0.5246913580246914,0.16049382716049387,2.711176872253418,3.0205540657043457,1.706099510192871,scan1_subset_middle,power_K10_g2.0,10
7,0.6049382716049383,0.7901234567901234,0.6975308641975309,0.18518518518518512,2.598754644393921,2.9526538848876953,1.8094526529312134,scan1_subset_middle,power_K10_g2.0,10
8,0.7901234567901234,1.0,0.8950617283950617,0.2098765432098766,2.6080472469329834,2.9695329666137695,1.9562369585037231,scan1_subset_middle,power_K10_g2.0,10
9,1.0,1.0,1.0,0.0,2.60471510887146,2.9479446411132812,2.041128635406494,scan1_subset_middle,power_K10_g2.0,10
0,0.0,0.30151134457776363,0.15075567228888181,0.30151134457776363,18.184967041015625,5.397857189178467,20.072002410888672,scan1_subset_middle,power_K12_g0.5,12
1,0.30151134457776363,0.4264014327112209,0.36395638864449226,0.12489008813345726,4.678199768066406,4.667098522186279,5.507466793060303,scan1_subset_middle,power_K12_g0.5,12
2,0.4264014327112209,0.5222329678670935,0.4743172002891572,0.09583153515587262,4.1229963302612305,4.1943535804748535,4.0663161277771,scan1_subset_middle,power_K12_g0.5,12
3,0.5222329678670935,0.6030226891555273,0.5626278285113104,0.08078972128843376,3.312199831008911,3.6357758045196533,3.0175294876098633,scan1_subset_middle,power_K12_g0.5,12
4,0.6030226891555273,0.674199862463242,0.6386112758093847,0.07117717330771478,2.8803789615631104,3.241211175918579,2.3348681926727295,scan1_subset_middle,power_K12_g0.5,12
5,0.674199862463242,0.7385489458759964,0.7063744041696192,0.06434908341275436,2.6860146522521973,3.00813889503479,1.970605492591858,scan1_subset_middle,power_K12_g0.5,12
6,0.7385489458759964,0.7977240352174656,0.7681364905467309,0.0591750893414692,2.5597989559173584,2.8694868087768555,1.7467615604400635,scan1_subset_middle,power_K12_g0.5,12
7,0.7977240352174656,0.8528028654224418,0.8252634503199536,0.05507883020497617,2.4848687648773193,2.7748241424560547,1.6063289642333984,scan1_subset_middle,power_K12_g0.5,12
8,0.8528028654224418,0.9045340337332909,0.8786684495778663,0.05173116831084912,2.484067440032959,2.752197027206421,1.594028353691101,scan1_subset_middle,power_K12_g0.5,12
9,0.9045340337332909,0.9534625892455924,0.9289983114894416,0.048928555512301464,2.5040159225463867,2.7824227809906006,1.6449761390686035,scan1_subset_middle,power_K12_g0.5,12
10,0.9534625892455924,1.0,0.9767312946227962,0.04653741075440765,2.5421454906463623,2.8243050575256348,1.7138944864273071,scan1_subset_middle,power_K12_g0.5,12
11,1.0,1.0,1.0,0.0,2.6011500358581543,2.856438159942627,1.8094862699508667,scan1_subset_middle,power_K12_g0.5,12
0,0.0,0.008264462809917356,0.004132231404958678,0.008264462809917356,20.407155990600586,5.147421836853027,21.457412719726562,scan1_subset_middle,power_K12_g2.0,12
1,0.008264462809917356,0.03305785123966942,0.02066115702479339,0.024793388429752067,4.431744575500488,3.982128620147705,4.875952243804932,scan1_subset_middle,power_K12_g2.0,12
2,0.03305785123966942,0.07438016528925619,0.053719008264462804,0.041322314049586764,3.894871473312378,3.9537839889526367,3.645487070083618,scan1_subset_middle,power_K12_g2.0,12
3,0.07438016528925619,0.1322314049586777,0.10330578512396693,0.0578512396694215,3.4501230716705322,3.5874886512756348,2.5294480323791504,scan1_subset_middle,power_K12_g2.0,12
4,0.1322314049586777,0.20661157024793386,0.16942148760330578,0.07438016528925617,3.1278276443481445,3.310248374938965,1.797783374786377,scan1_subset_middle,power_K12_g2.0,12
5,0.20661157024793386,0.29752066115702475,0.2520661157024793,0.09090909090909088,2.930124282836914,3.1496999263763428,1.4483051300048828,scan1_subset_middle,power_K12_g2.0,12
6,0.29752066115702475,0.4049586776859504,0.35123966942148754,0.10743801652892565,2.762216567993164,3.0023210048675537,1.3555396795272827,scan1_subset_middle,power_K12_g2.0,12
7,0.4049586776859504,0.5289256198347108,0.4669421487603306,0.12396694214876036,2.6147356033325195,2.8892035484313965,1.3823691606521606,scan1_subset_middle,power_K12_g2.0,12
8,0.5289256198347108,0.6694214876033059,0.5991735537190084,0.14049586776859513,2.5280792713165283,2.8130221366882324,1.4689886569976807,scan1_subset_middle,power_K12_g2.0,12
9,0.6694214876033059,0.8264462809917354,0.7479338842975207,0.15702479338842956,2.4638376235961914,2.781871795654297,1.5937374830245972,scan1_subset_middle,power_K12_g2.0,12
10,0.8264462809917354,1.0,0.9132231404958677,0.17355371900826455,2.4677741527557373,2.8061788082122803,1.7593121528625488,scan1_subset_middle,power_K12_g2.0,12
11,1.0,1.0,1.0,0.0,2.495675563812256,2.81805157661438,1.8646992444992065,scan1_subset_middle,power_K12_g2.0,12
0,0.0,0.14285714285714285,0.07142857142857142,0.14285714285714285,19.18438720703125,5.5854363441467285,20.760629653930664,scan1_subset_uniform,uniform_K8,8
1,0.14285714285714285,0.2857142857142857,0.21428571428571427,0.14285714285714285,4.559073448181152,4.535533905029297,5.292713165283203,scan1_subset_uniform,uniform_K8,8
2,0.2857142857142857,0.42857142857142855,0.3571428571428571,0.14285714285714285,4.085920810699463,4.217673301696777,4.070262432098389,scan1_subset_uniform,uniform_K8,8
3,0.42857142857142855,0.5714285714285714,0.5,0.14285714285714285,3.4604063034057617,3.7476093769073486,3.0346953868865967,scan1_subset_uniform,uniform_K8,8
4,0.5714285714285714,0.7142857142857142,0.6428571428571428,0.1428571428571428,3.0467453002929688,3.383545398712158,2.4484145641326904,scan1_subset_uniform,uniform_K8,8
5,0.7142857142857142,0.8571428571428571,0.7857142857142856,0.1428571428571429,2.8651716709136963,3.172527313232422,2.198876142501831,scan1_subset_uniform,uniform_K8,8
6,0.8571428571428571,1.0,0.9285714285714286,0.1428571428571429,2.7964670658111572,3.1306731700897217,2.1684913635253906,scan1_subset_uniform,uniform_K8,8
7,1.0,1.0,1.0,0.0,2.7912118434906006,3.066527843475342,2.148141384124756,scan1_subset_uniform,uniform_K8,8
0,0.0,0.1111111111111111,0.05555555555555555,0.1111111111111111,19.422183990478516,5.558894157409668,20.9127140045166,scan1_subset_uniform,uniform_K10,10
1,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.1111111111111111,4.520925521850586,4.425612449645996,5.2008957862854,scan1_subset_uniform,uniform_K10,10
2,0.2222222222222222,0.3333333333333333,0.2777777777777778,0.1111111111111111,4.0005083084106445,4.130035877227783,3.948892831802368,scan1_subset_uniform,uniform_K10,10
3,0.3333333333333333,0.4444444444444444,0.38888888888888884,0.1111111111111111,3.386920690536499,3.6765434741973877,2.8581035137176514,scan1_subset_uniform,uniform_K10,10
4,0.4444444444444444,0.5555555555555556,0.5,0.11111111111111116,2.962305784225464,3.268476724624634,2.178632974624634,scan1_subset_uniform,uniform_K10,10
5,0.5555555555555556,0.6666666666666666,0.6111111111111112,0.11111111111111105,2.729210138320923,3.027158498764038,1.8667809963226318,scan1_subset_uniform,uniform_K10,10
6,0.6666666666666666,0.7777777777777777,0.7222222222222221,0.11111111111111105,2.591921806335449,2.8960790634155273,1.7477208375930786,scan1_subset_uniform,uniform_K10,10
7,0.7777777777777777,0.8888888888888888,0.8333333333333333,0.11111111111111116,2.5402169227600098,2.8283615112304688,1.7145295143127441,scan1_subset_uniform,uniform_K10,10
8,0.8888888888888888,1.0,0.9444444444444444,0.11111111111111116,2.558795690536499,2.825732469558716,1.783465027809143,scan1_subset_uniform,uniform_K10,10
9,1.0,1.0,1.0,0.0,2.5684449672698975,2.826049327850342,1.8563519716262817,scan1_subset_uniform,uniform_K10,10
0,0.0,0.09090909090909091,0.045454545454545456,0.09090909090909091,19.598346710205078,5.547595977783203,21.02598762512207,scan1_subset_uniform,uniform_K12,12
1,0.09090909090909091,0.18181818181818182,0.13636363636363635,0.09090909090909091,4.516046047210693,4.3640828132629395,5.1645989418029785,scan1_subset_uniform,uniform_K12,12
2,0.18181818181818182,0.2727272727272727,0.22727272727272727,0.09090909090909088,3.963977336883545,4.08122444152832,3.8789947032928467,scan1_subset_uniform,uniform_K12,12
3,0.2727272727272727,0.36363636363636365,0.3181818181818182,0.09090909090909094,3.3675246238708496,3.6397910118103027,2.753042697906494,scan1_subset_uniform,uniform_K12,12
4,0.36363636363636365,0.4545454545454546,0.4090909090909091,0.09090909090909094,2.9551241397857666,3.2455995082855225,2.039998769760132,scan1_subset_uniform,uniform_K12,12
5,0.4545454545454546,0.5454545454545454,0.5,0.09090909090909083,2.7165117263793945,2.980767250061035,1.6703091859817505,scan1_subset_uniform,uniform_K12,12
6,0.5454545454545454,0.6363636363636364,0.5909090909090908,0.09090909090909094,2.5473811626434326,2.818434715270996,1.502083659172058,scan1_subset_uniform,uniform_K12,12
7,0.6363636363636364,0.7272727272727273,0.6818181818181819,0.09090909090909094,2.4517974853515625,2.7090702056884766,1.4302245378494263,scan1_subset_uniform,uniform_K12,12
8,0.7272727272727273,0.8181818181818182,0.7727272727272727,0.09090909090909094,2.397364616394043,2.659731864929199,1.4534155130386353,scan1_subset_uniform,uniform_K12,12
9,0.8181818181818182,0.9090909090909092,0.8636363636363638,0.09090909090909094,2.390568733215332,2.6456241607666016,1.4999942779541016,scan1_subset_uniform,uniform_K12,12
10,0.9090909090909092,1.0,0.9545454545454546,0.09090909090909083,2.4201455116271973,2.6789958477020264,1.5988293886184692,scan1_subset_uniform,uniform_K12,12
11,1.0,1.0,1.0,0.0,2.4631478786468506,2.709463357925415,1.7094694375991821,scan1_subset_uniform,uniform_K12,12
0,0.0,0.08333333333333333,0.041666666666666664,0.08333333333333333,19.60392951965332,5.540513038635254,21.027984619140625,scan1_subset_uniform,uniform_K13,13
1,0.08333333333333333,0.16666666666666666,0.125,0.08333333333333333,4.524447917938232,4.347540378570557,5.163936614990234,scan1_subset_uniform,uniform_K13,13
2,0.16666666666666666,0.25,0.20833333333333331,0.08333333333333334,3.9601151943206787,4.064374923706055,3.8621857166290283,scan1_subset_uniform,uniform_K13,13
3,0.25,0.3333333333333333,0.29166666666666663,0.08333333333333331,3.3684842586517334,3.633730411529541,2.722116470336914,scan1_subset_uniform,uniform_K13,13
4,0.3333333333333333,0.41666666666666663,0.375,0.08333333333333331,2.965548038482666,3.231566905975342,1.9879826307296753,scan1_subset_uniform,uniform_K13,13
5,0.41666666666666663,0.5,0.4583333333333333,0.08333333333333337,2.725651741027832,2.9885873794555664,1.6129140853881836,scan1_subset_uniform,uniform_K13,13
6,0.5,0.5833333333333333,0.5416666666666666,0.08333333333333326,2.5464870929718018,2.801300525665283,1.4141980409622192,scan1_subset_uniform,uniform_K13,13
7,0.5833333333333333,0.6666666666666666,0.625,0.08333333333333337,2.4428153038024902,2.6814982891082764,1.3273718357086182,scan1_subset_uniform,uniform_K13,13
8,0.6666666666666666,0.75,0.7083333333333333,0.08333333333333337,2.3702688217163086,2.6113979816436768,1.3262032270431519,scan1_subset_uniform,uniform_K13,13
9,0.75,0.8333333333333333,0.7916666666666666,0.08333333333333326,2.3310399055480957,2.565883159637451,1.3262388706207275,scan1_subset_uniform,uniform_K13,13
