seq_id,scan,subset,sched_key,sched_name,sched_type,total_steps,abs_rel,rmse,rot_err_deg,trans_err_deg,recurrent_flops_gflops
scan4_subset_uniform,scan4,subset_uniform,varB_reuse_16_a0.5,VarB: reuse_16 (α=0.5),variantB,16,0.0071217333897948,15.342931747436523,0.0,23.7640498442051,4437.601134999999
scan4_subset_uniform,scan4,subset_uniform,varB_reuse_16_a0.75,VarB: reuse_16 (α=0.75),variantB,16,0.0070266061617682,15.305307229359943,0.0,28.393881033297813,4437.601134999999
scan4_subset_uniform,scan4,subset_uniform,varB_reuse_16_a1.0,VarB: reuse_16 (α=1.0),variantB,16,0.0069690470894177,15.282732804616291,0.0,21.11899887928865,4437.601134999999
scan4_subset_uniform,scan4,subset_uniform,varB_reuse_15_a0.5,VarB: reuse_15 (α=0.5),variantB,16,0.0069597885012626,15.258064270019531,0.0,17.173877025655937,4437.601134999999
scan4_subset_uniform,scan4,subset_uniform,varB_reuse_15_a0.75,VarB: reuse_15 (α=0.75),variantB,16,0.0069924284859249,15.282829443613688,0.0,16.393715503060317,4437.601134999999
scan4_subset_uniform,scan4,subset_uniform,varB_reuse_15_a1.0,VarB: reuse_15 (α=1.0),variantB,16,0.0070358957940091,15.314885457356771,0.0,16.904579599859648,4437.601134999999
scan4_subset_uniform,scan4,subset_uniform,varB_reuse_15_16_a0.5,VarB: reuse_15_16 (α=0.5),variantB,16,0.0072379783572008,15.341913064320885,0.0,22.885333218665213,4249.042461999999
scan4_subset_uniform,scan4,subset_uniform,varB_reuse_15_16_a0.75,VarB: reuse_15_16 (α=0.75),variantB,16,0.0070094583400835,15.256938934326172,0.0,7.556405903010987,4249.042461999999
scan4_subset_uniform,scan4,subset_uniform,varB_reuse_15_16_a1.0,VarB: reuse_15_16 (α=1.0),variantB,16,0.0068802427655706,15.192708810170492,0.0,22.354258334201024,4249.042461999999
scan4_subset_uniform,scan4,subset_uniform,varB_reuse_14_16_a0.5,VarB: reuse_14_16 (α=0.5),variantB,16,0.0069321226328611,15.151125113169352,0.0,5.848545400088281,4249.042461999999
scan4_subset_uniform,scan4,subset_uniform,varB_reuse_14_16_a0.75,VarB: reuse_14_16 (α=0.75),variantB,16,0.0068850502527008,15.175485610961914,0.0,4.204541118341868,4249.042461999999
scan4_subset_uniform,scan4,subset_uniform,varB_reuse_14_16_a1.0,VarB: reuse_14_16 (α=1.0),variantB,16,0.0069623669454207,15.248589992523192,0.0,14.85333957177285,4249.042461999999
scan4_subset_uniform,scan4,subset_uniform,varB_reuse_even_after_10_a0.5,VarB: reuse_even_after_10 (α=0.5),variantB,16,0.0070413315358261,15.14288091659546,0.0,7.383760492021044,4060.483788999999
scan4_subset_uniform,scan4,subset_uniform,varB_reuse_even_after_10_a0.75,VarB: reuse_even_after_10 (α=0.75),variantB,16,0.0069009175834556,15.137288888295492,0.0,9.250618691902751,4060.483788999999
scan4_subset_uniform,scan4,subset_uniform,varB_reuse_even_after_10_a1.0,VarB: reuse_even_after_10 (α=1.0),variantB,16,0.0067781687248498,15.073954582214355,0.0,22.707514579709223,4060.483788999999
scan4_subset_uniform,scan4,subset_uniform,varC_frozen_kv_16,VarC: Freeze K/V 16,variantC,16,0.006942511924232,15.27346388498942,0.0,19.015643654061005,4612.330084999999
scan4_subset_uniform,scan4,subset_uniform,varC_frozen_kv_15,VarC: Freeze K/V 15,variantC,16,0.0069644757701704,15.27513074874878,0.0,20.994578801559424,4612.330085
scan4_subset_uniform,scan4,subset_uniform,varC_frozen_kv_15_16,"VarC: Freeze K/V {15,16}",variantC,16,0.0068387553716699,15.180931886037191,0.0,4.2564168319749385,4598.500361999999
scan4_subset_uniform,scan4,subset_uniform,varC_frozen_kv_14_16,"VarC: Freeze K/V {14,16}",variantC,16,0.0069119385443627,15.199950218200684,0.0,11.266182952194235,4598.500362
scan4_subset_uniform,scan4,subset_uniform,varC_frozen_kv_even_after_10,"VarC: Freeze K/V {12,14,16}",variantC,16,0.0068302725752194,15.080382347106934,0.0,7.521036622167721,4584.670638999999
scan9_subset_middle,scan9,subset_middle,fixed_16,Fixed i=16,fixed,16,0.0077461777254939,10.47690725326538,0.0,14.493485861561048,4626.159807999999
scan9_subset_middle,scan9,subset_middle,fixed_15,Fixed i=15,fixed,15,0.0081985553260892,10.80796241760254,0.0,19.76486090679365,4337.024819999999
scan9_subset_middle,scan9,subset_middle,fixed_14,Fixed i=14,fixed,14,0.0090724617863694,11.438968181610107,0.0,7.42540504473816,4047.889831999999
scan9_subset_middle,scan9,subset_middle,fixed_13,Fixed i=13,fixed,13,0.0106957289390265,12.656262397766112,0.0,8.10157009813769,3758.754843999999
scan9_subset_middle,scan9,subset_middle,varA_skip_16,VarA: Skip 16,variantA,16,0.0087622046315421,11.076183160146078,0.0,12.831028881063444,4437.601134999999
scan9_subset_middle,scan9,subset_middle,varA_skip_15,VarA: Skip 15,variantA,16,0.0081583127224197,10.708574612935385,0.0,14.597572821870166,4437.601134999999
scan9_subset_middle,scan9,subset_middle,varA_skip_15_16,"VarA: Skip {15,16}",variantA,16,0.0103348999594648,12.08960771560669,0.0,11.13990698400147,4249.042461999999
scan9_subset_middle,scan9,subset_middle,varA_skip_14_16,"VarA: Skip {14,16}",variantA,16,0.0091207611064116,11.24239190419515,0.0,8.195230009839891,4249.042461999999
scan9_subset_middle,scan9,subset_middle,varA_skip_even_after_10,"VarA: Skip {12,14,16}",variantA,16,0.0106009064863125,12.28220828374227,0.0,10.908587473276768,4060.483788999999
scan9_subset_middle,scan9,subset_middle,varA_skip_13_15,"VarA: Skip {13,15}",variantA,16,0.0090624388928214,11.23684279123942,0.0,26.00499570844636,4249.042461999999
scan9_subset_middle,scan9,subset_middle,varB_reuse_16_a0.5,VarB: reuse_16 (α=0.5),variantB,16,0.0081083124969154,10.670617898305258,0.0,23.198162534971463,4437.601134999999
scan9_subset_middle,scan9,subset_middle,varB_reuse_16_a0.75,VarB: reuse_16 (α=0.75),variantB,16,0.0078169884315381,10.492168108622232,0.0,14.65707961771428,4437.601134999999
scan9_subset_middle,scan9,subset_middle,varB_reuse_16_a1.0,VarB: reuse_16 (α=1.0),variantB,16,0.0075794594207157,10.364999453226725,0.0,7.364671918666382,4437.601134999999
scan9_subset_middle,scan9,subset_middle,varB_reuse_15_a0.5,VarB: reuse_15 (α=0.5),variantB,16,0.0079116385119656,10.555665175120035,0.0,16.979853549450677,4437.601134999999
scan9_subset_middle,scan9,subset_middle,varB_reuse_15_a0.75,VarB: reuse_15 (α=0.75),variantB,16,0.0077950411941856,10.488882064819336,0.0,18.74236319188871,4437.601134999999
scan9_subset_middle,scan9,subset_middle,varB_reuse_15_a1.0,VarB: reuse_15 (α=1.0),variantB,16,0.0076946624709914,10.4271453221639,0.0,18.092956187188545,4437.601134999999
scan9_subset_middle,scan9,subset_middle,varB_reuse_15_16_a0.5,VarB: reuse_15_16 (α=0.5),variantB,16,0.0085063303510348,10.89175001780192,0.0,15.21894828554282,4249.042461999999
scan9_subset_middle,scan9,subset_middle,varB_reuse_15_16_a0.75,VarB: reuse_15_16 (α=0.75),variantB,16,0.0078160532284528,10.485669136047363,0.0,7.728955669118861,4249.042461999999
scan9_subset_middle,scan9,subset_middle,varB_reuse_15_16_a1.0,VarB: reuse_15_16 (α=1.0),variantB,16,0.0073655896509687,10.20877726872762,0.0,11.773127916685633,4249.042461999999
scan9_subset_middle,scan9,subset_middle,varB_reuse_14_16_a0.5,VarB: reuse_14_16 (α=0.5),variantB,16,0.0079092623200267,10.52606471379598,0.0,13.153338001903036,4249.042461999999
scan9_subset_middle,scan9,subset_middle,varB_reuse_14_16_a0.75,VarB: reuse_14_16 (α=0.75),variantB,16,0.007602552883327,10.33254591623942,0.0,25.537824145004617,4249.042461999999
scan9_subset_middle,scan9,subset_middle,varB_reuse_14_16_a1.0,VarB: reuse_14_16 (α=1.0),variantB,16,0.0074441871450593,10.232944170633951,0.0,16.695823716886316,4249.042461999999
scan9_subset_middle,scan9,subset_middle,varB_reuse_even_after_10_a0.5,VarB: reuse_even_after_10 (α=0.5),variantB,16,0.0087237359645466,11.033409277598064,0.0,23.795588402780197,4060.483788999999
scan9_subset_middle,scan9,subset_middle,varB_reuse_even_after_10_a0.75,VarB: reuse_even_after_10 (α=0.75),variantB,16,0.0081477675897379,10.683554490407309,0.0,7.498019311551602,4060.483788999999
scan9_subset_middle,scan9,subset_middle,varB_reuse_even_after_10_a1.0,VarB: reuse_even_after_10 (α=1.0),variantB,16,0.0075101192730168,10.25902239481608,0.0,25.7126081033426,4060.483788999999
scan9_subset_middle,scan9,subset_middle,varC_frozen_kv_16,VarC: Freeze K/V 16,variantC,16,0.0075508279260247,10.336174647013346,0.0,20.85841207022477,4612.330084999999
scan9_subset_middle,scan9,subset_middle,varC_frozen_kv_15,VarC: Freeze K/V 15,variantC,16,0.0075577871563533,10.312511285146078,0.0,3.8035226406282407,4612.330085
scan9_subset_middle,scan9,subset_middle,varC_frozen_kv_15_16,"VarC: Freeze K/V {15,16}",variantC,16,0.007338346603016,10.191744486490885,0.0,19.24660639412328,4598.500361999999
