scene,subset,view_idx,frame_id,step_i,abs_rel,rmse,mae,delta1,geom_l2,rot_err_deg,trans_err_deg,hidden_delta_1step,hidden_delta_2step,depth_delta,abs_rel_16,future_gain,oracle_k_star_1pct,oracle_k_star_2pct,oracle_k_star_5pct,oracle_k_star_10pct,safe_to_halt_1pct,safe_to_halt_2pct,safe_to_halt_5pct,safe_to_halt_10pct
scan1,subset_middle,0,24,14,0.0038232558872550726,6.271420001983643,2.4449856281280518,0.9996033310890198,645.3521118164062,0.0,0.0,0.05957098677754402,0.11329305171966553,0.00923432782292366,0.004100610502064228,-0.00027735461480915546,8,8,8,8,1,1,1,1
scan1,subset_middle,1,0,14,0.005147624295204878,16.614774703979492,3.5113205909729004,0.9972615838050842,644.5628662109375,0.0,0.0,0.06268005073070526,0.11935318261384964,0.005704372655600309,0.006002626847475767,-0.0008550025522708893,10,10,10,10,1,1,1,1
scan1,subset_middle,2,1,14,0.004542697686702013,8.971105575561523,2.8940134048461914,0.9984900951385498,652.7377319335938,0.0,0.0,0.062462981790304184,0.11889338493347168,0.006001644302159548,0.005082026124000549,-0.0005393284372985363,10,10,10,10,1,1,1,1
scan1,subset_middle,3,2,14,0.003614779096096754,3.263542652130127,2.3325164318084717,1.0,652.1371459960938,0.0,0.0,0.06273478269577026,0.1196942999958992,0.006349554751068354,0.003950988873839378,-0.0003362097777426243,10,10,10,10,1,1,1,1
scan1,subset_middle,4,3,14,0.003101024543866515,3.5409657955169678,2.0213587284088135,0.9999597668647766,655.3615112304688,0.0,0.0,0.0627497136592865,0.11936450749635696,0.006829710677266121,0.003305153688415885,-0.0002041291445493698,12,12,12,12,1,1,1,1
scan1,subset_middle,5,4,14,0.0030462301801890135,4.260067462921143,1.9522322416305542,0.999857485294342,647.4678344726562,0.0,2.965175151824951,0.06325611472129822,0.1205473318696022,0.0069203367456793785,0.0032369771506637335,-0.00019074697047472,12,12,12,12,1,1,1,1
scan1,subset_middle,0,24,16,0.004100610502064228,6.454098224639893,2.627500534057617,0.9996033310890198,645.341796875,0.0,0.0,0.06543932855129242,0.12434310466051102,0.009405149146914482,0.004100610502064228,0.0,8,8,8,8,1,1,1,1
scan1,subset_middle,1,0,16,0.006002626847475767,16.695423126220703,4.082154273986816,0.9972711801528931,644.553955078125,0.0,3.7358591556549072,0.06714875251054764,0.1284172385931015,0.006584666669368744,0.006002626847475767,0.0,10,10,10,10,1,1,1,1
scan1,subset_middle,2,1,16,0.005082026124000549,9.103490829467773,3.243248224258423,0.9985523223876953,652.7280883789062,0.0,0.0,0.06727483123540878,0.12852506339550018,0.006756965070962906,0.005082026124000549,0.0,10,10,10,10,1,1,1,1
scan1,subset_middle,3,2,16,0.003950988873839378,3.4602019786834717,2.5444936752319336,1.0,652.12744140625,0.0,2.8612232208251953,0.06725813448429108,0.12890322506427765,0.00581063237041235,0.003950988873839378,0.0,10,10,10,10,1,1,1,1
scan1,subset_middle,4,3,16,0.003305153688415885,3.6133203506469727,2.1462087631225586,0.9999597668647766,655.3528442382812,0.0,0.0,0.06726744025945663,0.12872536480426788,0.006313418969511986,0.003305153688415885,0.0,12,12,12,12,1,1,1,1
scan1,subset_middle,5,4,16,0.0032369771506637335,4.738245487213135,2.0633926391601562,0.999796450138092,647.46044921875,0.0,0.8917517066001892,0.06740348786115646,0.12915320694446564,0.0058754864148795605,0.0032369771506637335,0.0,12,12,12,12,1,1,1,1
scan1,subset_uniform,0,0,8,0.009752378799021244,18.254446029663086,6.746885299682617,0.9972328543663025,644.6051635742188,0.0,0.0,0.0609821081161499,0.1252468228340149,0.0,0.003913204185664654,0.00583917461335659,14,14,14,12,0,0,0,0
scan1,subset_uniform,1,8,8,0.00643025292083621,5.209193229675293,4.086225986480713,0.9999775886535645,651.0496826171875,0.0,0.0,0.06732139736413956,0.13911472260951996,0.0,0.002798883244395256,0.003631369676440954,14,14,12,12,0,0,0,0
scan1,subset_uniform,2,16,8,0.004358433187007904,4.377997875213623,2.9205965995788574,1.0,652.5935668945312,0.0,3.666288375854492,0.06914371252059937,0.14096815884113312,0.0,0.0026719924062490463,0.0016864407807588577,14,14,12,12,0,0,0,0
scan1,subset_uniform,3,24,8,0.003684020135551691,6.678746700286865,2.4179301261901855,0.9996611475944519,645.38134765625,0.0,0.0,0.06679563224315643,0.1371760219335556,0.0,0.0035596389789134264,0.00012438115663826466,10,10,8,8,0,0,1,1
scan1,subset_uniform,4,32,8,0.00350568606518209,4.725595951080322,2.247241735458374,1.0,642.3599853515625,0.0,0.0,0.06769122928380966,0.13923288881778717,0.0,0.0036821523681282997,-0.0001764663029462099,8,8,8,8,1,1,1,1
scan1,subset_uniform,5,40,8,0.005434703081846237,5.027673721313477,3.424584150314331,1.0,653.5223388671875,0.0,0.0,0.07449426501989365,0.15217225253582,0.0,0.0026711286045610905,0.0027635744772851467,16,16,14,14,0,0,0,0
scan1,subset_uniform,0,0,10,0.006036317441612482,17.11614990234375,4.207614898681641,0.9972137212753296,644.5992431640625,0.0,0.0,0.05546186864376068,0.1084858700633049,0.006073689088225365,0.003913204185664654,0.0021231132559478283,14,14,14,12,0,0,0,0
scan1,subset_uniform,1,8,10,0.003958648536354303,3.700409173965454,2.5320448875427246,0.9999775886535645,651.0447387695312,0.0,0.0,0.059858422726392746,0.11747491359710693,0.0075575788505375385,0.002798883244395256,0.0011597652919590473,14,14,12,12,0,0,0,0
scan1,subset_uniform,2,16,10,0.0031418371945619583,3.0863561630249023,2.059617519378662,1.0,652.58837890625,0.0,3.6974525451660156,0.06110309436917305,0.12013817578554153,0.008137551136314869,0.0026719924062490463,0.000469844788312912,14,14,12,12,0,0,0,0
scan1,subset_uniform,3,24,10,0.0030032587237656116,6.101064682006836,1.9387770891189575,0.9996446371078491,645.3750610351562,0.0,0.0,0.060143906623125076,0.1181061863899231,0.012854618020355701,0.0035596389789134264,-0.0005563802551478148,10,10,8,8,1,1,1,1
scan1,subset_uniform,4,32,10,0.0029067073483020067,4.118050575256348,1.8429008722305298,1.0,642.3529663085938,0.0,2.0492773056030273,0.06079953908920288,0.11969920247793198,0.014465662650763988,0.0036821523681282997,-0.000775445019826293,8,8,8,8,1,1,1,1
scan1,subset_uniform,5,40,10,0.0035722532775253057,3.3362066745758057,2.2311079502105713,1.0,653.5172729492188,0.0,3.0071959495544434,0.06428834050893784,0.12708014249801636,0.014204710721969604,0.0026711286045610905,0.0009011246729642153,16,16,14,14,0,0,0,0
scan1,subset_uniform,0,0,12,0.004125028848648071,16.687217712402344,2.9213716983795166,0.9972233176231384,644.5923461914062,0.0,0.0,0.05683335289359093,0.1088850274682045,0.005211968440562487,0.003913204185664654,0.0002118246629834175,14,14,14,12,0,0,0,1
scan1,subset_uniform,1,8,12,0.002861228073015809,3.0899791717529297,1.8485976457595825,0.9999626874923706,651.0377807617188,0.0,1.5448436737060547,0.05976449325680733,0.11490242183208466,0.006298483349382877,0.002798883244395256,6.234482862055302e-05,14,14,12,12,0,0,1,1
scan1,subset_uniform,2,16,12,0.0027481396682560444,2.7406728267669678,1.7962210178375244,1.0,652.581298828125,0.0,1.4093104600906372,0.06087068095803261,0.11704430729150772,0.00686254259198904,0.0026719924062490463,7.614726200699806e-05,14,14,12,12,0,0,1,1
scan1,subset_uniform,3,24,12,0.002964656101539731,5.998316764831543,1.8989545106887817,0.9996363520622253,645.36767578125,0.0,2.6523990631103516,0.060450758785009384,0.11608681082725525,0.009786182083189487,0.0035596389789134264,-0.0005949828773736954,10,10,8,8,1,1,1,1
scan1,subset_uniform,4,32,12,0.0029483316466212273,4.048820495605469,1.862963080406189,1.0,642.3453369140625,0.0,0.0,0.061069246381521225,0.11744081228971481,0.009559562429785728,0.0036821523681282997,-0.0007338207215070724,8,8,8,8,1,1,1,1
scan1,subset_uniform,5,40,12,0.002992873778566718,2.77679181098938,1.8557820320129395,1.0,653.5070190429688,0.0,1.9397711753845215,0.06271424889564514,0.1212998628616333,0.014193526469171047,0.0026711286045610905,0.00032174517400562763,16,16,14,14,0,0,0,0
scan1,subset_uniform,0,0,14,0.003800271777436137,16.556955337524414,2.6916000843048096,0.9972233176231384,644.5823974609375,0.0,0.0,0.05870366841554642,0.11202317476272583,0.0063795228488743305,0.003913204185664654,-0.00011293240822851658,14,14,14,12,1,1,1,1
scan1,subset_uniform,1,8,14,0.00271438411436975,3.053664207458496,1.7620818614959717,0.9999552369117737,651.0278930664062,0.0,0.0,0.06095562130212784,0.1165497675538063,0.00802686158567667,0.002798883244395256,-8.449913002550602e-05,14,14,12,12,1,1,1,1
scan1,subset_uniform,2,16,14,0.002674191491678357,2.619941473007202,1.7369166612625122,1.0,652.5719604492188,0.0,1.727484107017517,0.062167905271053314,0.11872237175703049,0.011679832823574543,0.0026719924062490463,2.1990854293107986e-06,14,14,12,12,1,1,1,1
scan1,subset_uniform,3,24,14,0.003305274061858654,6.1048994064331055,2.115719795227051,0.9996281266212463,645.3584594726562,0.0,3.310915946960449,0.0625486820936203,0.11931544542312622,0.010807795450091362,0.0035596389789134264,-0.0002543649170547724,10,10,8,8,1,1,1,1
scan1,subset_uniform,4,32,14,0.0033761102240532637,4.248631954193115,2.1369411945343018,1.0,642.33642578125,0.0,0.0,0.06356162577867508,0.12115168571472168,0.010187062434852123,0.0036821523681282997,-0.00030604214407503605,8,8,8,8,1,1,1,1
scan1,subset_uniform,5,40,14,0.002747807651758194,2.585226058959961,1.7041795253753662,1.0,653.4986572265625,0.0,0.0,0.06363944709300995,0.12182139605283737,0.011929137632250786,0.0026711286045610905,7.66790471971035e-05,16,16,14,14,0,0,1,1
scan1,subset_uniform,0,0,16,0.003913204185664654,16.524089813232422,2.7596516609191895,0.9972424507141113,644.5723266601562,0.0,0.0,0.06408696621656418,0.12194444239139557,0.006198379676789045,0.003913204185664654,0.0,14,14,14,12,1,1,1,1
scan1,subset_uniform,1,8,16,0.002798883244395256,3.2354423999786377,1.8210254907608032,0.9999253749847412,651.0176391601562,0.0,0.0,0.0655367448925972,0.12546499073505402,0.006900575011968613,0.002798883244395256,0.0,14,14,12,12,1,1,1,1
scan1,subset_uniform,2,16,16,0.0026719924062490463,2.6096160411834717,1.734039545059204,1.0,652.5617065429688,0.0,3.199532985687256,0.06629539281129837,0.12695124745368958,0.011898228898644447,0.0026719924062490463,0.0,14,14,12,12,1,1,1,1
scan1,subset_uniform,3,24,16,0.0035596389789134264,6.288510322570801,2.27780818939209,0.9996033310890198,645.3490600585938,0.0,3.7374308109283447,0.06698321551084518,0.12808501720428467,0.010250094346702099,0.0035596389789134264,0.0,10,10,8,8,1,1,1,1
scan1,subset_uniform,4,32,16,0.0036821523681282997,4.442047119140625,2.3303041458129883,1.0,642.3272094726562,0.0,0.9640834331512451,0.06759048253297806,0.1294865757226944,0.00906615611165762,0.0036821523681282997,0.0,8,8,8,8,1,1,1,1
scan1,subset_uniform,5,40,16,0.0026711286045610905,2.5461814403533936,1.6589343547821045,1.0,653.4879760742188,0.0,0.0,0.06680844724178314,0.12851999700069427,0.009005285799503326,0.0026711286045610905,0.0,16,16,14,14,1,1,1,1
scan4,subset_middle,0,24,8,0.016729071736335754,21.366863250732422,12.088531494140625,0.9979552626609802,689.1801147460938,0.0,0.0,0.06902959942817688,0.1415734440088272,0.0,0.006279202178120613,0.010449869558215141,12,12,12,12,0,0,0,0
scan4,subset_middle,1,0,8,0.026575421914458275,32.923011779785156,17.19680404663086,0.9863840341567993,699.83837890625,0.0,3.2359769344329834,0.0701032355427742,0.14329145848751068,0.0,0.010012357495725155,0.01656306441873312,14,14,14,12,0,0,0,0
scan4,subset_middle,2,1,8,0.02405153587460518,30.341041564941406,16.247722625732422,0.9883023500442505,700.707763671875,0.0,1.4717987775802612,0.0688553974032402,0.14142777025699615,0.0,0.008321625180542469,0.01572991069406271,14,14,14,12,0,0,0,0
scan4,subset_middle,3,2,8,0.020896678790450096,26.311548233032227,14.123971939086914,0.9909543991088867,696.35302734375,0.0,4.315611839294434,0.07033833861351013,0.1440851092338562,0.0,0.0073970830999314785,0.013499595690518618,14,14,14,12,0,0,0,0
scan4,subset_middle,4,3,8,0.02031058259308338,26.923099517822266,13.780656814575195,0.9911240339279175,698.3040771484375,0.0,0.0,0.07086962461471558,0.14532117545604706,0.0,0.0073531209491193295,0.012957461643964052,14,14,14,12,0,0,0,0
scan4,subset_middle,5,4,8,0.022542649880051613,26.904739379882812,15.30441665649414,0.9929062128067017,689.3626098632812,0.0,0.0,0.07456327229738235,0.15206347405910492,0.0,0.006704268045723438,0.015838381834328175,16,16,14,14,0,0,0,0
scan4,subset_middle,0,24,10,0.008768771775066853,13.610489845275879,6.186814785003662,0.999071478843689,689.17626953125,0.0,0.0,0.06025790423154831,0.1197008341550827,0.0196628849953413,0.006279202178120613,0.0024895695969462395,12,12,12,12,0,0,0,0
scan4,subset_middle,1,0,10,0.016458040103316307,28.124481201171875,10.658514022827148,0.9866346120834351,699.8422241210938,0.0,1.958946704864502,0.06263300031423569,0.12299235910177231,0.014726617373526096,0.010012357495725155,0.006445682607591152,14,14,14,12,0,0,0,0
scan4,subset_middle,2,1,10,0.014242094941437244,25.375673294067383,9.52152156829834,0.9886462092399597,700.7096557617188,0.0,5.074160575866699,0.0620727464556694,0.12171175330877304,0.010088320821523666,0.008321625180542469,0.005920469760894775,14,14,14,12,0,0,0,0
scan4,subset_middle,3,2,10,0.012403749860823154,21.461538314819336,8.343128204345703,0.9913198947906494,696.3548583984375,0.0,4.728327751159668,0.06242423877120018,0.12238448113203049,0.008317998610436916,0.0073970830999314785,0.005006666760891676,14,14,14,12,0,0,0,0
scan4,subset_middle,4,3,10,0.012402924709022045,22.463886260986328,8.450529098510742,0.9912418723106384,698.3084716796875,0.0,3.714834451675415,0.06286638230085373,0.12335310131311417,0.00827848818153143,0.0073531209491193295,0.005049803759902716,14,14,14,12,0,0,0,0
scan4,subset_middle,5,4,10,0.013262384571135044,21.553619384765625,9.049330711364746,0.9932918548583984,689.3670043945312,0.0,1.8866817951202393,0.06533722579479218,0.12850649654865265,0.009238747879862785,0.006704268045723438,0.006558116525411606,16,16,14,14,0,0,0,0
scan4,subset_middle,0,24,12,0.005660756025463343,11.334656715393066,3.820770263671875,0.9994171857833862,689.1796875,0.0,0.0,0.05956616625189781,0.11456801742315292,0.015146982856094837,0.006279202178120613,-0.0006184461526572704,12,12,12,12,1,1,1,1
scan4,subset_middle,1,0,12,0.010839753784239292,26.286441802978516,7.07160758972168,0.9867833852767944,699.8511962890625,0.0,0.0,0.06225941702723503,0.11919006705284119,0.00840731430798769,0.010012357495725155,0.0008273962885141373,14,14,14,12,0,0,0,1
scan4,subset_middle,2,1,12,0.009011084213852882,23.4509220123291,5.965149402618408,0.9889006614685059,700.7185668945312,0.0,4.53924036026001,0.06220444291830063,0.11894159018993378,0.006357075180858374,0.008321625180542469,0.0006894590333104134,14,14,14,12,0,0,0,1
scan4,subset_middle,3,2,12,0.007890617474913597,19.587894439697266,5.270664691925049,0.9915096163749695,696.3633422851562,0.0,3.9952752590179443,0.062193576246500015,0.11902259290218353,0.005191752687096596,0.0073970830999314785,0.0004935343749821186,14,14,14,12,0,0,0,1
scan4,subset_middle,4,3,12,0.007825121283531189,20.584373474121094,5.339136123657227,0.9913736581802368,698.3189697265625,0.0,0.0,0.06250675767660141,0.11979320645332336,0.005329432897269726,0.0073531209491193295,0.0004720003344118595,14,14,14,12,0,0,0,1
scan4,subset_middle,5,4,12,0.008164900355041027,19.340145111083984,5.590178966522217,0.9933801889419556,689.3773803710938,0.0,0.0,0.06367755681276321,0.12239741533994675,0.005607153754681349,0.006704268045723438,0.0014606323093175888,16,16,14,14,0,0,0,0
scan4,subset_middle,0,24,14,0.006028252653777599,11.12022590637207,4.044944763183594,0.9995949864387512,689.177001953125,0.0,0.0,0.05999317765235901,0.11509159952402115,0.009697995148599148,0.006279202178120613,-0.00025094952434301376,12,12,12,12,1,1,1,1
scan4,subset_middle,1,0,14,0.00996373314410448,25.735248565673828,6.488163471221924,0.9869086742401123,699.8518676757812,0.0,3.6562340259552,0.06336142122745514,0.12088065594434738,0.004902974236756563,0.010012357495725155,-4.862435162067413e-05,14,14,14,12,1,1,1,1
scan4,subset_middle,2,1,14,0.0082081975415349,22.950946807861328,5.409558296203613,0.9890794157981873,700.7192993164062,0.0,0.0,0.06305763870477676,0.12045489251613617,0.004644656553864479,0.008321625180542469,-0.00011342763900756836,14,14,14,12,1,1,1,1
scan4,subset_middle,3,2,14,0.007264502812176943,19.098995208740234,4.817516326904297,0.9916782975196838,696.3643798828125,0.0,0.0,0.06284276396036148,0.12029027193784714,0.00576715636998415,0.0073970830999314785,-0.00013258028775453568,14,14,14,12,1,1,1,1
scan4,subset_middle,4,3,14,0.007339136209338903,20.089780807495117,4.990409851074219,0.9914637804031372,698.3217163085938,0.0,2.874328851699829,0.06314228475093842,0.12078365683555603,0.0051801917143166065,0.0073531209491193295,-1.3984739780426025e-05,14,14,14,12,1,1,1,1
scan4,subset_middle,5,4,14,0.006857297383248806,18.643836975097656,4.657439231872559,0.9934203624725342,689.3800659179688,0.0,2.3650474548339844,0.06361065804958344,0.12190413475036621,0.005118038970977068,0.006704268045723438,0.00015302933752536774,16,16,14,14,0,0,1,1
scan4,subset_middle,0,24,16,0.006279202178120613,11.19367504119873,4.217851161956787,0.9996048808097839,689.17138671875,0.0,0.0,0.06456611305475235,0.12343096733093262,0.007674547377973795,0.006279202178120613,0.0,12,12,12,12,1,1,1,1
scan4,subset_middle,1,0,16,0.010012357495725155,25.612319946289062,6.4953131675720215,0.9867755174636841,699.8477172851562,0.0,2.912553548812866,0.06698604673147202,0.12861701846122742,0.00669928640127182,0.010012357495725155,0.0,14,14,14,12,1,1,1,1
scan4,subset_middle,2,1,16,0.008321625180542469,22.83893394470215,5.474350929260254,0.9891757369041443,700.71533203125,0.0,0.0,0.06688239425420761,0.1282917559146881,0.00487388763576746,0.008321625180542469,0.0,14,14,14,12,1,1,1,1
scan4,subset_middle,3,2,16,0.0073970830999314785,18.99765968322754,4.899187088012695,0.9917345643043518,696.3609008789062,0.0,2.651660919189453,0.06661411374807358,0.12807725369930267,0.006461291573941708,0.0073970830999314785,0.0,14,14,14,12,1,1,1,1
scan4,subset_middle,4,3,16,0.0073531209491193295,19.99932861328125,4.981811046600342,0.9914360642433167,698.3190307617188,0.0,0.0,0.06666445732116699,0.12804552912712097,0.0061900499276816845,0.0073531209491193295,0.0,14,14,14,12,1,1,1,1
scan4,subset_middle,5,4,16,0.006704268045723438,18.50800895690918,4.520960807800293,0.9932838082313538,689.3786010742188,0.0,0.0,0.06676175445318222,0.12860146164894104,0.006676102057099342,0.006704268045723438,0.0,16,16,14,14,1,1,1,1
scan4,subset_uniform,0,0,8,0.025238124653697014,31.998607635498047,16.390029907226562,0.9864701628684998,699.845947265625,0.0,0.0,0.06522958725690842,0.13219203054904938,0.0,0.010559925809502602,0.014678198844194412,16,16,14,14,0,0,0,0
scan4,subset_uniform,1,8,8,0.018957320600748062,26.676471710205078,13.343667984008789,0.9923927187919617,696.45166015625,0.0,2.6084952354431152,0.06886592507362366,0.14090347290039062,0.0,0.007013742811977863,0.011943577788770199,16,16,14,14,0,0,0,0
scan4,subset_uniform,2,16,8,0.01670258678495884,21.439237594604492,11.917881965637207,0.9966631531715393,694.0033569335938,0.0,1.9220337867736816,0.07184115797281265,0.14511758089065552,0.0,0.005663504358381033,0.011039082426577806,16,16,14,14,0,0,0,0
scan4,subset_uniform,3,24,8,0.01546423975378275,20.854801177978516,11.26209545135498,0.9978564381599426,689.1548461914062,0.0,0.0,0.07167760282754898,0.14610323309898376,0.0,0.00583442859351635,0.0096298111602664,16,16,14,14,0,0,0,0
scan4,subset_uniform,4,32,8,0.014883588068187237,19.70297622680664,10.443438529968262,0.999315619468689,683.13818359375,0.0,0.0,0.0730234831571579,0.14945709705352783,0.0,0.007096343208104372,0.007787244860082865,16,14,14,14,0,0,0,0
scan4,subset_uniform,5,40,8,0.01652052439749241,17.763662338256836,10.954859733581543,0.9994493126869202,674.1907958984375,0.0,3.8251540660858154,0.07897360622882843,0.16190212965011597,0.0,0.006051379255950451,0.010469145141541958,16,16,14,14,0,0,0,0
scan4,subset_uniform,0,0,10,0.01778697781264782,28.611976623535156,11.58467960357666,0.9864780306816101,699.8468627929688,0.0,0.0,0.0588090643286705,0.11524934321641922,0.00985859613865614,0.010559925809502602,0.007227052003145218,16,16,14,14,0,0,0,0
scan4,subset_uniform,1,8,10,0.01283733919262886,22.49266815185547,8.933302879333496,0.9923195242881775,696.4515991210938,0.0,1.9170382022857666,0.06158914417028427,0.1209520772099495,0.00939439982175827,0.007013742811977863,0.005823596380650997,16,16,14,14,0,0,0,0
scan4,subset_uniform,2,16,10,0.010837404057383537,17.28274917602539,7.686213970184326,0.9968340992927551,694.0023193359375,0.0,3.069882869720459,0.06321480125188828,0.12432505190372467,0.018319377675652504,0.005663504358381033,0.005173899699002504,16,16,14,14,0,0,0,0
scan4,subset_uniform,3,24,10,0.010186433792114258,15.18967056274414,7.28538179397583,0.9986466765403748,689.1514282226562,0.0,0.0,0.06468253582715988,0.12663733959197998,0.03887484222650528,0.00583442859351635,0.004352005198597908,16,16,14,14,0,0,0,0
scan4,subset_uniform,4,32,10,0.010454578325152397,14.929372787475586,7.24354887008667,0.9994117021560669,683.1336059570312,0.0,0.0,0.06519646942615509,0.12818439304828644,0.02464415691792965,0.007096343208104372,0.003358235117048025,16,14,14,14,0,0,0,0
scan4,subset_uniform,5,40,10,0.010089694522321224,12.376421928405762,6.754721641540527,0.9995594620704651,674.185546875,0.0,2.669391632080078,0.06825457513332367,0.13561412692070007,0.02687077596783638,0.006051379255950451,0.004038315266370773,16,16,14,14,0,0,0,0
scan4,subset_uniform,0,0,12,0.012996496632695198,27.00664710998535,8.481657028198242,0.9866111278533936,699.8477172851562,0.0,0.0,0.058986615389585495,0.11319947987794876,0.006063913460820913,0.010559925809502602,0.0024365708231925964,16,16,14,14,0,0,0,0
scan4,subset_uniform,1,8,12,0.008963968604803085,20.34336280822754,6.134122371673584,0.9923122525215149,696.4534912109375,0.0,0.0,0.06116444617509842,0.11745477467775345,0.00773020600900054,0.007013742811977863,0.001950225792825222,16,16,14,14,0,0,0,0
scan4,subset_uniform,2,16,12,0.007073958404362202,15.109472274780273,4.939508438110352,0.9968910813331604,694.0033569335938,0.0,3.275603771209717,0.0622389055788517,0.1196093037724495,0.018204323947429657,0.005663504358381033,0.0014104540459811687,16,16,14,14,0,0,0,0
scan4,subset_uniform,3,24,12,0.00712709641084075,12.424524307250977,4.952000617980957,0.9991998672485352,689.1513061523438,0.0,2.6243553161621094,0.06309081614017487,0.12165629863739014,0.030864443629980087,0.00583442859351635,0.0012926678173244,16,16,14,14,0,0,0,0
