scene,subset,view_idx,frame_id,step_i,abs_rel,rmse,mae,delta1,geom_l2,rot_err_deg,trans_err_deg,hidden_delta_1step,hidden_delta_2step,depth_delta,abs_rel_16,future_gain,oracle_k_star_1pct,oracle_k_star_2pct,oracle_k_star_5pct,oracle_k_star_10pct,safe_to_halt_1pct,safe_to_halt_2pct,safe_to_halt_5pct,safe_to_halt_10pct
scan1,subset_middle,1,0,10,0.00441772909834981,16.738689422607422,3.073972463607788,0.9972424507141113,644.5792236328125,0.0,0.0,0.059741005301475525,0.11761569231748581,0.003931772895157337,0.006002626847475767,-0.0015848977491259575,10,10,10,9,1,1,1,1
scan1,subset_middle,2,1,10,0.003743822453543544,9.047964096069336,2.3832600116729736,0.9983810782432556,652.7543334960938,0.0,0.0,0.05963844433426857,0.11732205003499985,0.0027386914007365704,0.005082026124000549,-0.0013382036704570055,9,9,9,9,1,1,1,1
scan1,subset_middle,3,2,10,0.003229741705581546,3.2345540523529053,2.0868914127349854,1.0,652.1539916992188,0.0,0.0,0.060684435069561005,0.11932338774204254,0.002540036803111434,0.003950988873839378,-0.0007212471682578325,10,10,10,10,1,1,1,1
scan1,subset_middle,4,3,10,0.0037912551779299974,3.922304391860962,2.47668194770813,0.9999919533729553,655.3756713867188,0.0,0.0,0.06047732010483742,0.11891598999500275,0.0025063653010874987,0.003305153688415885,0.00048610148951411247,11,11,11,11,0,0,0,0
scan1,subset_middle,5,4,10,0.004659946076571941,5.42791748046875,3.097900867462158,0.999826967716217,647.4807739257812,0.0,3.5286426544189453,0.061900027096271515,0.12186679244041443,0.002884975867345929,0.0032369771506637335,0.001422968925908208,12,12,12,11,0,0,0,0
scan1,subset_middle,0,24,11,0.003315023612231016,6.056967258453369,2.1223857402801514,0.9996033310890198,645.365966796875,0.0,0.0,0.05519813671708107,0.10747090727090836,0.00489242747426033,0.004100610502064228,-0.0007855868898332119,8,8,8,8,1,1,1,1
scan1,subset_middle,1,0,11,0.0039994362741708755,16.607378005981445,2.784271478652954,0.9972615838050842,644.5748901367188,0.0,3.6112406253814697,0.05866245552897453,0.11431087553501129,0.0028307384345680475,0.006002626847475767,-0.0020031905733048916,10,10,10,9,1,1,1,1
scan1,subset_middle,2,1,11,0.0035927915014326572,8.890085220336914,2.289564609527588,0.9984044432640076,652.7501831054688,0.0,4.73520040512085,0.05851898714900017,0.11420486122369766,0.0023837178014218807,0.005082026124000549,-0.001489234622567892,9,9,9,9,1,1,1,1
scan1,subset_middle,3,2,11,0.002976314164698124,3.001168966293335,1.9298007488250732,1.0,652.1499633789062,0.0,0.0,0.05941152200102806,0.11597183346748352,0.0023390771821141243,0.003950988873839378,-0.0009746747091412544,10,10,10,10,1,1,1,1
scan1,subset_middle,4,3,11,0.0031197043135762215,3.551323652267456,2.0394210815429688,0.9999839067459106,655.3724365234375,0.0,0.34998589754104614,0.059152547270059586,0.11553508043289185,0.00228559086099267,0.003305153688415885,-0.0001854493748396635,11,11,11,11,1,1,1,1
